"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","id","app_id"
"4106","2005","09","10","Saturday",220,"SN",20,1,"P",1.1898,545.645833333333,287.027475,10,1,23,0.046080373,38.4331833333333,15,1.962225,74.890625,1,2,"3",186,1,"hold",6888
"4111","2005","09","10","Saturday",0,"SL",18,1,"P",4,500,483.579141666667,2,2,18,0.283886071,210,19,0,71.5,3,1,"2",366,2,"hold",6868
"4113","2005","09","10","Saturday",0,"SC",18,1,"P",1.18250357142857,404.669833333333,263.38546,21,1,17,0,25.6720083333333,17,0,93.890625,1,1,"3",0,1,"hold",6990
"4116","2005","09","10","Saturday",0,"SA",20,3,"P",1.1173,532.1015,248.042059090909,24,1,16,0.129968136,26.5801857142857,7,1,80.671875,1.10665,2.11512,"3",0,1,"hold",7045
"4121","2005","09","10","Saturday",1,"SO",18,1,"P",1.2314,429.175,265.381562878788,24,2,14,0.022427202,26.4907166666667,19,0,63.4140625,1,0.75606,"3",0,2,"hold",6826
"4123","2005","09","10","Saturday",0,"SC",18,1,"P",1.19168333333333,404.860333333333,218.008516666667,7,2,14,0,24.5642766666667,17,0.7277,73.546875,1,1.28152428571429,"3",0,2,"hold",6817
"4126","2005","09","10","Saturday",1000,"SE",29,2,"P",1.24915,1488.33416666667,782.473815,42,2,13,0.466400848,49.4520533333333,10.042,4.1312,35.7734375,1.09623333333333,3,"3",0,1,"hold",6964
"4130","2005","09","10","Saturday",0,"SC",19,1,"P",1.11521666666667,250,0,6,1,12,0.058643292,22.4512558333333,13,1,87.546875,1.1002,2.53752,"3",0,1,"hold",6991
"4133","2005","09","10","Saturday",0,"SH",19,1,"P",1,587.766458333333,136.636921212121,4,1,11,0,11.72125,16,2,71.890625,1,2,"3",0,1,"hold",7099
"4134","2005","09","10","Saturday",0,"SO",18,1,"R",1.1146,485.292583333333,278.001508333333,6,1,10,0.359078766,34.0713166666667,12,0.384775,50.3203125,1.12993333333333,3,"3",0,1,"hold",7151
"4135","2005","09","10","Saturday",0,"SH",19,1,"P",1.1531,1334.78791666667,578.808025,13,1,12,0.052257806,30,9.540175,10,64.6875,1.0761,2.41396666666667,"3",0,1,"hold",7210
"4138","2005","09","10","Saturday",1,"SD",19,1,"P",1,997.28875,417.372655,5,1,10,0,46,9.2995,5,86.5,1.10738333333333,3,"3",0,1,"hold",7228
"4140","2005","09","10","Saturday",0,"SB",18,1,"P",1.12,436.7775,277.488763333333,17.2089327777778,1.06021666666667,12,0.042229821,33.385044047619,4,0,70.25,1.0424,1.82473333333333,"5",9.4343999999997,0,"hold",7098
"4141","2005","09","10","Saturday",0,"SA",18,0,"P",1,533.475333333333,203.989479545455,5,1.18014357142857,10,0.019973845,0,19,0,66.578125,1,2,"5",19.7016966666665,0,"hold",7149
"4143","2005","09","10","Saturday",0,"SO",18,1,"P",1.14115,376.878333333333,225.711143333333,17.9913866666667,1.05390666666667,26,0.156171528,34.8921974206349,10,0,73.4375,1.0395,1.82942,"5",7.57323999999963,0,"hold",7238
"4147","2005","09","10","Saturday",0,"SE",20,0,"P",1.1981,699.884166666667,466.465508333333,22,1.2598,9,1.101966549,43.0579425,8.826,2.2011,16.2734375,1,0,"5",150.67679,0,"hold",7192
"4148","2005","09","10","Saturday",0,"SG",22,0,"P",1.24641666666667,500,0,19,1,36,0,33.3165166666667,14,5,45.7265625,1,1.2888,"3",1499,1,"hold",7091
"4149","2005","09","10","Saturday",1,"SK",19,2,"P",1,500,0,6,2,8,0.032379907,17.68545,2,2,47.0078125,1,1,"3",0,2,"hold",7243
"4152","2005","09","10","Saturday",0,"SC",19,1,"P",1.1389,563.516666666667,297.732355,58,1,7,0.042824581,37.23111,19,2,40.8984375,1.100375,2.13253333333333,"3",0,1,"hold",7165
"4153","2005","09","10","Saturday",0,"SB",19,1,"P",1.13345,435.636166666667,327.597728333333,32,1,7,0.23280623,47.8635998809524,6.9335,1.23535833333333,42.140625,1.08874166666667,2.1308,"3",0,1,"hold",7154
"4154","2005","09","10","Saturday",0,"SB",18,0,"P",1,324.576583333333,148.504671666667,4,1,6,0.00279762,28.5229725,9,0,85.390625,1.05468333333333,1.92484166666667,"3",0,1,"hold",7167
"4157","2005","09","10","Saturday",1,"SC",18,1,"P",1.100275,409.487416666667,209.821197878788,19.3655588888889,1.049825,6,0.130631155,29.4913482142857,11,0.0702999999999995,82.9375,1.05993333333333,1.73145466666667,"5",7.52006999999957,0,"hold",7176
"4161","2005","09","10","Saturday",0,"SO",18,1,"P",1.1,419.518666666667,204.49463,18.2601633333333,1.05071666666667,6,0.081343848,30.1429172619048,9.9204,0.0848999999999994,60.8203125,1.04443333333333,1.7454,"5",6.12168999999957,0,"hold",7104
"4162","2005","09","10","Saturday",0,"SD",23,1,"P",1.2394,1800,1737,10,3,5,0.250202765,36,12,6,55.125,1,2,"3",68,2,"hold",7123
"4164","2005","09","10","Saturday",0,"SA",32,0,"P",1,1760.63666666667,758.175634545454,6,1,4,0.138915268,0,9.5299,3.75673333333333,77.953125,1,2,"3",0,1,"hold",7255
"4166","2005","09","13","Tuesday",1,"SH",18,1,"P",1.2984,560.056166666667,362.336166666667,24.06466,1.20665,61,0.117043547,46.5592125,13,0,90.625,1,0,"5",34.8721399999999,0,"hold",7264
"4167","2005","09","13","Tuesday",120,"SO",19,1,"P",1,651.198,259.60265,5,3,49,0.064542875,32.2215833333333,6,2,56.21875,2,0,"3",0,3,"hold",7170
"4170","2005","09","13","Tuesday",1,"SO",21,1,"P",1.22839166666667,662.279333333334,328.293575,21,2,46,0,29.9718533333333,16,2,54.140625,1,0,"3",0,1,"hold",7157
"4171","2005","09","13","Tuesday",0,"SB",19,0,"P",1.25286666666667,624.583611111111,292.065309090909,13,1,39,0.058645031,0,25,2,67.28125,1,0,"3",0,1,"hold",7248
"4172","2005","09","13","Tuesday",660,"SF",30,1.3239,"R",1,150,659.974466666667,5,1,40,0.104313982,68.8574,23,3.3388,35.7421875,2,0,"3",0,1,"hold",7105
"4173","2005","09","13","Tuesday",0,"SO",20,1,"R",1.190825,598.09,392.492633333333,19.3400633333333,1.1149,37,0.093887001,43.6500333333333,7,2,66.890625,1,0,"5",56.31634,0,"hold",7212
"4174","2005","09","13","Tuesday",0,"SA",19,1,"P",1.1777,411.793666666667,286.949733333333,17.6753966666667,1.0655,33,0,37.3138932142857,3,0,74.546875,1.03606666666667,1.41765333333333,"5",20.5509866666664,0,"hold",7118
"4175","2005","09","13","Tuesday",1,"SM",19,0,"P",1.23266666666667,250,217.33108,15,2,31,0,33.3119791666667,23,0,67.34375,1,0,"3",0,1,"hold",7209
"4177","2005","09","13","Tuesday",0,"SM",19,1,"P",1.2052,575.22075,371.44523,16,1,30,0,38.3156833333333,2,2,65.171875,1,0,"5",53.01896,0,"hold",7102
"4178","2005","09","13","Tuesday",1,"SO",18,1,"P",1.17833333333333,459.909166666667,263.023191666667,19.0986238888889,1.063665,27,0.003083971,32.3911691666667,22,0,48.1953125,1.04005,1.54828333333333,"5",15.7223599999997,0,"hold",7231
"4179","2005","09","13","Tuesday",0,"SD",19,1,"P",1,471.741083333333,222.301308333333,2,2,26,0.103714318,41.6595266666667,25,2,65.40625,1,0,"3",0,2,"hold",7092
"4182","2005","09","13","Tuesday",0,"SL",19,1,"P",1,447.38125,267.523083333333,2,1,25,0,32.8355833333333,4,2,62.9765625,1,1,"3",0,1,"hold",7208
"4183","2005","09","13","Tuesday",0,"SE",19,1,"P",1.17868333333333,493.453333333333,336.677525,19.4396966666667,1.09507857142857,24,0.041828708,38.5681933333333,10,0,82.546875,1,0,"5",28.5269333333332,0,"hold",7135
"4184","2005","09","13","Tuesday",0,"SM",19,1,"P",1,714.830166666667,185.996709090909,6,1,22,0,0,16,3,40.3125,1,2,"3",0,1,"hold",7252
"4185","2005","09","13","Tuesday",1,"SO",18,1,"P",1,281.405416666667,136.271946666667,3,1.122875,22,0,31,12,0,43.828125,1,0,"5",13.0149499999997,0,"hold",7131
"4188","2005","09","13","Tuesday",0,"SA",20,2,"P",1.21119761904762,500,318.626485,22,1,22,0.166751255,0,3,1,61.9930273438,1,0,"3",0,1,"hold",7126
"4190","2005","09","13","Tuesday",0,"SB",20,1.2552,"P",1.30649166666667,1900,31,7,3,20,0.146272092,50,27,3,82.875,1,1,"3",0,1,"hold",7114
"4191","2005","09","13","Tuesday",0,"SH",19,1,"P",1,808.169166666667,148.430141666667,2,2,21,0,12.9882433333333,25,0,79.953125,1,1,"3",0,2,"hold",7112
"4193","2005","09","13","Tuesday",0,"SB",18,1,"P",1,589.006666666667,226.530033333333,1,1,19,0.227743183,0,18,0.54864,56.015625,2,0,"3",0,1,"hold",7141
"4194","2005","09","13","Tuesday",0,"SA",18,0,"P",2,600,0,1,1,19,0.152002608,24.9557666666667,3,0,53.6875,1,0,"3",0,1,"hold",7173
"4195","2005","09","13","Tuesday",0,"SA",19,1,"P",1.3052,100,296.85843,15,3,19,0.056695768,55.79971,12,2,77.953125,1,1,"3",116,2,"hold",7246
"4196","2005","09","13","Tuesday",0,"SF",18,1,"P",1.17503333333333,487.295,281.072063333333,46,1,19,0,36.627975,13,0,78.78125,1,0,"3",0,1,"hold",7309
"4197","2005","09","13","Tuesday",0,"SO",18,0,"P",1.192975,444.933333333333,270.170927619048,25,1,19,0,34.0961283333333,11,1,83.640625,1,0,"3",0,1,"hold",7338
"4202","2005","09","13","Tuesday",0,"SG",19,0,"P",1.19435,591.85375,330.821016666667,21.731075,1.12342333333333,19,0.048488274,31.729155,20,0,76.328125,1.044,1.2738,"5",22.4282666666664,0,"hold",7403
"4206","2005","09","13","Tuesday",0,"SO",27,1,"P",1,672.6675,471.799203333333,2,2,17,0.085765492,59.2238666666667,2,3,43.75,2,1,"3",0,1,"hold",7451
"4208","2005","09","13","Tuesday",0,"SB",19,1,"P",1,587.434166666667,144.080817424242,2,1,17,0,1,18,1,85.40625,1,0,"3",0,1,"hold",7494
"4210","2005","09","13","Tuesday",0,"SF",18,0,"P",1.181,493.205416666667,301.1101,19.3603516666667,1.09548833333333,15,0.008439675,33.044849047619,13,1,80.484375,1.03600833333333,1.37425333333333,"5",21.1679599999997,0,"hold",7366
"4211","2005","09","13","Tuesday",0,"SB",22,2,"P",1,850,524.186933333333,5,4,16,0.112897884,85,22,3.67015,48.6875,1,2,"3",576,3,"hold",7515
"4212","2005","09","13","Tuesday",0,"SL",21,2,"P",1.8957,50,525.695155,11,3,15,0.615094785,137.82585,7,5,65.78125,3,0,"3",651,1,"hold",7310
"4213","2005","09","13","Tuesday",0,"SN",19,1,"P",1,500,60,3,2,15,0.010166735,13.4994083333333,11,0,49.21875,1,0,"3",0,2,"hold",7388
"4217","2005","09","13","Tuesday",0,"SF",17,1,"P",1.16378333333333,519.3895,311.00698,19.8191033333333,1.06381666666667,15,0.124187055,37.68545,8,0.2513,81.484375,1,0,"5",39.5520299999999,0,"hold",7353
"4220","2005","09","13","Tuesday",1,"SC",17,1,"P",1.23840833333333,517.05375,306.330991666667,18.7820633333333,1.115125,14,0.03875439,29.8209,20,0.4451,84.765625,1,0,"5",26.8108633333331,0,"hold",7360
"4221","2005","09","13","Tuesday",0,"SO",19,2,"P",1.476,600,339.32438,12,2,13,0.170898369,524,8,2,88.703125,1,1.0227,"3",540,1,"hold",7382
"4222","2005","09","13","Tuesday",10,"SB",18,1,"P",1.1611,481.831583333333,276.65118,49,1,13,0,34.84934,14,0,73.390625,1,0,"3",0,1,"hold",7357
"4224","2005","09","13","Tuesday",0,"SA",19,1,"P",1.1616,537.783333333333,307.393446666667,18.7826666666667,1.1517,13,0.098311219,36.4351,12,3,63.9765625,1,0,"5",54.1014666666665,0,"hold",7431
"4225","2005","09","13","Tuesday",0,"SO",18,1,"P",1.14788333333333,433.821083333333,279.946455,17.9438055555556,1.0532,12,0.148304805,39.1178416666667,19,1,63.5,1,0,"5",25.1234666666665,0,"hold",7489
"4226","2005","09","13","Tuesday",0,"SA",19,1,"P",1,950,213.263066666667,2,2,13,0.197081358,13.6140166666667,23,1,57.2734375,1,0,"3",0,2,"hold",7412
"4227","2005","09","13","Tuesday",0,"SF",18,1,"P",1,150,149.916833333333,2,1.13705,11,0,25.6100916666667,26,1,67.4375,1,0,"5",19.5301299999997,0,"hold",7514
"4228","2005","09","13","Tuesday",0,"SA",18,1,"P",1.1541,370.183666666667,236.87866,14.6242716666667,1.0454,12,0,38.3798373809524,7,0,68.046875,1,0,"5",24.8462699999999,0,"hold",7425
"4229","2005","09","13","Tuesday",0,"SC",18,0,"P",1.17296666666667,462.044166666667,282.995283333333,19.2675355555556,1.101925,11,0,34.4952216666667,13,0,67.59375,1,0,"5",24.6653333333331,0,"hold",7329
"4230","2005","09","13","Tuesday",0,"SC",18,1,"P",1.1745,500.386583333333,269.15728,36,1,10,0,35.0453483333333,17,0,73.6875,1.04379722222222,1.3377,"3",0,1,"hold",7447
"4232","2005","09","13","Tuesday",1,"SB",19,1,"P",1.06370833333333,265.791916666667,108.56818,13,1,11,0.055946539,26.285135,11,0,55.6953125,1,0,"3",0,1,"hold",7336
"4238","2005","09","13","Tuesday",0,"SO",18,0,"P",1,517.459583333333,166.116891666667,3,1,9,0,1,8,1,26.90625,1,2,"3",0,1,"hold",7452
"4239","2005","09","13","Tuesday",0,"SN",21,0,"P",1,950,992,4,1,9,0.024459966,85,8,4,46.2734375,1,0,"5",184.51218,0,"hold",7487
"4240","2005","09","13","Tuesday",0,"SH",19,1,"P",1.1813,500.3045,292.06793,43,1.1008,8,0,31.2115916666667,14,1,50.5234375,1,0,"5",28.9644499999998,0,"hold",7485
"4243","2005","09","13","Tuesday",0,"SH",18,1,"P",2,620.780333333333,243.498416666667,2,1,7,0.05456764,26,13,0,76.421875,2,0,"3",0,1,"hold",7306
"4245","2005","09","13","Tuesday",1,"SM",18,1,"P",1.2523,544.923666666667,458.130846666667,13,1,8,0.04279843,44.9249233333333,0,0.4189,53.4609375,2,0,"3",0,1,"hold",7368
"4246","2005","09","13","Tuesday",0,"SD",18,1,"P",4,850,124,2,1,6,0.500284636,1,4,1,33.2109375,3,1,"3",0,1,"hold",7483
"4247","2005","09","13","Tuesday",0,"SC",18,0,"P",1.235275,612.445416666667,355.9445,22.0781133333333,1.12794357142857,6,0,32.49835,12,2,85.46875,1,0,"5",52.7800833333332,0,"hold",7506
"4248","2005","09","13","Tuesday",2,"SK",18,1,"P",1.19165,715.705833333333,306.533533333333,8,1,7,0,1,16,0.666133333333333,68.125,1.05905833333333,2.00751666666667,"3",0,1,"hold",7287
"4249","2005","09","13","Tuesday",1,"SB",20,4,"P",1.21093333333333,700.384791666667,312.8341,17,1.1841,6,0,0,11.1978766666667,2.14333333333333,57.8137723632818,1,0,"5",160.7454,0,"hold",7481
"4252","2005","09","13","Tuesday",0,"SA",19,1,"P",1.1445,463.600916666667,311.068165,30,1,5,0.197581218,43.9723557142857,5,2,44.21875,1.06443333333333,1.52306666666667,"3",0,1,"hold",7315
"4257","2005","09","13","Tuesday",0,"SK",18,0,"P",1.20785833333333,539.28225,297.56415,26,1,4,0,25.7844958333333,19,0.33915,59.015625,1,0,"3",0,1,"hold",7351
"4258","2005","09","13","Tuesday",0,"SA",17,1,"P",1.16038333333333,383.880833333333,271.983718333333,15.3920222222222,1.05055,4,0.37741378,48.727725,11,0.250633333333333,52.1484375,1,0,"5",44.0787466666666,0,"hold",7350
"4259","2005","09","13","Tuesday",0,"SC",19,1,"P",1.25588333333333,465.493125,295.279055,8,2,8,0.074272201,25,5,1,72.03125,2,0,"3",0,1,"hold",7434
"4260","2005","09","13","Tuesday",0,"SA",19,1,"P",1.12775,386.744166666667,271.84335,15.5864,1.0646,4,0,43.4612264285714,7.08505,0,51.3984375,1.0386,1.48688666666667,"5",22.5751366666665,0,"hold",7490
"4262","2005","09","13","Tuesday",0,"SO",18,1,"P",1,508.444083333333,255.632725,1,1.11200666666667,4,0.020044579,0,0,0,65.078125,1,0,"5",28.9426766666665,0,"hold",7407
"4265","2005","09","13","Tuesday",0,"SO",19,1,"P",1.1253,427.145,305.840411666666,16.9507833333333,1.0567,3,0.14854712,43.051144047619,7.5028,0.511116666666667,50.9140625,1.04400833333333,1.47170666666667,"5",19.6629066666665,0,"hold",7316
"4267","2005","09","13","Tuesday",0,"SB",20,3,"P",1.3067,2734.39,1555.4682,39,1,2,0,142.24605,0,11,94,1,0,"3",0,1,"hold",7464
"4271","2005","09","13","Tuesday",1,"SH",18,1,"P",1,875.87,418.370933333333,6,1.41267142857143,9,0.028006919,0,10.3303,5,56.984375,1,0,"5",139.873623333333,0,"hold",7323
"4272","2005","09","13","Tuesday",280,"SA",27,1,"P",1.415,2950.8875,1446.1578,17,2,1,0.232706154,46.2987166666667,28,7.8722,36.6796875,1.09553333333333,1.29233333333333,"3",0,1,"hold",7334
"4273","2005","09","13","Tuesday",0,"SA",19,1,"P",1.19068333333333,596.512083333333,385.045751666667,26,1,2,0.170835568,58.37182,0,0,37.2890625,1,0,"1",49.9406833333333,0,"hold",7423
"4275","2005","09","13","Tuesday",1,"SO",19,1,"P",1.1442,50,207.945905,6,1,1,0.4217892,51.1373666666667,9.52206666666667,1.0372,68.4375,1.15432,1.8518,"3",0,1,"hold",7418
"4276","2005","09","13","Tuesday",0,"SB",18,1,"P",1.1531,469.8065,300.124058333333,18.4918166666667,1.08226666666667,11,0.007388415,44.5501,10,0,78.59375,1.035,1.3581,"5",17.920693333333,0,"hold",7427
"4277","2005","09","13","Tuesday",0,"SH",30,1,"R",1.2249,951.9175,621.436,22.5237,1.3802,15.0023,0.386505561,46.29515,9.35410833333333,2.52983333333333,68.421875,1,0,"5",153.63395,0,"hold",7446
"4278","2005","09","13","Tuesday",0,"SA",21,1,"P",1.24775,650,311,7,2,23.2676,0,46,11.79203,2,69.703125,1,0.897266666666667,"3",365,2,"hold",7495
"4283","2005","09","13","Tuesday",980,"SO",24,1.5671,"R",1.4005,1450.425,618.36815,31,4,12.7830333333333,0.602757039,0,8.01301,0,47.8125,1,1.083,"3",0,3,"hold",7393
"4284","2005","09","13","Tuesday",0,"SO",21,1,"R",1.2839,734.119666666667,377.82385,34,2,14.2723,0.06807936,43.0609232142857,8.40492,1.4433,41.3203125,1,0.4603,"3",0,2,"hold",7320
"4285","2005","09","13","Tuesday",0,"SB",22,1,"P",1.36625,6300,4403,24,2,25.873165,0.31839597,44.638,11.64504,2,75.53125,1,0.7258,"3",23,2,"hold",7303
"4286","2005","09","13","Tuesday",0,"SC",24,1,"R",1.292725,795.038833333334,568.624483333334,23,2,13.1198,0,60,7.68335,0,40.2734375,1,0,"3",0,2,"hold",7429
"4287","2005","09","13","Tuesday",0,"SO",18,1,"P",1.1452,468.60125,327.644321666667,17.2731655555556,1.048,13,0.055150186,35.57355,0,0.1523,60.359375,1,0,"5",31.7851666666666,0,"hold",7448
"4289","2005","09","13","Tuesday",1100,"SO",21,1.3618,"P",1.42175,150,449.78288,18,2,21.7477,0.190132882,102.010683333333,12.3307666666667,2.4642,48.9375,1,3,"2",157,2,"hold",7436
"4291","2005","09","13","Tuesday",0,"SH",33,1,"R",1.2271,350,652.314046666667,15,1,13.3299782051282,0.002319872,74,9.859475,5,37.9609375,1,0,"3",0,1,"hold",7283
"4292","2005","09","13","Tuesday",800,"SO",31,1,"R",1.310025,1750,124,10,1,13.876275,0.098972427,1,10.87742,1,28.8984375,1,2,"3",80,1,"hold",7450
"4296","2005","09","13","Tuesday",1,"SD",18,1,"P",1,349.705333333333,125.01235,2,1,15,0,31.4499666666667,27,0.299953333333333,67.390625,1.10430833333333,1.63345,"3",0,1,"hold",7411
"4297","2005","09","13","Tuesday",0,"SD",19,0,"P",1,462.126666666667,249.065836666667,4,1,20.0541866666667,0,1169,9.87760333333333,1.334525,19.2421875,1,2,"3",0,1,"hold",7404
"4299","2005","09","13","Tuesday",0,"SC",22,1,"P",2,250,124,2,1.55345714285714,16,0.4419703,0,21,4,59.3984375,1,1,"5",109.37855,0,"hold",7455
"4300","2005","09","13","Tuesday",0,"SL",24,1,"R",1.2449,712.206,450.6802,18.650025,1.18735,12.5542416666667,0.406694244,44.34601,8.71325,1.76093333333333,47.859375,1,0,"5",95.94475,0,"hold",7498
"4301","2005","09","13","Tuesday",0,"SA",18,0,"P",1.17058333333333,372.6375,272.375633333333,13.9483083333333,1.092925,13.1434,0.014702675,48.0650557142857,9.10118333333333,0.1588,31.45703125,1,1,"5",50.5944433333333,0,"hold",7497
"4302","2005","09","13","Tuesday",0,"SG",30,1,"H",1.29743333333333,1851.02766666667,886.100313333333,22.091375,1.4805,19.77288,0.088570433,38.9455433333333,11.73604,3.68963333333333,79.125,1,1,"5",225.843,0,"hold",7297
"4303","2005","09","13","Tuesday",1,"SA",20,2,"R",1.21100833333333,607.594333333333,388.046433333333,18.1822666666667,1.0908,15.2027166666667,0.424820298,41.0505333333333,9.22525,1.64513333333333,67.4375,1,0,"5",138.48165,0,"hold",7484
"4304","2005","09","13","Tuesday",0,"SO",17,1,"P",1.15028333333333,420.832333333333,271.278066666667,18.0259638888889,1.051275,14.7143166666667,0,31.263445,13.0337,0,59.2109375,1,0,"5",18.8944499999998,0,"hold",7386
"4305","2005","09","13","Tuesday",0,"SG",16,1,"P",1.17778333333333,597.999916666667,349.828991666667,22.1005166666667,1.08954523809524,17.277225,0,39.03,10.7406,0.5144,80.53125,1,0,"5",45.8876333333331,0,"hold",7322
"4306","2005","09","13","Tuesday",0,"SO",18,1,"P",1.14545,433.8045,283.389846666667,18.4443938888889,1.05895,19,0.069267341,37.4566564285714,6,0,72.78125,1.03303333333333,1.39038666666667,"5",17.1567599999997,0,"hold",7496
"4307","2005","09","13","Tuesday",1,"SD",17,1,"P",1.2376,456.338333333333,339.64289,17.2521466666667,1.111375,11.8183333333333,1.096787415,62.1141266666667,7.8834,0.4052,46.0703125,1,0,"5",55.6658533333333,0,"hold",7302
"4313","2005","09","13","Tuesday",0,"SD",18,1,"P",1.1618,470.186583333333,283.03,18.28855,1.10275666666667,16.7686666666667,0,39.89052,9.9921,0.15675,77.578125,1.0504,1.38562,"5",27.2713633333332,0,"hold",7623
"4316","2005","09","13","Tuesday",1,"SH",18,1,"P",1.1644,476.7075,279.545625,20.2220966666667,1.07601666666667,15.4352,0,30.78458,11.8682166666667,0.22455,64.2925428385448,1.04580833333333,1.28039333333333,"4",20.0835699999997,0,"hold",7655
"4317","2005","09","13","Tuesday",0,"SM",18,1,"R",1.1667,604.951166666667,364.480916666667,19.7294466666667,1.0885,14.0091,0,35.2116183333333,9.5564,0.628083333333333,54.6696312988369,1.04874166666667,1.39290666666667,"4",28.2965599999998,0,"hold",7729
"4356","2005","09","13","Tuesday",0,"SG",20,1,"P",1.3081,250,247,21,2,65,0.332273004,83.92945,23,3,61.1015625,2,0,"2",0,2,"hold",7787
"4368","2005","09","14","Wednesday",0,"SO",18,0,"P",1,1250,353.526566666667,2,1.42949166666667,71,0,29.9912533333333,4,0,66.5,1,1,"5",294.58549,0,"hold",7644
"4369","2005","09","14","Wednesday",0,"SD",19,1,"P",1.3096,665.947,358.796346666667,19,1,56,0.08569978,62.2428666666667,5,3,57.3203125,1,1,"2",95.0138,0,"hold",7791
"4372","2005","09","14","Wednesday",960,"SE",30,1,"P",1.3043,2950,2760,8,2.4758,46,0.149724775,126,8,5.9176,73.65625,1.2413,2.1812,"5",229.87116,0,"hold",7633
"4379","2005","09","14","Wednesday",0,"SA",19,1,"P",1.2,1050,341,6,1,37,0.042716847,0,13,0,62.234375,1.13453333333333,2.4544,"3",0,1,"hold",7646
