"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","na_prop","GOOD","id","app_id"
"7379","2005","11","10","Thursday",1,"SM",19,0,"P",1.35,1704.5,928.07,19,1,1,0.48666979,84.3,0,3.48,64.1875,1,1,"3",1920,1,0.2,"2","dm.minus",-11024
"7380","2005","11","10","Thursday",1,"SO",21,1,"R",1.48,991,671.26,7,2,1,0.346454659,130,5.39,2.02,36.71875,1.14,4,"3",0,1,0.233333333333333,"2","dm.minus",-11020
"7381","2005","11","10","Thursday",0,"SM",18,1,"P",2,567.5,306.65,3,1.37,25,0.101059551,0,13,0,53.7109375,1,1,"5",87.67,0,0.166666666666667,"2","dm.minus",-11033
"7382","2005","11","10","Thursday",0,"SE",41,1,"R",3,550,1,2,3,21.45,0.015940995,64,11.15,2.66,76.09375,4,0,"3",0,3,0.133333333333333,"2","dm.minus",-11026
"7384","2005","11","10","Thursday",0,"SO",20,1,"R",1.2,1117,810.49,20.8,1.4,7.68,0.111206357,42.15,6.9,1.62,32.0390625,1,0,"5",277.82,0,0.366666666666667,"2","dm.minus",-11048
"7385","2005","11","10","Thursday",0,"SL",19,2,"R",1.17,1320.5,758.96,24.99,1.51,8.68,0.536476389,54.34,6.04,2.02,27.34375,1.06,2.09,"5",217.85,0,0.433333333333333,"2","dm.minus",-11047
"7386","2005","11","10","Thursday",0,"SO",22,1,"R",1.09,1140,708.15,22.01,1.36,6.96,0,35.2,8,2.24,45.1627148438,1.05,2.66,"4",41.6299999999998,0,0.466666666666667,"2","dm.minus",-11034
"7387","2005","11","10","Thursday",0,"SO",20,2,"R",1.1,1019,673.06,21.32,1.23,7.89,0.064735494,64.64,7.51,1.43,25.5390625,1.03,2.49,"5",54.5799999999997,0,0.433333333333333,"2","dm.minus",-11029
"7389","2005","11","10","Thursday",0,"SB",21,2,"R",1.04,1109,686.1,22.59,1.25,9.72,0,34.28,8.58,1.75,42.32335937505,1.04,2.74,"4",35.2599999999997,0,0.5,"2","dm.minus",-11019
"7394","2005","11","11","Friday",0,"SD",20,1,"P",1.68,2350,647.43,7,1,46,0,260,17,2,71.8125,1.12,3,"3",0,1,0.133333333333333,"2","dm.minus",-11084
"7396","2005","11","11","Friday",380,"SN",18,1.06,"P",2,50,332.41,3,1,10,0.104307648,0,26,0,61.71875,1,2,"3",0,1,0.1,"2","dm.minus",-11083
"7397","2005","11","11","Friday",0,"SO",20,2,"P",1.11,710.5,355.41,25,1,7,0.388308883,19.5,18,3,38.4453125,1.05,2.53,"3",0,1,0.233333333333333,"2","dm.minus",-11060
"7401","2005","11","11","Friday",560,"SD",26,1,"P",1.23,1966,898.885,16,1,3,0,0,8.99,4.05,65.5625,1,0,"3",681,1,0.2,"2","dm.minus",-11067
"7402","2005","11","11","Friday",0,"SA",19,2,"P",1,647.5,297.36,3,1.12,35,0.143996767,0,12,1.33,48.2265625,1,2,"5",116.47,0,0.2,"2","dm.minus",-11055
"7404","2005","11","11","Friday",0,"SL",25,2.6,"P",1.4,4700,496,9,5,3,0.353330964,0,1,7,51.484375,1,3,"3",7438,4,0.1,"2","dm.minus",-11065
"7406","2005","11","11","Friday",800,"SG",24,1.91,"H",1.50333333333333,250,310,9,1,2,0,90,8.41,2.81,52.82850585943,2,1,"2",201.04,0,0.233333333333333,"2","dm.minus",-11075
"7408","2005","11","11","Friday",0,"SH",21,1,"R",1.16,400,435.98,39,1,11.04,0.076984364,40.17,9.23,2,51.2265625,1,1,"3",404,1,0.233333333333333,"2","dm.minus",-11074
"7409","2005","11","11","Friday",0,"SC",20,1,"P",1.29,796,549.19,36,1,10.8,0.730633071,42.09,0,0,52.0078125,1,1,"3",0,1,0.2,"2","dm.minus",-11069
"7410","2005","11","11","Friday",0,"SD",31,1,"R",1.06,1094,851.31,12,1,8.03,0.132570316,0,7.52,2.1,36.4140625,1.04,2.61,"3",0,1,0.3,"2","dm.minus",-11079
"7411","2005","11","11","Friday",0,"SC",31,1,"R",1.08,1207.5,801.43,14,1.37,7.77,0.02712612,34.8,6.58,2.05,43.9453125,1.08,2.61,"5",51.7899999999998,0,0.433333333333333,"2","dm.minus",-11078
"7412","2005","11","11","Friday",1,"SA",24,2,"R",1.09,1448.5,905.48,13,1.23,10.4,0.035852777,1,7.49,1.8,40.9296875,1.05,2.72,"5",64.3199999999998,0,0.366666666666667,"2","dm.minus",-11066
"7417","2005","11","12","Saturday",160,"FT",18,1.16,"P",1.08,1127,656.06,22.9,1.17,20,0.287139168,38.18,12,1.97,79.515625,1.08,2.55,"5",96.4599999999997,0,0.433333333333333,"2","dm.minus",-11096
"7418","2005","11","12","Saturday",2,"SO",20,1,"P",1.08,460.5,303.83,24,1,8,0.16568616,35,15,2,27.828125,1.08,2.58,"3",0,1,0.2,"2","dm.minus",-11095
"7420","2005","11","12","Saturday",0,"SC",19,2,"P",1.12,678.5,618.6,42,1,3,0.424283442,43.83,0,0,57.2734375,1.09,2.6,"3",0,1,0.233333333333333,"2","dm.minus",-11117
"7422","2005","11","12","Saturday",0,"SA",19,1,"P",1.23,644,532.94,17.69,1.29,2,0.348578744,48.46,0,0,55.859375,1,1,"5",113.57,0,0.266666666666667,"2","dm.minus",-11111
"7423","2005","11","12","Saturday",0,"SO",19,2,"P",1.05,200,238.34,12,1,2,0.203012943,45,8.22,0.96,37.3046875,1.07,2.9,"3",0,1,0.233333333333333,"2","dm.minus",-11089
"7424","2005","11","12","Saturday",0,"SE",20,3,"R",1.1,1450,575.44,9,2,12.33,0.377604609,0,8.36,2.335,50.8125,1,1.82,"2",708,2,0.233333333333333,"2","dm.minus",-11103
"7425","2005","11","12","Saturday",2160,"SF",32,1.33,"R",1.42,1838.5,1081.58,15,1,10.09,0.233637962,130,6.28,0,36.9296875,1.19,2.19,"3",0,1,0.3,"2","dm.minus",-11092
"7426","2005","11","12","Saturday",0,"SN",22,1,"R",1.12,1049.5,775.04,23.92,1.18,11.11,0,43.18,7.84,1.62,49.1121484376,1.06,2.65,"4",38.0499999999997,0,0.466666666666667,"2","dm.minus",-11116
"7427","2005","11","12","Saturday",0,"SN",33,2,"H",1.08,2692.5,1437.82,24.62,1.54,12.57,0.127155455,46.53,6.65,4.76,78.171875,1.08,2.43,"5",123.21,0,0.433333333333333,"2","dm.minus",-11109
"7428","2005","11","12","Saturday",0,"SC",18,1,"R",1.33,1204.5,780.84,26.86,1.32,11.41,0,95.26,6.06,1.24,14.39453125,1.12,1.96,"5",137.03,0,0.433333333333333,"2","dm.minus",-11108
"7435","2005","11","15","Tuesday",0,"SF",21,1,"P",1.54,2150,0,33,1,89,0.065322536,84.6333333333333,14,3.65,68.328125,2,0,"3",128,1,0.133333333333333,"2","dm.minus",-11132
"7436","2005","11","15","Tuesday",1,"SF",21,4,"P",1.27,300,355.64,11,3,65,0,0,22,3,62.171875,2,1,"3",316,3,0.1,"2","dm.minus",-11151
"7437","2005","11","15","Tuesday",1,"SB",18,1,"P",1,439,277.95,3,1,55,0,55,23,2,42.8515625,1,1,"3",0,1,0.1,"2","dm.minus",-11160
"7438","2005","11","15","Tuesday",600,"SE",27,1,"P",1.53,400,341,34,2,43,0.064575367,100,15,4.16,59.5,1,1,"3",0,1,0.1,"2","dm.minus",-11149
"7444","2005","11","15","Tuesday",0,"SL",18,1,"P",1.43,672,436.97,47,1,15,0.168387915,129.8,0,0,54.1328125,1,0,"3",0,1,0.166666666666667,"2","dm.minus",-11123
"7446","2005","11","15","Tuesday",0,"SF",19,1,"P",1.06,339.5,118.6,8,1,9,0,39.12,10,0,84.75,1,0,"3",0,1,0.166666666666667,"2","dm.minus",-11131
"7447","2005","11","15","Tuesday",0,"SE",21,1,"P",2,554.5,322.02,3,2,9,0.152566636,0,10.415,2.26,54.453125,3,0,"3",0,2,0.166666666666667,"2","dm.minus",-11121
"7448","2005","11","15","Tuesday",0,"SF",20,1,"P",1.12,418.5,312.85,51,1,6,0,26.27,2,2,42.4453125,1,0,"3",0,1,0.166666666666667,"2","dm.minus",-11127
"7451","2005","11","15","Tuesday",0,"SO",18,1,"P",1.1,250,0,9,1.2,13.26,0.071774872,35.14,10.14,0.67,49.1015625,1,0,"5",33.1999999999999,0,0.266666666666667,"2","dm.minus",-11138
"7452","2005","11","15","Tuesday",1,"SE",19,2,"P",1.08,400,305.76,25,1,29,0,39.54,15,1,64.734375,1.04,1.56,"3",0,1,0.2,"2","dm.minus",-11154
"7453","2005","11","15","Tuesday",0,"SM",25,0,"H",1.39,350,734.31,30,2,13.24,0.285232212,30,7.8,5,54.515625,2,0,"3",0,1,0.166666666666667,"2","dm.minus",-11130
"7454","2005","11","15","Tuesday",0,"SM",31,1,"R",1.93,1237.5,762.14,13,2,9.52,0,180,5.12,0,56.5234375,2,1,"3",0,2,0.2,"2","dm.minus",-11171
"7455","2005","11","15","Tuesday",0,"SN",21,1,"R",1.61,1450.5,736.18,11,2,11.79,0.084357278,161.83,6.11,2,13.20703125,1.27,3,"5",47.2099999999998,0,0.333333333333333,"2","dm.minus",-11140
"7456","2005","11","15","Tuesday",0,"SO",19,1,"R",1,454.5,256.51,2,1.12,13.44,0.220200741,0,8.71,1.08,59.5703125,1,1,"5",27.9899999999999,0,0.266666666666667,"2","dm.minus",-11141
"7457","2005","11","15","Tuesday",660,"SK",20,2,"P",1,2450,2108,2,4,43,0.482705121,80,8,3.4,43.1953125,2,0,"3",267,3,0.0666666666666667,"2","dm.minus",-11124
"7458","2005","11","15","Tuesday",1,"SO",19,2,"R",1.11,1243,917.05,21.89,1.3,12.46,0.114735081,44.7,5.26,1.21,64.375,1,0,"5",359.45,0,0.366666666666667,"2","dm.minus",-11139
"7459","2005","11","15","Tuesday",0,"SM",18,1,"P",1.45,1133.5,655.4,18.32,1.34,12.45,0.220065405,67.88,6.88,0.49,78.546875,1,0,"5",72.49,0,0.4,"2","dm.minus",-11134
"7460","2005","11","15","Tuesday",0,"SE",22,1,"P",1.09,822.5,767.58,18.73,1.3,10.16,0,40.21,7.76,2.09,50.382109375,1.07,1.69,"4",24.4999999999997,0,0.466666666666667,"2","dm.minus",-11170
"7463","2005","11","15","Tuesday",0,"SA",18,1,"R",1.14,731,704.94,18.47,1.22,12.62,0.216596385,53.66,7.11,0.439999999999999,68.3125,1.09,1.62,"5",22.0699999999996,0,0.433333333333333,"2","dm.minus",-11129
"7471","2005","11","16","Wednesday",0,"SO",20,1,"P",1.48,787.5,714.78,9,3,70,0.23790069,35,21,2,48.4609375,2,0,"2",0,2,0.133333333333333,"2","dm.minus",-11207
"7475","2005","11","16","Wednesday",0,"SM",18,1,"P",1.05,500.5,175.34,20,1,17,0.085527812,25.85,10,0,73.328125,1,1,"3",0,1,0.166666666666667,"2","dm.minus",-11193
"7478","2005","11","16","Wednesday",0,"SF",20,2,"R",1.06,589.5,426.51,26,1,12,0,35.86,9.42,1.46,67.09375,1.07,2.48,"3",0,1,0.3,"2","dm.minus",-11212
"7482","2005","11","16","Wednesday",0,"SO",22,1,"P",2,1120,509.44,1,2,19,0.238935809,52.22,5,4,45.015625,3,1,"3",0,1,0.133333333333333,"2","dm.minus",-11205
"7484","2005","11","16","Wednesday",0,"SB",19,1,"P",1.26,491,482.49,26,1,5,0,80.33,13,1.02,20.3046875,1,1,"5",56.02,0,0.233333333333333,"2","dm.minus",-11179
"7487","2005","11","16","Wednesday",1,"SB",18,1,"P",1.24,200,410.97,22,2,47,0,55.7,12,0,53.421875,1.02,1.74,"3",0,1,0.2,"2","dm.minus",-11173
"7489","2005","11","16","Wednesday",1000,"SO",26,1,"R",2,200,519.49,2,4,11.42,0,144.44,6.97,2.77,59.6015625,3,0,"3",71,3,0.2,"2","dm.minus",-11202
"7492","2005","11","16","Wednesday",1,"SO",20,2,"P",1.21,935,630.28,20.42,1.27,9.2,0.14349928,37.9,10.1,2.14,39.984375,1.02,2.69,"5",106.92,0,0.433333333333333,"2","dm.minus",-11182
"7502","2005","11","17","Thursday",1,"SO",26,5,"R",1.4,2350,2512,21,2,37,0,51,16,7,89.484375,1,0,"3",587,1,0.0666666666666667,"2","dm.minus",-11235
"7504","2005","11","17","Thursday",1000,"SE",25,2,"P",1.41,1309,872.33,27,4,11,0,191,4,4,50.6953125,1,1.17,"3",150,2,0.166666666666667,"2","dm.minus",-11234
"7506","2005","11","17","Thursday",0,"SC",20,3,"P",1.07,200,322.12,18,1,4,0.081517094,0,25,2,41.609375,1.05,2.59,"3",0,1,0.166666666666667,"2","dm.minus",-11233
"7507","2005","11","17","Thursday",0,"SB",27,2,"P",3,1100,553.52,2,2,23.39,0.149945837,0,12.78,3.45,77.234375,2,1,"3",0,2,0.166666666666667,"2","dm.minus",-11239
"7509","2005","11","17","Thursday",0,"SB",20,2,"R",1,518.5,443.51,3,1.17,17.6,0.028168273,95,10.81,1.49,56.625,1,1,"5",150.02,0,0.266666666666667,"2","dm.minus",-11242
"7511","2005","11","17","Thursday",12000,"SO",20,2.76,"P",1.74,5064.5,2396.18,30.9,2.14,16.66,0.126569643,97.7925,11.9,6.52,36.9296875,1,1,"5",914.03,0,0.4,"2","dm.minus",-11244
"7513","2005","11","17","Thursday",0,"SG",25,1,"R",1.08,1189.5,1073.38,22.23,1.31,10.17,0.253069975,51.07,6.2,1.83,59.8671875,1.06,2.57,"5",18.3299999999996,0,0.433333333333333,"2","dm.minus",-11243
"7514","2005","11","17","Thursday",0,"SO",19,1,"R",1.11,911.5,785.25,21.57,1.23,9.71,0,41.18,0,1.03,23.69140625,1.02,2.47,"5",106.29,0,0.4,"2","dm.minus",-11237
"7517","2005","11","17","Thursday",0,"SO",24,1,"R",1.13,1631,1176.35,28.94,1.44,10.86,0,35.29,5.14,3.24,53.9589648438,1.05,2.6,"4",74.3399999999998,0,0.466666666666667,"2","dm.minus",-11222
"7520","2005","11","18","Friday",0,"SL",21,2,"P",1.04,400,266.75,12,1,11,0.112679051,40,11,2.35,65.4375,1.07,3,"3",0,1,0.166666666666667,"2","dm.minus",-11251
"7521","2005","11","18","Friday",0,"SB",18,1,"P",1.03,569,232.55,6,1.25,9,0.209617411,10,16,1,62.9609375,1.04,3,"5",14.0399999999995,0,0.233333333333333,"2","dm.minus",-11262
"7524","2005","11","18","Friday",640,"FT",23,1.29,"R",2,807.5,568.36,3,4,12.4,0.04523451,655,7.83,2.35,48.8046875,4,0,"3",0,1,0.233333333333333,"2","dm.minus",-11259
"7525","2005","11","18","Friday",0,"SO",25,1,"R",1.16,1129.5,1094.1,46,3,10.13,0.194322,61.7466666666667,6.47,3.04,36.125,1.05,2.43,"3",0,1,0.333333333333333,"2","dm.minus",-11248
"7526","2005","11","18","Friday",0,"SO",21,1,"R",1.15,854,942.9,19.55,1.35,11.98,0.118337339,54.11,6.7,1.71,73.640625,1.1,2.59,"5",34.9099999999996,0,0.433333333333333,"2","dm.minus",-11273
"7537","2005","11","19","Saturday",0,"SG",20,1,"P",1.1,150,1,8,1,14,0,29.46,22,1,68.578125,1,0,"3",0,1,0.1,"2","dm.minus",-11279
"7538","2005","11","19","Saturday",0,"SA",21,2,"P",1.1,530,262.13,19.52,1.13,11,0,26.51,15,2,70.21875,1,1,"5",119.91,0,0.266666666666667,"2","dm.minus",-11284
"7539","2005","11","19","Saturday",1,"SA",19,2,"P",1.23,652,258.42,15,1.38,13,0.385962931,25,20,2,25.75,1,0,"5",236.26,0,0.2,"2","dm.minus",-11283
"7541","2005","11","19","Saturday",0,"SO",19,1,"R",1.18,500,31,12,1,4,0,59.28,0,0,58.9296875,1,1,"2",99.86,0,0.133333333333333,"2","dm.minus",-11297
"7542","2005","11","19","Saturday",0,"SO",20,2,"P",1.18,950,490.97,21,2,3,0.179688151,29,0,2.16,73.296875,1,2,"3",0,2,0.133333333333333,"2","dm.minus",-11274
"7543","2005","11","19","Saturday",0,"SO",20,2,"P",1.12,750,467.88,40,1,3,0.013735582,38.21,0,2,51.6171875,1,2,"3",718,1,0.133333333333333,"2","dm.minus",-11292
"7544","2005","11","19","Saturday",0,"SN",18,1,"R",1.73,3392,2195.9,27.19,2.09,11.95,0.035894412,271.44,1,8.7,7.401367188,1.19,1.82,"5",226.11,0,0.4,"2","dm.minus",-11289
"7545","2005","11","19","Saturday",0,"SA",30,1,"R",1.21,2150,1610,8,2,10.71,0,0,7.6,2,61.59375,2,0,"3",0,1,0.133333333333333,"2","dm.minus",-11281
"7546","2005","11","19","Saturday",0,"SM",18,0,"P",1,472,274.005,5,1.17,11.92,0.739486598,40.21,8.56,0.77,47.6953125,1,0,"5",22.2299999999999,0,0.3,"2","dm.minus",-11291
"7547","2005","11","19","Saturday",1,"SH",18,3,"P",1,600,215.84,2,1.25,23.44,0.173581344,32.08,10.67,0,83.546875,1,0,"5",146.78,0,0.233333333333333,"2","dm.minus",-11298
"7548","2005","11","19","Saturday",1,"SB",19,1,"R",1.07,862,646.11,22.22,1.24,8.82,0.307637665,52.85,5.28,0.94,40.515625,1.02,2.64,"5",195.53,0,0.433333333333333,"2","dm.minus",-11296
"7554","2005","11","22","Tuesday",0,"SO",19,1,"P",1,500,347.05,2,2,54,0.142637544,0,3,2,44.28125,1,1.17,"3",431,2,0.1,"2","dm.minus",-11320
"7555","2005","11","22","Tuesday",1,"SO",22,4,"P",1.41,450,465,7,2,45,0,1,16,5,92.796875,2,0,"3",2205,2,0.0666666666666667,"2","dm.minus",-11306
"7556","2005","11","22","Tuesday",280,"SC",19,1,"P",1.23,410.5,331.55,16,1,44,0.208833575,110,9,1,63.0234375,1,0,"3",0,1,0.133333333333333,"2","dm.minus",-11325
"7557","2005","11","22","Tuesday",0,"SD",19,2,"P",1.09,650.5,288.66,8,1.29,38,0,0,25,2,61.0859375,1.06,2.35,"5",65.8099999999997,0,0.266666666666667,"2","dm.minus",-11348
"7558","2005","11","22","Tuesday",0,"SC",19,1,"P",2,500,280,3,2,21,0.032507768,41,12,2,84.34375,1,1,"3",423,2,0.0333333333333333,"2","dm.minus",-11346
"7559","2005","11","22","Tuesday",0,"SD",19,1,"R",1,50,532.76,5,1,18,0.184560042,39,0,0.97,62.7578125,2,1,"3",0,1,0.1,"2","dm.minus",-11330
"7560","2005","11","22","Tuesday",1,"SB",19,2,"P",1.35,1450,596,6,1,12,0.801993776,0,0,0,30.71875,1,2,"3",614,1,0.1,"2","dm.minus",-11315
"7563","2005","11","22","Tuesday",0,"SE",20,4,"P",1.1,1052,734.45,28.23,1.22,5,0.067855192,51.36,12,1.67,39.1875,1.03,1.58,"5",137.58,0,0.4,"2","dm.minus",-11318
"7564","2005","11","22","Tuesday",220,"SO",18,0.93,"P",1.18,794.5,754.19,26.34,1.29,4,0,43.22,4,0.219999999999999,37.5078125,1.02,1.35,"5",76.1499999999997,0,0.4,"2","dm.minus",-11333
"7565","2005","11","22","Tuesday",0,"SO",18,1,"P",1.31,786.5,690.17,22.455,1.21,1,0.303012933,58.83,4.4,0.269999999999999,43.1328125,1.05,1.41,"5",103.03,0,0.4,"2","dm.minus",-11316
"7566","2005","11","22","Tuesday",0,"SB",21,1,"P",1.25,868.5,653,24,1,1,0.243746284,95,5.02666666666667,2.58,61.7265625,1.2,1.53,"2",149.22,0,0.3,"2","dm.minus",-11341
"7568","2005","11","22","Tuesday",800,"SG",21,3,"P",1.4,1550,186,10,2,10,0.554209864,0,11,3,76.9375,1,1.04,"2",571,2,0.1,"2","dm.minus",-11331
"7569","2005","11","22","Tuesday",0,"SM",30,1,"R",3,450,603.75,2,3,12.74,0.378573127,30,8.19,2.54,31.90625,4,1,"3",434,3,0.166666666666667,"2","dm.minus",-11329
"7570","2005","11","22","Tuesday",0,"SM",27,1,"R",2.01,980.5,723.94,24,2,10.92,0.157008683,20,7.25,3,39.8203125,3,0,"3",0,1,0.2,"2","dm.minus",-11311
"7571","2005","11","22","Tuesday",0,"SC",19,1,"R",2,1600,620,6,2,17.11,0.636715388,93.64,9.99833333333333,2.165,44.8125,2,0,"2",2659,2,0.166666666666667,"2","dm.minus",-11308
"7572","2005","11","22","Tuesday",400,"SC",28,1.38,"R",3,884,831.81,4,2,8.43,0.48941983,0,7.73,1.99,48.8359375,4,1,"3",0,2,0.233333333333333,"2","dm.minus",-11343
"7573","2005","11","22","Tuesday",0,"SC",17,2,"P",2,250,302.11,1,1.32,26,0.222859389,39.35,10,0.74,58.65625,3,0,"5",163.65,0,0.2,"2","dm.minus",-11310
"7574","2005","11","22","Tuesday",0,"SF",18,1,"R",2,200,314.543333333333,1,2,17.915,0.227998498,0,9.41,0.75,33.046875,2,1,"3",0,2,0.166666666666667,"2","dm.minus",-11321
"7576","2005","11","22","Tuesday",500,"SF",21,2.14,"R",1.25,3500,1396,8,1,13.38,0.274334721,67.7033333333333,6.71666666666667,0,17.01953125,1,1.37,"3",942,1,0.233333333333333,"2","dm.minus",-11328
"7578","2005","11","22","Tuesday",1,"SO",20,2,"R",1.45,1038.5,781,21.81,1.24,9,0.057152242,144.18,5.82,1.41,34.625,2,0,"5",120.8,0,0.366666666666667,"2","dm.minus",-11299
"7579","2005","11","22","Tuesday",0,"SA",22,3,"R",1.17,1907,1370.78,30.28,1.33,15.82,0,34.64,7.44,3.03,65.4375,1,0,"5",891.97,0,0.366666666666667,"2","dm.minus",-11324
"7580","2005","11","22","Tuesday",1,"SM",19,1,"R",1.13,1273,891.11,28.39,1.23,9.94,0,38.78,6.87,1.095,42.18544921885,1,0,"5",294.98,0,0.4,"2","dm.minus",-11313
"7588","2005","11","23","Wednesday",1,"SB",22,1,"P",1,500,495,4,2,70,0.308530969,0,22,3.42,60.3828125,2,1,"3",470,2,0.0666666666666667,"2","dm.minus",-11358
"7590","2005","11","23","Wednesday",0,"SO",19,1,"P",1.05,100,158.33,11,1,13,0.30418157,29,10,0,68.4375,1,0,"3",0,1,0.133333333333333,"2","dm.minus",-11363
"7591","2005","11","23","Wednesday",0,"SA",20,2,"P",1.02,351.5,239.73,13,1,7,0,50,2,2,64.25,1.05,2.45,"3",0,1,0.2,"2","dm.minus",-11359
"7592","2005","11","23","Wednesday",0,"SA",20,1,"P",1,298,212.59,2,1,7,0.22738354,264,6.56,1.5,42.953125,1,2,"3",0,1,0.166666666666667,"2","dm.minus",-11366
"7594","2005","11","23","Wednesday",0,"SA",22,1,"P",1.05,504,375.73,55,1,5,0.078602652,39.5,10.17,2.26,68.125,1.08,2.44,"3",0,1,0.3,"2","dm.minus",-11376
"7596","2005","11","23","Wednesday",0,"SO",19,1,"P",1.44,468.5,783.98,12,2,12.64,0.246552348,204.13,5.99,0,23.05078125,1,1,"1",39,1,0.233333333333333,"2","dm.minus",-11373
"7599","2005","11","23","Wednesday",0,"SA",18,2,"P",1.05,467.5,518.47,22.64,1.16,11.35,0.214363151,52.31,8.81,1.13,50.0703125,1.03,2.26,"5",89.9299999999997,0,0.433333333333333,"2","dm.minus",-11369
"7611","2005","11","24","Thursday",0,"SO",22,1,"P",1,500,466.73,5,1,31,0,1,20,5,84.59375,2,1,"3",186,1,0.0666666666666667,"2","dm.minus",-11383
"7612","2005","11","24","Thursday",1,"SA",19,1.19,"P",1.07,533,288.18,20,1,22,0.032547701,0,24,1.35,85.25,1,1,"3",23,1,0.2,"2","dm.minus",-11403
"7613","2005","11","24","Thursday",0,"SC",20,1,"P",1,200,329.96,2,2,16,0,0,8,2,56.3359375,1,0,"2",63,2,0.0666666666666667,"2","dm.minus",-11402
"7615","2005","11","24","Thursday",0,"SB",20,1,"R",1.12,708.5,407.8,20,1,70,0.009871455,24.76,20,2,80.703125,1.07,2.22,"3",0,1,0.233333333333333,"2","dm.minus",-11386
"7617","2005","11","24","Thursday",1100,"SO",41,2,"H",1,950,496,1,1,4,0.392067464,61.16,6,4,50.9296875,2,1,"3",0,1,0.0666666666666667,"2","dm.minus",-11394
"7619","2005","11","24","Thursday",1,"SH",45,2,"R",1.34,2446.5,1575.71,13,1,11.37,0,61,8.37,3.66,29.3203125,2,1,"3",0,1,0.233333333333333,"2","dm.minus",-11384
"7620","2005","11","24","Thursday",1,"SO",20,3,"R",2.44,2226,1452.55,23.44,2.03,17.52,0.226415711,129.063333333333,10.124,4,88.546875,3,1,"5",734.3,0,0.366666666666667,"2","dm.minus",-11391
"7621","2005","11","24","Thursday",0,"SN",21,2,"R",1.22,1597,943.6,21.43,1.49,11.86,0.127501579,59.78,7.6,2.23,64.203125,1,1,"5",207.36,0,0.366666666666667,"2","dm.minus",-11390
"7628","2005","11","25","Friday",0,"SO",20,3,"P",1.25,1600,475.29,8,2,42,0.061937726,0,10,0,37.96875,1,3,"3",0,2,0.1,"2","dm.minus",-11417
"7629","2005","11","25","Friday",1,"SC",19,2,"P",1.15,500,0,10,2,15,0,24.75,15,1,42.9609375,1,2.09,"3",566,2,0.133333333333333,"2","dm.minus",-11434
"7631","2005","11","25","Friday",1,"SO",18,1,"P",1.18,910.5,671.17,21,1.37,8,0.120370223,43.7,8.64,0.329999999999999,90,1,1,"5",111.6,0,0.333333333333333,"2","dm.minus",-11424
"7632","2005","11","25","Friday",0,"SB",18,1,"P",1.09,316,230,15.42,1.12,7,0,37.485,8,0,68.453125,1,1,"5",11.8899999999998,0,0.266666666666667,"2","dm.minus",-11418
"7634","2005","11","25","Friday",1,"SA",20,2,"P",1.31,200,358.38,7,2,4,0,62.74,8.16,0,19.453125,1,1.6,"3",0,2,0.2,"2","dm.minus",-11426
"7635","2005","11","25","Friday",0,"SF",19,2,"P",1.06,505,304.21,13,1.16,3,0.151589098,0,5,0,30.95703125,1.03,2.45,"5",10.1399999999996,0,0.266666666666667,"2","dm.minus",-11431
"7638","2005","11","25","Friday",120,"SO",18,1.03,"P",1.69,669.5,552.09,17.21,1.41,3,0.112906476,116.92,6.1,0.299999999999999,57.953125,2,0,"5",84.4825,0,0.366666666666667,"2","dm.minus",-11415
"7639","2005","11","25","Friday",260,"SD",23,1,"P",1.23,1100,992,12,2,2,0.50217469,0,11,5,33.75,1,4,"3",71,2,0.0666666666666667,"2","dm.minus",-11406
"7640","2005","11","25","Friday",1,"SO",18,1,"P",1,548.5,266.03,1,1,21.93,0.246390832,16,11.2,0.5,64.078125,3,1,"3",0,1,0.2,"2","dm.minus",-11421
"7642","2005","11","25","Friday",1,"SH",19,1.03,"R",1.09,1134,619.56,17.53,1.27,16.1,0.22303155,25.03,10.395,1.38,79.96875,1.06,2.91,"5",29.0099999999996,0,0.466666666666667,"2","dm.minus",-11423
"7643","2005","11","25","Friday",0,"SO",25,1.08,"R",1.06,1247,834.73,22.32,1.23,9.96,0.151635557,26.59,7.62,1.87,74.625,1.05,2.71,"5",18.3999999999996,0,0.466666666666667,"2","dm.minus",-11413
"7649","2005","11","26","Saturday",0,"SA",19,1,"R",1.27,738,546.6,14,1.53,47,0.255139477,326,22,1,66.9375,1.15,2.24,"5",87.9699999999998,0,0.266666666666667,"2","dm.minus",-11461
"7650","2005","11","26","Saturday",0,"SB",18,1.44,"P",1.13,950,558.46,12,1,18,0.008475881,36.22,8,0,60.4921875,1,1.26,"3",864,1,0.2,"2","dm.minus",-11468
"7651","2005","11","26","Saturday",0,"SB",20,1,"P",1.18,524.5,510.6,20.8,1.32,17,0,46.28,4,1.62,84.46875,1,0,"5",141.89,0,0.3,"2","dm.minus",-11454
"7652","2005","11","26","Saturday",1,"SM",36,3,"R",2,350,403,2,4,12.42,0.11347531,105.22,7.35,2.57,43.0078125,4,0,"3",0,4,0.166666666666667,"2","dm.minus",-11467
"7653","2005","11","26","Saturday",0,"SC",30,1,"R",1.18,1509.5,1235.29,22,2,11.53,0.098503444,76,8.16,2.94,33.5859375,1,2,"3",733,1,0.233333333333333,"2","dm.minus",-11445
