"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","id","app_id","GOOD"
"5279","2005","09","21","Wednesday",0,"SM",19,1,"P",1,900,279,24,1,13,0,149,26,1,56.4453125,1,1,"3",0,1,"dm",-7941,NA
"5280","2005","09","21","Wednesday",0,"SC",18,1,"P",1,1050,434,3,1,13,0.038988765,0,21,0,60.5625,1,1,"5",0,0,"dm",-7976,NA
"5284","2005","09","21","Wednesday",0,"SL",18,1,"P",1,350,61,9,1,11,0,25,13,0,79.53125,1,1,"5",1152,0,"dm",-7899,NA
"5286","2005","09","21","Wednesday",1,"SB",22,0,"P",1,200,248,3,4,11,0.194241608,1,21,27,68.4375,2,0,"5",0,0,"dm",-7839,NA
"5287","2005","09","21","Wednesday",0,"SO",18,1,"P",2,150,1,27,2,11,0.076707428,249,1,0,81.03125,1,0,"3",0,2,"dm",-7889,NA
"5292","2005","09","21","Wednesday",0,"SO",21,1,"R",1,450,589,1,1,7,0.343539579,0,0,0,80.03125,2,0,"5",85,0,"dm",-7908,NA
"5293","2005","09","21","Wednesday",0,"SO",19,1,"P",1,150,0,6,2,7,0.664586298,140,12,6,43.4296875,1,3,"5",279,0,"dm",-7903,NA
"5295","2005","09","21","Wednesday",0,"SD",19,2,"P",1,950,249,31,2,6,0.081189305,35,1,2,54.1875,1,1,"3",0,2,"dm",-7847,NA
"5297","2005","09","21","Wednesday",0,"SE",28,1,"P",1,2450,588,15,18,5,0.078560778,0,23,10,49.0546875,2,1,"3",3,1,"dm",-8018,NA
"5300","2005","09","21","Wednesday",1,"SA",21,4,"P",2,1700,217,21,3,5,0.035220215,0,8,3,92.296875,1,1,"3",0,3,"dm",-7827,NA
"5302","2005","09","21","Wednesday",1,"SO",18,1,"P",2,350,0,11,1,5,0,0,20,11,35.1328125,1,3,"5",0,0,"dm",-8010,NA
"5303","2005","09","21","Wednesday",1,"SK",21,1,"P",1,2250,529,6,1,4,0.179443845,35,15,1,67.859375,1,3,"3",0,1,"dm",-7928,NA
"5304","2005","09","21","Wednesday",0,"SL",19,1,"P",2,550,32,9,2,4,0.918653112,41,2,1,52.3046875,1,2,"5",0,0,"dm",-8014,NA
"5306","2005","09","21","Wednesday",0,"SE",20,1,"R",1,200,1737,6,1,2,0.459092394,0,0,1,62.1484375,1,0,"5",923,0,"dm",-7972,NA
"5307","2005","09","21","Wednesday",0,"SA",22,1,"P",1,2400,401,25,1,1,0,0,17,7,52.25,1,3,"5",792,0,"dm",-7956,NA
"5311","2005","09","21","Wednesday",0,"SB",26,1,"R",1,500,1,12,2,9,0,0,2,1,63.234375,1,1,"3",0,1,"dm",-7971,NA
"5312","2005","09","21","Wednesday",400,"SC",19,1,"P",1,1700,63,4,2,6,0.233780487,45,4,0,50.9609375,1,2,"3",0,1,"dm",-7955,NA
"5315","2005","09","21","Wednesday",300,"SC",25,2,"R",1,200,403,16,1,4,0.38947662,4,3,0,57.78125,1,4,"3",0,1,"dm",-7900,NA
"5316","2005","09","21","Wednesday",1,"SO",19,0,"R",1,750,92,2,1,1,0.878308814,31,0,0,14.75976563,1,1,"5",0,0,"dm",-8015,NA
"5318","2005","09","21","Wednesday",1,"SO",22,2,"R",2,4050,0,12,1,2,0,0,2,0,66.59375,1,1,"5",1619,0,"dm",-7849,NA
"5319","2005","09","21","Wednesday",1900,"SM",31,1,"R",1,1900,1827,2,1,2,0.454862924,250,5,3,32.84375,1,1,"5",0,0,"dm",-7994,NA
"5321","2005","09","21","Wednesday",300,"SB",20,1,"R",1,250,0,3,1,2,0,0,5,0,5.591796875,3,1,"4",0,0,"dm",-8013,NA
"5322","2005","09","21","Wednesday",1,"SO",19,3,"R",1,250,0,6,1,2,0.022779741,1,12,3,46.5703125,1,1,"5",0,0,"dm",-8007,NA
"5325","2005","09","21","Wednesday",1,"SO",25,2,"R",3,650,1,4,1,10,0,0,22,6,49.3046875,2,0,"5",0,0,"dm",-7975,NA
"5333","2005","09","21","Wednesday",0,"SF",18,0,"P",1,300,217,13,1,14,0.012127902,0,7,1,81.3125,1,1,"5",0,0,"dm",-7867,NA
"5342","2005","09","21","Wednesday",0,"SD",21,2,"P",1,950,31,16,1,18,0.133003426,0,16,4,70.390625,1,4,"3",0,1,"dm",-7929,NA
"5348","2005","09","21","Wednesday",0,"SM",19,1,"P",1,500,0,5,1,28,0.153503123,30,25,0,71.109375,1,2,"3",0,1,"dm",-8002,NA
"5362","2005","09","21","Wednesday",1,"SB",19,1,"P",1,100,0,2,1,53,0.088938387,531,10,1,35.4609375,1,3,"3",128,1,"dm",-7843,NA
"5379","2005","09","22","Thursday",0,"SC",18,0,"P",2,350,1,12,1,51,0.070346733,0,12,0,86.09375,1,1,"5",869,0,"dm",-8087,NA
"5381","2005","09","22","Thursday",0,"SD",18,1,"P",1,100,31,4,3,46,0,36,6,0,53.71875,1,3,"5",614,0,"dm",-8182,NA
"5382","2005","09","22","Thursday",0,"SL",19,1,"P",1,500,0,21,1,45,0.104851447,46,27,1,63.3125,1,2,"3",0,1,"dm",-8186,NA
"5385","2005","09","22","Thursday",0,"SL",19,1,"P",2,750,0,1,3,32,0.645149116,0,24,17,59.78125,3,0,"3",658,3,"dm",-8095,NA
"5386","2005","09","22","Thursday",0,"SO",20,1,"P",2,50,466,40,1,30,0,0,12,3,82.796875,1,1,"5",0,0,"dm",-8178,NA
"5388","2005","09","22","Thursday",0,"SO",23,1,"P",2,950,775,26,1,24,0.350297468,174,13,2,56.09375,1,1,"5",0,0,"dm",-8024,NA
"5389","2005","09","22","Thursday",1,"SC",18,0,"P",2,1500,496,54,1,24,0.039375318,65,3,0,69.25,1,0,"5",0,0,"dm",-8183,NA
"5391","2005","09","22","Thursday",0,"SD",38,1,"P",1,3550,371,5,1,17,0.123412831,19,18,12,37.2265625,1,1,"3",0,1,"dm",-8180,NA
"5394","2005","09","22","Thursday",0,"SF",20,0,"P",1,150,0,6,2,15,0.161407922,1,0,1,52.7578125,1,2,"3",0,2,"dm",-8088,NA
"5396","2005","09","22","Thursday",0,"SC",21,1,"P",1,250,0,51,1,16,0.188230374,0,3,3,79.609375,1,0,"5",0,0,"dm",-8144,NA
"5397","2005","09","22","Thursday",0,"SO",19,1,"P",1,100,0,13,1,15,0.172605157,26,7,0,59.0234375,2,0,"3",0,1,"dm",-8138,NA
"5398","2005","09","22","Thursday",0,"SA",19,1,"P",1,100,31,4,1,13,0,20,8,2,36.109375,1,2,"5",1028,0,"dm",-8068,NA
"5401","2005","09","22","Thursday",0,"SO",17,1,"P",1,50,434,4,1,11,0.052278821,9,6,1,51.53125,1,2,"5",1152,0,"dm",-8111,NA
"5402","2005","09","22","Thursday",0,"SG",19,1,"P",3,700,0,18,1,10,0,1,1,1,93.328125,3,0,"3",26,1,"dm",-8147,NA
"5403","2005","09","22","Thursday",0,"SA",21,1,"P",2,150,1426,18,2,8,0.19656651,46,2,2,57.296875,1,3,"5",0,0,"dm",-8078,NA
"5411","2005","09","22","Thursday",0,"SF",18,0,"P",1,200,31,2,1,5,0.136286097,0,3,0,28.87890625,1,0,"5",2282,0,"dm",-8169,NA
"5414","2005","09","22","Thursday",0,"SO",21,2,"P",1,250,125,10,2,4,0.382950375,38,16,4,42.9140625,2,0,"3",0,1,"dm",-8150,NA
"5415","2005","09","22","Thursday",0,"SB",18,1,"P",2,150,186,18,1,4,0.263081505,41,11,0,43.2421875,1,0,"5",0,0,"dm",-8166,NA
"5419","2005","09","22","Thursday",1,"SA",18,1,"P",1,950,1,9,1,2,0,29,15,1,84.46875,1,0,"3",0,1,"dm",-8070,NA
"5421","2005","09","22","Thursday",360,"SA",17,1,"P",1,800,371,3,1,5,0.095540274,79,4,1,39.296875,1,3,"5",0,0,"dm",-8187,NA
"5425","2005","09","22","Thursday",1,"SO",25,1,"H",2,500,559,19,3,14,0,66,2,1,50.1484375,1,1,"3",2134,2,"dm",-8082,NA
"5427","2005","09","22","Thursday",0,"SF",25,1,"R",1,600,962,26,2,1,0.229184426,1,10,0,44.6171875,1,4,"5",354,0,"dm",-8023,NA
"5428","2005","09","22","Thursday",0,"SD",30,0,"R",1,900,1271,22,2,4,0.408833976,1,0,2,53.2421875,2,0,"5",0,0,"dm",-8145,NA
"5430","2005","09","22","Thursday",0,"SN",35,2,"R",1,1050,1117,23,1,10,0,0,2,0,67.484375,1,1,"3",0,1,"dm",-8026,NA
"5431","2005","09","22","Thursday",0,"SN",27,1,"R",1,2100,0,20,1,3,0.306669652,16,2,1,62.4765625,3,1,"5",0,0,"dm",-8052,NA
"5432","2005","09","22","Thursday",500,"SO",24,1,"H",1,3950,899,6,1,26,0.026640847,0,6,2,54.8359375,1,3,"3",1657,1,"dm",-8124,NA
"5433","2005","09","22","Thursday",600,"SM",44,1,"P",2,4700,1393,35,1,3,0.454073597,60,6,9,53.9140625,1,2,"5",0,0,"dm",-8096,NA
"5435","2005","09","22","Thursday",0,"SH",18,0,"P",1,200,402,29,1,4,0.044399946,121,15,1,74.09375,1,2,"3",0,1,"dm",-8042,NA
"5437","2005","09","22","Thursday",0,"SO",21,1,"P",1,2350,3844,12,1,30,0,46,2,0,72.140625,2,3,"4",52,0,"dm",-8184,NA
"5438","2005","09","22","Thursday",0,"SC",19,0,"R",1,150,930,31,1,9,0,0,0,0,57.2578125,1,0,"5",0,0,"dm",-8181,NA
"5440","2005","09","22","Thursday",0,"SL",19,1,"P",2,950,962,23,1,6,0.087806465,39,0,1,53.328125,3,0,"3",0,0,"dm",-8060,NA
"5441","2005","09","22","Thursday",0,"SA",17,1,"P",2,750,278,63,1,2,0.031836706,21,5,0,39.9375,1,0,"5",2580,0,"dm",-8165,NA
"5444","2005","09","22","Thursday",2,"SO",23,0,"R",1,1350,0,6,1,7,0,50,0,0,56.03125,2,3,"4",0,0,"dm",-8149,NA
"5447","2005","09","22","Thursday",0,"SO",20,2,"R",1,150,0,20,1,19,0.138065474,41,2,1,43.609375,1,1,"5",0,0,"dm",-8108,NA
"5448","2005","09","22","Thursday",0,"SA",20,1,"R",2,1050,93,3,1,9,0,1,0,0,35.453125,4,1,"4",300,0,"dm",-8098,NA
"5452","2005","09","22","Thursday",0,"SA",27,1,"R",2,650,342,13,1,4,0.047348718,0,1,2,4.682617188,1,1,"5",0,0,"dm",-8085,NA
"5453","2005","09","22","Thursday",1,"SO",30,0,"R",1,2850,558,16,1,8,0,39,0,5,48.8203125,2,0,"5",0,0,"dm",-8077,NA
"5455","2005","09","22","Thursday",1,"SO",19,1,"P",1,150,498,16,1,28,0,0,10,4,83.46875,1,1,"5",0,0,"dm",-8057,NA
"5457","2005","09","22","Thursday",0,"SO",17,1,"R",1,2800,712,9,1,42,0.022552999,1,7,0,75.125,1,0,"5",0,0,"dm",-8046,NA
"5470","2005","09","22","Thursday",0,"SE",20,1,"R",1,350,187,46,1,28,0,0,18,2,94.375,1,0,"5",1246,0,"dm",-8176,NA
"5494","2005","09","23","Friday",0,"SB",19,1,"P",1,800,1209,7,3,55,0.13952606,0,13,1,65.734375,1,0,"5",0,0,"dm",-8257,NA
"5499","2005","09","23","Friday",0,"SC",18,1,"P",1,100,32,5,2,33,0,0,13,2,74.65625,1,1,"3",0,2,"dm",-8305,NA
"5501","2005","09","23","Friday",0,"SF",20,1,"P",1,650,31,3,1,28,0.171992108,46,27,0,69.4375,1,0,"5",1890,0,"dm",-8332,NA
"5507","2005","09","23","Friday",0,"SB",18,1,"P",1,600,279,4,1,23,0,0,4,2,25.3359375,1,0,"3",0,1,"dm",-8295,NA
"5509","2005","09","23","Friday",0,"SH",18,0,"P",1,1900,868,19,2,20,0.069199242,25,16,16,71.484375,1,0,"3",0,2,"dm",-8231,NA
"5512","2005","09","23","Friday",0,"SA",19,1,"P",1,250,92,18,1,18,0.06483593,0,18,1,64.5625,2,0,"3",0,1,"dm",-8214,NA
"5514","2005","09","23","Friday",0,"SK",19,0,"P",1,350,0,8,1,16,0,35,20,0,90.4375,1,0,"5",0,0,"dm",-8339,NA
"5515","2005","09","23","Friday",0,"SN",18,1,"P",1,50,496,9,1,16,0,29,11,0,44.3046875,1,1,"5",0,0,"dm",-8230,NA
"5517","2005","09","23","Friday",0,"SB",21,1,"P",1,50,32,27,3,14,0.274353798,0,4,4,53.4765625,1,0,"3",0,1,"dm",-8319,NA
"5522","2005","09","23","Friday",400,"SE",22,1,"P",1,200,529,27,1,12,0.022549342,35,0,1,76.328125,1,3,"5",1306,0,"dm",-8251,NA
"5525","2005","09","23","Friday",0,"SA",23,1,"R",1,50,1675,16,1,10,0.184438246,131,1,0,60.2265625,1,0,"3",0,1,"dm",-8227,NA
"5527","2005","09","23","Friday",0,"SO",18,1,"P",1,950,92,40,1,8,0.06942669,14,3,0,85.921875,1,0,"3",0,1,"dm",-8311,NA
"5530","2005","09","23","Friday",0,"SC",18,1,"P",1,200,0,2,1,4,0.026079333,35,8,0,68.890625,1,1,"3",0,1,"dm",-8351,NA
"5534","2005","09","23","Friday",1380,"SA",25,1,"R",1,800,434,8,1,1,0,40,2,0,25.546875,1,1,"5",0,0,"dm",-8247,NA
"5535","2005","09","23","Friday",0,"SB",18,1,"P",1,150,1241,11,2,2,0.150014426,83,3,1,69.234375,2,0,"2",36,2,"dm",-8237,NA
"5536","2005","09","23","Friday",0,"SB",19,1,"P",1,1150,247,5,2,2,0.116332786,46,2,2,61.8359375,1,2,"3",0,2,"dm",-8324,NA
"5537","2005","09","23","Friday",0,"SL",18,0,"P",1,2450,124,5,1,1,0,68,10,7,60.7109375,1,0,"3",0,1,"dm",-8261,NA
"5538","2005","09","23","Friday",0,"SL",37,1,"H",1,3200,960,7,3,3,0.016079268,64,5,0,23.77734375,1,1,"3",3073,2,"dm",-8262,NA
"5539","2005","09","23","Friday",0,"SA",18,1,"P",1,50,0,14,1,27,0,0,14,1,59,1,2,"5",13,0,"dm",-8239,NA
"5540","2005","09","23","Friday",0,"SL",18,1,"R",1,500,93,17,1,2,0.755167596,115,5,0,42.1640625,1,1,"3",0,1,"dm",-8243,NA
"5541","2005","09","23","Friday",0,"SL",32,1,"R",2,100,1396,9,3,5,0.101267709,61,2,1,64.484375,2,2,"3",0,1,"dm",-8215,NA
"5542","2005","09","23","Friday",0,"SA",21,1,"P",1,250,0,25,2,4,0.232280697,34,0,0,62.4765625,1,1,"3",0,2,"dm",-8309,NA
"5543","2005","09","23","Friday",200,"SO",22,1,"R",1,200,373,12,2,23,0.104042247,50,7,0,42.0078125,1,2,"3",322,2,"dm",-8285,NA
"5544","2005","09","23","Friday",0,"SN",25,1,"R",2,350,0,3,2,1,0.008984885,0,0,1,36.921875,2,0,"3",310,2,"dm",-8245,NA
"5545","2005","09","23","Friday",1,"SA",21,1,"P",2,50,0,3,2,16,0.439394874,245,19,2,51.9453125,3,1,"3",183,2,"dm",-8207,NA
"5547","2005","09","23","Friday",0,"SN",27,1,"R",1,250,372,6,1,5,0.029921645,105,7,3,78.671875,1,3,"3",0,1,"dm",-8350,NA
"5548","2005","09","23","Friday",0,"SD",35,1,"R",1,2000,434,6,1,5,0.109756161,1,4,0,26.36328125,1,2,"3",105,1,"dm",-8288,NA
"5551","2005","09","23","Friday",1,"SN",20,1,"P",1,950,94,6,1,18,0.188022615,41,12,0,54.4765625,1,2,"3",0,1,"dm",-8250,NA
"5552","2005","09","23","Friday",0,"SL",25,1,"P",1,450,1706,1,1,3,0.528540449,206,0,1,22.078125,2,0,"3",0,1,"dm",-8226,NA
"5556","2005","09","23","Friday",0,"SO",26,1,"R",1,200,248,15,1,27,0,44,20,0,44.140625,1,1,"5",1306,0,"dm",-8348,NA
"5557","2005","09","23","Friday",0,"SL",37,2,"R",2,5300,5921,7,2,18,0,345,0,7,66.234375,1,1,"5",0,0,"dm",-8347,NA
"5562","2005","09","23","Friday",0,"SA",18,0,"P",1,1300,527,26,1,3,0,0,6,1,75.5625,2,3,"4",0,0,"dm",-8325,NA
"5574","2005","09","23","Friday",0,"SC",26,1,"H",1,2200,0,1,1,18,0.134637368,29,0,0,52.5,1,4,"5",0,0,"dm",-8233,NA
"5579","2005","09","23","Friday",0,"SB",18,1,"P",1,950,0,3,1,30,0.065126488,40,27,0,45.796875,1,2,"3",0,1,"dm",-8292,NA
"5588","2005","09","23","Friday",1,"SM",18,1,"P",2,350,62,1,1,43,0.009462083,0,5,0,57.8515625,2,3,"3",0,1,"dm",-8206,NA
"5589","2005","09","23","Friday",0,"SF",18,1,"P",1,950,1737,11,1,57,0,0,6,0,84.03125,1,0,"5",0,0,"dm",-8270,NA
"5600","2005","09","24","Saturday",0,"SB",20,2,"P",1,850,30,13,1,77,0.019483565,29,9,2,81.4375,1,0,"3",0,1,"dm",-8448,NA
"5605","2005","09","24","Saturday",0,"SN",20,1,"P",1,500,248,20,1,26,0.00496834,36,19,2,72.078125,1,1,"3",0,1,"dm",-8499,NA
"5606","2005","09","24","Saturday",0,"SM",19,1,"P",2,300,372,6,2,21,0.002396547,297,0,1,84.515625,1,4,"3",0,2,"dm",-8501,NA
"5609","2005","09","24","Saturday",60,"SF",18,1,"P",1,50,247,7,1,18,0.295116334,50,12,0,47,1,2,"3",0,1,"dm",-8399,NA
"5610","2005","09","24","Saturday",1,"SF",25,0,"P",2,950,5022,4,5,18,0.51324581,676,23,7,80.234375,2,1,"3",0,2,"dm",-8498,NA
"5612","2005","09","24","Saturday",0,"SO",17,1,"P",2,350,0,19,1,15,0,0,27,1,34.953125,1,1,"5",1152,0,"dm",-8420,NA
"5616","2005","09","24","Saturday",1,"SO",20,0,"P",1,200,372,31,1,14,0.306285734,0,2,1,68.171875,1,0,"3",0,1,"dm",-8369,NA
"5623","2005","09","24","Saturday",0,"SN",21,1,"P",2,100,2789,22,2,8,0.356848024,104,12,1,63.5,1,0,"3",166,2,"dm",-8403,NA
"5628","2005","09","24","Saturday",0,"SD",17,1,"P",1,350,1396,4,1,6,0.413453396,44,9,0,51.171875,1,1,"5",0,0,"dm",-8381,NA
"5629","2005","09","24","Saturday",0,"SD",27,1,"R",2,500,961,13,2,4,0,0,0,0,44.2890625,1,0,"3",0,2,"dm",-8428,NA
"5633","2005","09","24","Saturday",1,"SO",21,2,"P",1,300,278,13,1,3,0.256347467,230,0,1,43.0546875,1,3,"5",0,0,"dm",-8497,NA
"5635","2005","09","24","Saturday",400,"SB",18,0,"P",2,550,0,2,1,3,0.419218496,0,1,0,35.7265625,1,0,"5",0,0,"dm",-8492,NA
"5637","2005","09","24","Saturday",0,"SH",20,3,"P",1,950,373,22,2,2,0.692462225,15,2,2,51.484375,1,1,"3",247,2,"dm",-8464,NA
"5638","2005","09","24","Saturday",600,"SD",21,1,"R",3,100,62,18,1,14,0.253065779,0,14,1,59.7265625,1,0,"5",822,0,"dm",-8491,NA
"5640","2005","09","24","Saturday",1,"SN",34,1,"R",1,200,30,5,3,18,0.096641321,35,15,3,44.6640625,1,1,"3",259,3,"dm",-8480,NA
"5641","2005","09","24","Saturday",0,"SF",30,3,"H",4,3200,31,3,3,5,0,30,2,1,64.078125,7,0,"3",3324,3,"dm",-8357,NA
"5642","2005","09","24","Saturday",0,"SL",18,1,"P",1,500,0,5,1,3,0.31088449,30,3,2,48.03125,1,1,"3",0,1,"dm",-8474,NA
"5643","2005","09","24","Saturday",0,"SO",36,1,"R",1,6250,6294,16,2,2,0.464463553,166,0,2,45.015625,1,1,"3",0,1,"dm",-8356,NA
"5646","2005","09","24","Saturday",0,"SO",32,0,"R",2,5250,5830,2,1,8,0.102131828,0,0,0,54.6015625,1,1,"5",0,0,"dm",-8490,NA
"5647","2005","09","24","Saturday",0,"SF",18,1,"P",1,8550,5487,3,1,8,0,0,10,5,23.375,1,1,"4",0,0,"dm",-8495,NA
"5649","2005","09","24","Saturday",0,"SF",18,1,"R",1,200,0,8,1,2,0.302870983,35,4,0,34.5859375,1,1,"5",40,0,"dm",-8483,NA
"5653","2005","09","24","Saturday",0,"SB",30,1,"R",1,100,311,7,1,2,0.453573411,160,6,2,33.953125,1,0,"5",0,0,"dm",-8447,NA
"5655","2005","09","24","Saturday",1,"SA",18,0,"P",1,350,1798,5,1,6,0.072720054,41,13,0,59.2109375,1,0,"5",22,0,"dm",-8473,NA
"5656","2005","09","24","Saturday",0,"SO",19,1,"P",2,100,0,17,1,8,0.045857238,1,2,3,55.796875,1,0,"3",0,1,"dm",-8494,NA
"5663","2005","09","24","Saturday",0,"SB",21,4,"R",1,1050,342,26,1,2,0,0,0,0,37.7109375,1,3,"4",0,0,"dm",-8407,NA
"5665","2005","09","24","Saturday",1,"SM",20,1,"R",1,150,124,6,1,60,0.221115105,0,7,0,58.8046875,1,1,"5",0,0,"dm",-8389,NA
"5667","2005","09","24","Saturday",0,"SB",18,1,"P",2,150,34,42,1,17,0.084451999,0,13,0,66.8125,1,1,"3",0,1,"dm",-8402,NA
"5679","2005","09","24","Saturday",0,"SH",18,1,"P",1,950,0,3,1,55,0.149031885,25,20,0,80.609375,1,0,"5",0,0,"dm",-8355,NA
"5682","2005","09","24","Saturday",1520,"SD",39,1,"R",2,9350,7781,11,2,5,0.087926121,0,0,0,59.78125,2,0,"3",0,1,"dm",-8375,NA
"5696","2005","09","27","Tuesday",0,"SH",19,1,"P",2,750,0,13,2,45,0,26,15,0,81.90625,2,0,"3",0,2,"dm",-8567,NA
"5697","2005","09","27","Tuesday",1,"SB",22,1,"P",1,400,187,16,1,44,0,106,12,4,64.09375,2,0,"3",0,1,"dm",-8686,NA
"5701","2005","09","27","Tuesday",0,"SO",18,0,"P",1,350,31,28,1,29,0,0,18,0,96.03125,2,0,"3",0,1,"dm",-8521,NA
"5702","2005","09","27","Tuesday",0,"SE",20,2,"P",1,950,1240,20,1,28,0,15,9,2,84.6875,1,0,"3",0,1,"dm",-8561,NA
"5703","2005","09","27","Tuesday",0,"SO",17,1,"P",1,550,61,23,1,27,0,0,5,0,81.875,1,0,"5",0,0,"dm",-8508,NA
"5704","2005","09","27","Tuesday",0,"SC",19,1,"P",2,250,0,3,1,25,0,1,24,0,74.46875,2,0,"3",0,1,"dm",-8549,NA
"5707","2005","09","27","Tuesday",0,"SO",19,1,"R",2,250,0,11,2,18,0.081323126,39,25,0,47.65625,1,0,"3",0,2,"dm",-8528,NA
"5710","2005","09","27","Tuesday",1,"SO",19,1,"P",1,200,154,9,2,13,0.195703052,1,20,2,43.515625,1,3,"5",0,0,"dm",-8652,NA
"5711","2005","09","27","Tuesday",0,"SM",18,1,"P",1,200,402,31,1,13,0.004481925,0,12,1,77.65625,1,2,"5",80,0,"dm",-8636,NA
"5714","2005","09","27","Tuesday",0,"SA",18,0,"P",2,150,1,3,1,12,0.142436465,1,10,0,25.16015625,1,3,"5",0,0,"dm",-8706,NA
"5715","2005","09","27","Tuesday",0,"SA",19,1,"P",1,300,0,16,1,11,0.207380347,35,27,2,62.6796875,2,0,"3",0,1,"dm",-8693,NA
"5718","2005","09","27","Tuesday",160,"SO",16,0,"P",1,150,0,23,1,11,0.135044343,44,22,0,55.1796875,1,0,"5",0,0,"dm",-8536,NA
"5726","2005","09","27","Tuesday",1,"SL",22,0,"P",2,1300,930,4,3,6,0.33861074,25,1,0,61.5859375,3,1,"3",0,2,"dm",-8564,NA
"5728","2005","09","27","Tuesday",0,"SB",21,1,"P",1,500,32,18,3,5,0.113267014,0,5,0,88.28125,1,0,"3",669,2,"dm",-8704,NA
"5731","2005","09","27","Tuesday",1,"SC",18,1,"P",1,750,1,2,2,5,0.057579289,45,4,8,79.1875,2,0,"5",0,0,"dm",-8588,NA
"5732","2005","09","27","Tuesday",1,"SC",18,1,"P",1,100,1023,3,1,4,0.07472135,45,3,7,76.625,2,0,"5",0,0,"dm",-8539,NA
"5733","2005","09","27","Tuesday",0,"SE",23,0,"P",1,750,62,50,1,4,0.044816209,1,25,2,50.40625,1,0,"5",0,0,"dm",-8568,NA
"5734","2005","09","27","Tuesday",0,"SC",19,2,"P",1,300,0,18,1,2,0,0,11,1,85.171875,1,0,"3",0,1,"dm",-8551,NA
"5736","2005","09","27","Tuesday",0,"SO",19,1,"P",1,500,278,15,1,3,0.091115979,0,28,1,40.2734375,1,0,"5",0,0,"dm",-8548,NA
"5737","2005","09","27","Tuesday",1,"SO",24,1,"P",1,750,2572,10,1,3,0.09631642,25,1,0,97.703125,1,1,"5",0,0,"dm",-8685,NA
"5739","2005","09","27","Tuesday",0,"SO",17,1,"P",1,400,0,19,1,2,0.202766431,1,2,0,47.1015625,1,0,"5",106,0,"dm",-8663,NA
"5741","2005","09","27","Tuesday",260,"SO",54,1,"H",1,2650,1240,11,2,9,0.16056376,0,0,0,27.171875,1,1,"3",0,2,"dm",-8590,NA
"5742","2005","09","27","Tuesday",1,"SH",31,0,"H",1,100,0,14,1,7,0.19559179,1,27,5,64.625,1,0,"3",0,1,"dm",-8520,NA
"5743","2005","09","27","Tuesday",1,"SB",27,4,"P",1,5500,4371,13,1,4,0.061271553,0,19,0,63.234375,1,0,"5",513,0,"dm",-8554,NA
"5745","2005","09","27","Tuesday",0,"SM",31,1,"H",2,3150,2635,11,4,34,0.151821024,75,0,0,63.40625,1,0,"1",0,4,"dm",-8559,NA
"5746","2005","09","27","Tuesday",1040,"SN",30,2,"R",1,2250,2354,12,2,14,0,63,21,1,78.25,1,1,"3",408,2,"dm",-8659,NA
"5748","2005","09","27","Tuesday",1140,"SO",38,1,"R",2,750,1,4,2,2,0.095125364,1,4,0,21.578125,3,0,"3",0,1,"dm",-8606,NA
"5749","2005","09","27","Tuesday",1660,"SO",31,3,"R",1,150,0,2,2,3,0.264149636,80,0,0,60.421875,2,0,"3",98,2,"dm",-8531,NA
"5751","2005","09","27","Tuesday",620,"SL",37,1,"R",1,6300,3720,46,1,5,0.094595757,166,5,7,67.65625,1,0,"3",0,1,"dm",-8503,NA
"5752","2005","09","27","Tuesday",80,"SC",19,0,"P",1,150,125,8,1,5,0.158295156,0,0,1,52.609375,1,3,"5",0,0,"dm",-8645,NA
"5754","2005","09","27","Tuesday",0,"SA",18,1,"P",1,750,496,12,2,2,0.103447624,0,0,0,86.515625,1,1,"5",0,0,"dm",-8621,NA
"5758","2005","09","27","Tuesday",0,"SC",19,2,"R",2,3050,2293,26,1,10,0.246114479,1,0,0,66.875,1,0,"5",1054,0,"dm",-8571,NA
"5760","2005","09","27","Tuesday",0,"SL",18,1,"R",1,50,0,5,1,9,0.188465493,30,0,0,46.3359375,1,0,"5",0,0,"dm",-8547,NA
"5761","2005","09","27","Tuesday",2,"SO",43,1,"R",1,50,92,24,1,4,0.149740008,0,6,15,49.234375,1,0,"5",960,0,"dm",-8529,NA
"5764","2005","09","27","Tuesday",0,"SE",19,1,"P",1,100,622,8,1,5,0.183438671,56,5,0,67.265625,1,0,"3",118,1,"dm",-8560,NA
"5766","2005","09","27","Tuesday",0,"FT",22,0,"P",1,1000,0,29,1,26,0.174636936,120,8,1,76.875,1,0,"5",482,0,"dm",-8675,NA
"5767","2005","09","27","Tuesday",0,"SM",17,0,"P",1,750,1,2,3,2,0.096223195,130,1,1,61.828125,2,0,"5",144,0,"dm",-8672,NA
"5769","2005","09","27","Tuesday",1000,"SO",25,2,"R",1,300,279,48,1,12,0,46,2,0,52.546875,1,1,"4",0,0,"dm",-8654,NA
"5776","2005","09","27","Tuesday",1060,"SB",33,1,"R",1,500,279,6,1,14,0.293997807,44,0,0,43.4453125,1,1,"5",0,0,"dm",-8578,NA
"5783","2005","09","27","Tuesday",0,"SO",20,1,"P",1,950,2697,2,2,9,0.337362094,56,2,3,37.65625,1,1,"1",30,2,"dm",-8674,NA
