"GOOD","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"0",0,"SA",18,0,"P",1.08,459.5,29.215,1.05,29.5,22,0,29,312.29,0,66.890625,1.1,0,-7.29869498172775e-13,"5",2.2225
"0",0,"SO",20,1,"P",1.41,422,12,2,249,9,1,29,317.03,0.0679237032,57.6171875,1.06,1,0,"3",2.32
"0",0,"SE",19,1,"R",1,100,2,1,84.52,20,0,25,228.030833333333,0.2520141602,63.125,1.315,1,0,"3",2.26
"0",0,"SO",18,1,"P",1.08,184.5,14.8933333333333,1.06,42.27,10,0,23,146.66,0,75.109375,1,0,8.53999999999994,"5",0
"0",0,"SC",18,1,"P",1.07,284.625,22.8085714285714,1.01,26.67,13,0.319999999999999,23,180.41,0.1947393799,64.125,1.07,0,-7.58006990508875e-13,"5",2.52333333333333
"0",0,"SB",19,1,"P",2,600,3,2,102.15,2,1,22,341,0.7045890316,52.0625,2,2,0,"3",2
"0",10,"SF",19,1,"P",1.04,649.5,35,1,40.52,7,3,21,364.27,0.1997458385,64.8125,1.05,1,0,"3",2.5
"0",0,"SB",18,1,"P",1,200.5,3,1,30,2,0,22,165.856666666667,0.2746965308,63.171875,1.06,1,0,"3",2.16
"0",0,"SO",19,1,"P",1.02,232.333333333333,15.63,1.03,35.31,11,0.77,19,120.41,0.046740606,77.15625,1.04,0,-7.35553840058856e-13,"5",2.39
"0",0,"SB",19,1,"P",1.11,541,54,1,43.965,18,1,18,260.57,0,89.75,1.05,1,0,"3",2.5
"0",0,"SM",18,1,"P",1.16,447,24,1,52.13,7.92333333333333,0.559999999999999,14,331.043333333333,1.0801053531,25.6015625,1.06,1,0,"3",2.08
"0",0,"SK",18,1,"P",1.12,328.583333333333,7,1,90,11,0.99,9,262.81,0.4257118311,62.28125,1,1,98,"3",3
"1",0,"SB",21,1,"P",1.15,950,8,3,1,7,3,26,558,0,78.53125,1,3,153,"3",4
"0",0,"SO",18,1,"P",1.13,301,6,1.04,0,3,0,6,193.64,0.1929738014,54.0390625,1.05,0,6.1099999999994,"5",2
"0",0,"SO",20,1,"P",1.03,253.333333333333,17.77,1.02,38.44,18,1,6,177.94,0.1347837579,59.984375,1.03,0,9.35999999999929,"5",2.62
"0",0,"SM",18,1,"P",1.41,679.375,15,1,123.05,3,0.43,4,444.37,0.7823170479,50.3125,2,1,0,"3",0
"0",0,"SE",19,1,"P",1.04,250,11,1,58.75,15,0.84,6,310,0.0134794503,70.78125,1.08,1,0,"3",2.8
"1",0,"SC",18,1,"P",1.03,369.375,26.6,1.02,43.28,10,0,35,217.37,0.1290189573,52.765625,1.07,0,0.139999999999239,"5",2.4
"0",0,"SO",18,1,"P",1,250,2,1.27,74.6,3,0,1,0,0,66.609375,1,0,48.39,"5",0
"0",1140,"SA",55,1,"R",1.24,4250,17,1,0,0,0,1,2294,0,45.9453125,1.26,1,0,"3",2.01
"0",0,"SA",19,1,"P",1.03,235.5,19,1.07,35,5.56,0,2,168.99,0.0760070037,52.6875,1.02,0,13.8699999999993,"5",2.43
"0",0,"SO",19,1,"P",1.2,245,8,1.16,160,9,1,2,210.19,0.1441988512,31.9296875,1.18,0,12.7228571428566,"5",3
"0",1,"SO",23,0.85,"R",1.08,529.5,25.17,1.16,71.93,0,1.52,5.82,475.24,0,36.984375,1.08,0,31.2899999999995,"5",2.84
"0",1,"SO",26,0.83,"R",1.08,1000,18,3,67.08,5.66,4,6.98,961.71,0.2739095436,44.203125,1.1,0,65.0999999999998,"5",2.92
"0",0,"SA",18,1,"P",1,420,5,1.28,0,8,0,1,222.13,0.2245714711,84.953125,1,0,62.75,"5",2
"0",1200,"SO",28,1,"R",1.16,879,16,2,67.3,4.605,2,6.19,728.33,0.1352917515,32.328125,1,2,0,"3",4
"0",0,"SD",26,0,"R",1.08,1016,44,1,44.57,4.82,1.92,7.95,874.92,0.6047349665,52.25,1.07,1,0,"3",2.37
"0",0,"SF",19,1,"P",1.06,480.333333333333,36,1,44.88,11.2383333333333,0,21.43,320.67,0,81.984375,1.03,0,6.45999999999934,"5",2.28
"0",0,"SA",18,1,"P",1.06,228.5,18.2985714285714,1.04,58.706,18,0,13,104.715,0.3409072198,68.203125,1.05,0,-7.45217221265193e-13,"5",2.47
"0",500,"SN",20,0.79,"R",1.15,736.5,30,1,76.66,4.48,1.11,8.59,521.49,0.2173731797,24.0703125,1.07,1,0,"3",2.26
"0",0,"SO",21,1,"R",1.17,425.5,26,1,53.25,0,1.18,8.8,431.83,0.084003459,58,1,1,0,"3",1
"0",200,"SO",19,1,"P",1.07,196,17,1,54.09,8.59,0.54,17.0657142857143,165.11,0,65.4375,1,1,4,"3",0.75
"0",1,"SA",22,1,"P",1.03,300,8,1,20,12.9366666666667,2.78666666666667,17.06,93,0.1147556114,71.21875,1.01,1,0,"3",2.88
"0",0,"SB",18,1,"P",1.05,210,14.296,1.05,50.61,10.485,0.259999999999999,13.09,140.763333333333,0.3730136137,63.5,1.06,0,1.12999999999924,"5",2.4
"0",1,"SA",25,1,"R",1.06,885.5,23.79,1.29,40.9,2.4,1.22,7.68,773.5,0.0438875556,58.453125,1.13,0,36.8499999999995,"5",2.21
"1",1,"SO",17,1,"P",1.05,329.5,14.15,1.1,37.42,7.99,0.159999999999999,4,142.3,0,50.95609375,1.12,0,7.15999999999932,"5",2.05
"1",0,"SM",18,1,"P",1.11,299.666666666667,20,1,32.08,4,0.139999999999999,3,132.39,0,63.90125,1.00333333333333,1,0,"3",1.08
"1",0,"SD",18,1,"P",2,750,3,1.38,27.49,0,0,3,495.7,0,52.9529557291667,1,0,52.78,"5",1
"1",860,"SA",20,1,"P",1.14,731,32.4,1.09,17.46,11.1,1.78,2,415.18,0,75.65625,1.07,0,7.50999999999936,"5",2.3
"1",0,"SO",18,1,"P",1.02,188.625,19.4697142857143,1.04,32.91,0,0,10.64,277.5,0.1611977471,79.828125,1.04,0,5.5799999999994,"5",2.32
"1",100,"SB",19,1,"P",1.19,100,13,2,0,14.37,2,19.81,166.53,0.2125291438,54.09375,1,2,0,"3",1.13
"1",0,"SC",19,1,"P",1.01,248.5,32,1,22.02,8,1,11.0133333333333,203.536666666667,0.1505186004,53.015625,1.03,1,0,"3",2.31
"1",1,"SA",34,1,"R",1,4450,2,3,0,7.64,4,7.6,1487,0.5591556225,54.6875,1,3,193,"3",1
"1",1,"SO",18,1,"P",1.06,244,7,1,27.77,12.02,0,21.83,52.86,0,84.296875,1.01,1,0,"3",3
"1",0,"SD",19,1,"R",1.08,410,21.2308333333333,1.11,26.94,7.69,1.16,10.115,287.53,0.1678923974,41.6015625,1.05,0,15.6499999999993,"5",2.68
"1",1000,"SO",20,2.07,"R",1.22,829,26.65,1.39,59.86,4.74,1.97,8.3,428.66,0,22.47265625,1.11,0,273.18,"5",2.04
"1",1,"SB",30,1.22333333333333,"R",1.09,910,28.75,1.23,23,2.31,2.1,4.89,943.17,0,27.68359375,1.05,0,35.2799999999997,"5",2.37
"1",0,"SB",21,2.03333333333333,"R",1.11,478,21.62,1.09,20.81,8.74,1.2,10.7,242.25,0,55.5390625,1.03,0,27.2499999999995,"5",2.47
"0",0,"SE",19,1,"P",1.09,465.083333333333,18.3,1.19,48.16,17,1.09,64,323.243333333333,0.2449258757,84.203125,1.08,0,9.54999999999931,"5",2.29333333333333
"0",0,"SC",19,1,"P",1.21,624.25,23,1,70.985,11,2,55,260.21,0.028224677,81.671875,1.06,1,0,"3",1.82
"0",1,"SO",18,1,"P",1.19,476.958333333333,31.0128571428571,1,30.52,20,0,40,266.113333333333,0.0695412369,61.1171875,1.08,0,-7.22195636626566e-13,"5",2.0725
"0",0,"SA",18,1,"P",1.08,235,18.68,1.06,78.74,13,0.139999999999999,41,106.19,0.1664528335,69.328125,1.02,0,2.14999999999941,"5",2.24333333333333
"0",0,"SE",19,1,"P",1.26,100,13,1,85.132,2,0,37,285.020833333333,0.3031755369,61.203125,1,1,196,"3",0
"0",0,"SH",18,1,"P",1,368,3,1,31,16,1,23,120.22,0,63.828125,1,1,0,"3",2
"0",2,"SO",18,1,"P",1.12,357.833333333333,30.07,1.03,45.35,9,0,20,240.68,0,84.609375,1.01,0,17.49,"5",1.77
"0",0,"SK",19,1,"P",1.3,866.75,16,1,0,7,0,19,384.38,0.9461563155,78.875,1.1,1,0,"3",1.91
"0",0,"SO",20,1,"P",1.11,194.5,13,1,57.725,1,1,18,175.64,0.1400722545,39.9921875,1,0,58.3,"5",1
"0",0,"SO",21,4,"P",1.19,819.5,21,1,1,22,4,18,311.708181818182,0.3155327998,31.48046875,1.04,1,0,"3",2.37
"0",0,"SC",20,1,"P",1.06,813.5,73,2,45.13,0,1.95428571428571,15,680.23,0.0747307551,78.171875,1.07,1,0,"3",2.43
"0",0,"SO",18,1,"P",1.05,339.75,7,1,60,1,1,15,214.28,0.0703830551,72.65625,1.19,1,0,"2",2.84
"0",0,"SM",18,1,"P",1,376.5,5,1,29,18,1,13,213.27,0.4354588455,63.546875,1.17,1,0,"2",2.57
"0",1,"SA",19,1,"P",1.03,332.5,22.05,1.06,44.55,0,0,15,374.59,0.1219960507,71.546875,1.04,0,0.379999999999335,"5",2.3
"0",0,"SO",18,1,"P",1.40333333333333,501.75,66,1,96.84,0,0.389999999999999,11,449.61,0,84.625,1,1,0,"3",0
"0",0,"SH",34,1,"P",1,2200,1,1,0,6,5,8,1983,0.1044142812,56.359375,2,1,451,"3",0
"0",1,"SO",18,1,"P",1.03,210.5,11.76,1.06,43.55,5,0,9,158.34,0,28.03515625,1.08,0,5.87999999999936,"5",2.96
"0",0,"SO",20,1,"P",1.29,1600,18,1,1,21,3,7,1,0.0896035815,54.109375,1,1,786,"3",1.11
"0",0,"SA",18,1,"P",1.06,215.5,19.64,1.06,53.68,9,0.0599999999999986,5,157.423333333333,0.3197555793,45.2265625,1.04,0,0.0399999999992878,"5",2.45
"0",0,"SB",20,1,"P",1.18,358,13,2,62.73,1,1.63,6,303.785,0.2726092217,60.6328125,1,2,0,"3",1
"1",200,"SA",20,1,"P",1,411,6,1,17.4333333333333,0,2,1,191.16,0,60.3671875,1,1,1,"3",2
"0",0,"SN",19,2,"P",1.36,950,10,1,29,8.55,1,5,362.525,0.0422058514,59.0078125,2,1,888,"3",1
"0",0,"SH",21,1,"P",1,472,6,1.28,67.72,9.915,2,5,356.25,0.3786066957,43.203125,1,0,93.34,"5",1
"0",0,"SO",18,2,"P",1.03,228,9,1,37.36,10,0,4,121.133333333333,0,41.2265625,1.03,1,0,"3",3.02
"0",1,"SF",18,1,"P",1.06,466.5,63,1,36.91,2,0,3,364.8,0.0948953377,34.9765625,1.09,1,0,"3",2.15
"1",0,"SH",18,1,"P",1.14,250,9,1,23.296,10.3566666666667,0.259999999999999,4,247,0.1698506065,59.3203125,1,1,0,"3",1
"0",0,"SL",22,0,"P",1.37,1115,29,1,40.5,1,3,3,574,0,78.421875,1,1,0,"3",1
"0",0,"SO",18,1,"P",1.04,280.125,7,1,30,6,0,27.14,161.27,0,88.875,1.08,0,6.37999999999929,"2",2.96
"0",1,"SD",23,1,"P",1.62,400,13,2,181.72,11.99,5,25.28,92,0,19.4609375,1.13,1,0,"3",1.87
"0",1,"SB",18,1,"P",1.27,443.5,38,1,53.53,2,0,11.89,417.86,0.7598279193,37.3046875,1,1,20,"3",0
"1",0,"SC",18,1,"P",1.09,484.5,35.32,1.02,56.33,16.38,0.129999999999999,4,295.315,0.0109944994,76.1875,1.01,0,4.33999999999923,"5",1.83
"0",0,"SA",23,1,"P",1.05,100,24,1,78.88,6.9925,2,9.47,519.9,0.0970983577,34.4140625,1.09,0,13.7699999999996,"1",2.47
"0",0,"SO",19,1,"P",1.18,593.5,12,1,35,9.9,0,22.106,404.87,0,63.1796875,1,0,37.72,"1",1
"0",0,"SN",26,1,"R",1,3900,3,1,0,6.91,4,10.15,931,0.0925056979,65.25,1.2,1,0,"2",2.25
"0",0,"SE",19,1,"P",1.06,679,26,1.27,0,13.21,2,20.47,402.23,0.1016784317,84.359375,1.08,0,54.3099999999994,"5",2.26
"0",1,"SO",39,1,"R",1.11,863.5,22.78,1.39,63.43,4.735,2.73,4.87,1069.03,0.1605438357,42.15625,1.06,0,34.2799999999996,"5",3
"0",0,"SD",20,1,"R",1.2,432.5,18.29,1.15,54.4566666666667,7.13,0.93,8.36,385.11,0.0735787053,33.53125,1,0,40.56,"5",1
"0",0,"SA",18,1,"P",1.33,532,23.36,1.34,175.8,10.24,0,19.85,405.133333333333,0.0994398603,4.0478515625,1.27,0,134.1,"5",1.605
"0",0,"SC",27,1,"R",1.16,1553.5,18,1.55,0,5.275,4.84,8.77,1175.34,0.3840090036,30.703125,1.17,0,121.09,"5",2.07
"0",200,"SO",20,1.06,"P",1.02,350,17.4,1.05,41.22,8.22,1.28,11.98,250.12,0,45.6739453125,1.08,0,12.6699999999993,"4",2.47
"0",0,"SH",22,2,"R",1.02,483,21.48,1.17,70.49,6.65,0.85,11.21,341.35,0.0554648906,37.125,1.02,0,70.7999999999996,"5",2.3
"1",0,"SA",18,1,"P",1.36,580.666666666667,41,1,85.75,25,0,63,342.662,0,63.359375,1.22478260869565,1,0,"3",1.28
"1",0,"SB",18,1,"P",1.19,231.166666666667,10,1.07,36,13,0,48,77.662,0,93.3125,1,0,1.29999999999927,"5",1.43184210526316
"1",0,"SO",20,1,"P",1.46,150,15,4,69.77,21,2,44,460.78,0.1238437404,82.453125,1,2,0,"3",0
"1",0,"SB",19,1,"P",1.12,319.75,29,1,36.79,15,2,39,279.142,0.2432067064,56.5625,1,1,0,"3",0
"1",0,"SO",18,1,"P",1,466.375,4,1,6.37,22,0,30,113.27,0.0070651396,34.90625,1,1,0,"3",2
"1",1,"SC",18,1,"P",1.13,616,40,1,52.16,18,0,28,367.72,0.3231277782,77.828125,1.08,1,0,"3",1.54
"1",0,"SM",18,1,"P",1.05,268.875,7,1,31.37,12,0,27,62.74,0,67.328125,1,1,0,"3",3
"1",0,"SB",24,1,"P",1.21,2250,7,3,27,3,3,25,1986,0,74.359375,1,1,249,"3",1
"1",0,"SA",18,1,"P",1,178.5,2,1,26.8366666666667,7,0.249999999999999,19,69.3053571428571,0.4675532933,49.5859375,1.06,1,0,"3",2.01
"1",0,"SO",19,1,"P",1.04,185,22,1,23.32,15,0,18,72.86,0,81.78125,1.02,1,0,"3",2.085
"1",0,"SF",18,1,"P",1.04,317.625,7,1,24.46,23,0,18,89.38,0.1181562094,37.1484375,1.01,0,4.38999999999923,"5",3
"1",1,"SH",18,1,"P",1.04,333.125,18.4,1.02,22.245,14,0,18,105.39,0.0377749591,49.046875,1.07,0,0.659999999999225,"5",2.56
"1",1,"SA",18,1,"P",1,2091.5,1,2,10.6266666666667,8,8,18,1686.782,0.1166420083,66.265625,1,2,0,"3",1
"1",1,"SO",18,1,"P",1,100,5,1.1,25.4283333333333,6,0.39,17,83.81,0.2511694385,91.8125,1,0,16.1099999999999,"5",1
"1",0,"SB",19,1,"P",1.05,339.041666666667,13.73,1.16,16.7633333333333,17,2,15,77.99,0,63.28125,1.02,0,18.1899999999999,"5",2.43
"1",0,"SD",19,0,"P",1.03,248.375,14.1477777777778,1.0725,26.73,15.815,0.84,15,90.2533333333333,0.0447614263,68.9375,1.02,0,-7.5203843152849e-13,"5",2.48
"1",260,"SO",21,4,"P",1,950,2,3,121,2,3,16,776.82,0.1353759407,74.828125,1,3,2761,"3",1.49
"1",0,"SD",21,1,"P",1.3,836,18,1,29.07,1,2,15,479.86,0.4572470756,53.9296875,2,1,0,"3",1
"1",0,"SM",18,1,"P",1.04,390.416666666667,15.2323333333333,1.07,29.62,11,0,15,97.5433333333333,0,78.515625,1,0,2.16999999999931,"5",0.406842105263158
"1",0,"SO",19,1,"P",1.82,100,19,2,64.8825,17,0,14,521.906666666667,0,75.171875,2,2,0,"3",0
"1",0,"SO",19,1,"P",1.01,187.5,21,1,24.31,6,0,15,117.34,0,89.703125,1.02,1,0,"3",2.22
"1",0,"SN",23,1,"P",1,800,2,1,0,4,5,13,0,0,44.03125,1,1,182,"3",1.1875
"1",0,"SO",19,1,"P",1.04,286.5,26.62,1.06,33.48,10,0,15,186.832,0,89.59375,1.02,0,0.259999999999333,"5",2.35
"1",0,"SB",18,1,"P",1.13,292,41,1,30.97,14,0.106666666666665,16,223.08,0,82.3125,1.025,1,0,"3",2.04384615384615
"1",1,"SH",18,0,"P",1.15,488.5,28.8616666666667,1.25,33.82,14,0,12,267.65,0,82.515625,1.01,0,5.25999999999988,"5",2.02
"1",1,"SF",18,0,"P",2,250,1,1,27.3559523809524,17,0,17,0,0,67.390625,1.245,1,0,"3",1.91
"1",0,"SC",19,1,"P",1,489.525,6,1,0,19,1,12,116.61,0.1019636118,55.4765625,2,1,0,"3",1
"1",0,"SM",18,1,"P",1.05,264.666666666667,26,1,28.21,19,0,8,189.13,0,64.34375,1.01,1,0,"3",1.84571428571429
"1",0,"SO",19,0.79,"P",1,449.333333333333,6,1,0,10,0,9,68.5628571428571,0.1676937789,63,1,1,0,"3",2
"1",0,"SF",18,1,"P",1.06,236,15.5516666666667,1.1,25.97,6,0,20,173.13,0,90,1,0,11.2099999999999,"5",0
"1",0,"SF",18,1,"P",1.04,235.8,15.3240740740741,1.07,18.8133333333333,3,0,10,130.65,0,83.234375,1,0,4.40999999999934,"5",0.206842105263158
"1",0,"SC",18,1,"P",1.11,475,28.8233333333333,1.12,52,11.4833333333333,0,9,261.33,0.0762274351,83.078125,1.02,0,5.5599999999995,"5",2.1
"1",0,"SN",19,1,"P",1.49,1107.5,25,3,59.04,0,1,9,630.046666666667,0.1874947059,20.0703125,1,3,0,"3",1.38
"1",0,"SM",18,1,"P",1,620,2,1,8.97678571428571,13.5546666666667,0.39,8,80.09,0,81.84375,1.1425,1,0,"3",2.2
"1",0,"SO",18,1,"P",1,417.5,3,1,4.43,13,1,8,75.955,0.2994502513,39.4609375,1,1,0,"3",0
"1",0,"SK",18,0,"P",1.13,371.416666666667,23.825,1.27153846153846,37.27,14,0,8,152.212,0,88.15625,1,0,9.30999999999988,"5",1
"1",0,"SD",18,1,"P",1.23,729,18,2,29.42,2,0,7,332.615,0,65.9375,1,2,0,"3",0.56
"1",0,"SD",19,1,"P",1.16,351,38,1,18.735,5,1,6,357.54,0.0075369285,53.6015625,1,1,0,"3",0
"1",0,"SH",18,1,"P",1.06,443,14.3536666666667,1.14,11.0366666666667,10,0,5,105.415,0,68.9375,1,0,10.0299999999998,"5",0
"1",0,"SO",16,0.543333333333333,"P",1.07,439.5,34.562380952381,1.01,36.6833333333333,15,0.219999999999999,5,305.072,0,73.21875,1.03,0,4.33999999999923,"5",2.41
"1",0,"SL",18,1,"P",1.09,302.059523809524,22.1475,1.03,29.9388888888889,16,0,6,150.18,0.2654860672,66.109375,1,0,0.329999999999294,"5",0.67
"1",0,"SC",18,1,"P",1.06,239,14.9540740740741,1.12,25.9216666666667,5,0,5,113,0,50.8203125,1.03,0,7.15999999999924,"5",2.1
"1",1,"SC",19,1,"P",1.18,797.416666666667,18,2,9.63,20,1,63,179.95,0.1517126276,83.96875,2,2,0,"3",0
"1",0,"SB",19,1,"P",1.21,485.75,33,1,29.5533333333333,27,1,44,253.36,0.3016025806,76.34375,1,1,0,"3",0
"1",0,"SD",18,0,"P",1.08,253.875,16.2027777777778,1.06,40.28,13,0.289999999999999,41,150.23,0.2440012237,55.5625,1.03,0,-7.81881226430414e-13,"5",2.59333333333333
"1",0,"SB",20,1,"P",1,500,6,5,20,20,2.04142857142857,45,565.433,0,57.7421875,1,3,66,"3",0
"1",0,"SO",34,1,"H",1.3,5250,26,3,0,25,8.38,25,3566,0.01211007,38.875,1,2,539,"3",1.34
"1",0,"SA",19,1,"P",1.07,288.75,28,1,21.35,19,1.28,25,209.96,0.0081557165,60.890625,1,1,0,"3",0
"1",1,"SO",19,0.7455,"P",1.06,403.5,13,1,5.16,15,1,22,125.665,0.0877343181,42.59375,1,1,0,"3",1
"1",0,"SM",19,1,"P",1.22,557,33.415,1.11,39.01,0,0,23,426.93,0,13.05078125,1.1,0,51.3899999999995,"5",2.06
"1",1,"SO",21,1,"P",1.27,950,17,1,69,17,3,22,430.66,0,87.84375,1.06,1,0,"3",2.05
"1",1,"SM",19,1,"P",1.06,329,27,1,30.24,12,1,21,178.966666666667,0,84.328125,1.025,1,0,"3",2.44
"1",0,"SA",19,0,"P",1.05,572.375,25,1,13.52,18,3,19,209.43,0.0046068825,71.5625,1,1,0,"3",0
"1",0,"SC",20,1,"P",1.03,373.75,11,1.06,26,16,1,19,116.62,0.0814406103,61.7578125,1,0,26.0899999999999,"5",0
"1",0,"SC",18,0,"P",1.09,298.684523809524,24.2861111111111,1.06,21.68,21,0.109999999999999,19,212.2,0.1191960911,55.796875,1,0,0.289999999999868,"5",0
"1",0,"SO",19,1,"P",1.01,246.5,14.69,1.2,26.39,11,2,19,66.78,0,75.828125,1.01,0,5.44999999999939,"5",2.24
"1",0,"SH",19,1,"P",1.16,200,7,2,26,6,1,17,128.62,0,58.9765625,1,2,0,"3",1
"1",400,"SO",18,1.03,"P",1.17,254,31,1,30.53,12,0,18,165.26,0,37.3203125,1.01,1,0,"3",2.06460317460317
"1",0,"SA",20,1,"P",1,475.125,4,1,39,8,3,18,132.126666666667,0,53.3125,1.11,1,0,"3",2.57
"1",0,"SO",20,1,"P",1.01,364,36,1,22.45,18,1,17,196.76,0,77.71875,1.05,1,0,"3",2.48
"1",0,"SD",19,1,"P",1.03,362,33,1,23.26,9,2,16,309.83,0,65.84375,1.02,1,0,"3",2.13
"1",0,"SA",18,1,"P",1.05,162,21,1,27.79,9,0.129999999999999,14,100.36,0,82.53125,1.02,1,0,"3",2.08384615384615
"1",1,"SO",20,1,"P",1.03,250,9,1,44,11,2,14,131.553333333333,0.141066134,65.875,1.05,1,0,"3",3.02818181818182
"1",0,"SF",19,1,"P",1.02,441.666666666667,8,1,0,18,1,16,94.055,0,73.671875,1,1,0,"3",0
"1",0,"SO",20,1,"P",1.17,300,16,2,50,8,3,15,155.016666666667,0,67.34375,1,1,0,"3",0
"1",60,"SA",18,1,"P",1.13,275,63,1,64.635,4,0,14,351.2,0.1008898392,88.09375,1,1,0,"3",0
"1",0,"SF",18,0,"P",1,607.5,6,1,7.35,23,0,12,159.12,0,66.71875,2,1,0,"3",0
"1",0,"SA",19,1,"P",1.08,50,14,1,23.9922222222222,19,0,11,74.43,0.2972046426,65.453125,1,1,0,"3",0
"1",0,"SC",18,1,"P",1.29,675.5,29.4866666666667,1.37,44.67,5,0,11,1253.75,0.0552346878,99,1,0,40.91,"5",1
"1",0,"SK",18,1,"P",1.04,223.833333333333,13.5940740740741,1.08,23.5016666666667,5,0,10,144.37,0,43.8203125,1,0,13.1599999999998,"5",0
"1",0,"SM",17,1,"P",1.12,304.5,16.712,1.05,41.5066666666667,3,0,9,148.57,0,71.765625,1,0,10.0399999999998,"5",0
"1",1,"SH",18,1,"P",1.11,400,29.4558333333333,1.18,24.7366666666667,24,0,9,244.35,0.0582782424,86.8125,1.02,0,0.32999999999934,"5",2.16
"1",0,"SC",19,0,"P",1.08,252.833333333333,13.595,1.17,19.1,3,0,10,100.15,0.0468919886,56.8828125,1,0,9.77999999999986,"5",1
"1",0,"SO",18,1,"P",1,150,4,1.052,45.05,11.3706666666667,0.219999999999999,7,133.717,0.0612843294,34.3203125,1,0,23.7199999999999,"5",2
"1",1,"SO",19,1,"P",1.17,409.166666666667,17,1,0,3,2,7,116.76,0,82,1,1,0,"3",0
"1",0,"SO",18,1,"P",1.07,266.97619047619,15.6916666666667,1.09,23.1466666666667,27,0,8,68.97,0.0230329001,72.703125,1,0,5.88599999999987,"5",0
"1",0,"SC",18,0,"P",1.09,435.25,16.845,1.2,10.96,16,0,6,153.03,0.0734550008,51.0703125,1,0,3.89999999999982,"5",0
"1",1,"SC",17,1,"P",1.05,369,27.75,1.06,59.71,11,0.349999999999999,5,278.88,0,29.2265625,1.05,0,7.15999999999929,"5",2.41
"1",0,"SO",19,1,"P",1.04,250,6,1,26.83,12.86,1.20333333333333,6,0,0.1190081467,70.140625,1.05,1,0,"3",2.97
"1",0,"SA",18,1,"P",1.03,179,17.64,1.05,36.19,9.21333333333333,0.249999999999999,4,124.115333333333,0.0905214685,31.9765625,1.06,0,3.07999999999928,"5",2.55
"1",1,"SK",18,1,"P",1.05,574.5,8,1,0,15,0.97,6,123.146666666667,0,64.75,1.08,1,0,"3",2.8
"1",0,"SC",20,1,"P",1,598.666666666667,3,2,0,3,2,7,243.32,0.078380499,65.921875,1,2,0,"3",0
"1",1,"SO",19,1,"P",1.1,304.625,11,2,20,10.085,2,5,102.856666666667,0.0587199625,67.0625,1,1,0,"3",1
"1",0,"SC",18,0,"P",2,150,4,1.31,0,8.40666666666667,0.788333333333333,1,174.89,0.3556127874,34.296875,1,0,55.29,"5",2
"1",0,"SA",18,1,"P",1.03,151.5,23,1,30.71,10,0,8,128.243333333333,0,62.0546875,1.03,1,0,"3",2.25884615384615
"1",0,"SF",18,1,"P",1.04,286.517857142857,14.7774074074074,1.08,19.09,15,0,11,99.56,0,60.7734375,1,0,6.5899999999993,"5",0.203270676691729
"1",1,"SM",17,1,"P",1.1,509.416666666667,17.2253333333333,1.06,41.47,12,0.069999999999999,3,186.18,0.038900158,80.125,1,0,0.329999999999232,"5",0.29
"1",0,"SD",18,1,"P",1.19,454,27.1020833333333,1.21,34.72,5,0,2,426.13,0,84.578125,1,0,16.2899999999999,"5",1
"1",0,"SL",18,1,"P",1.06,294.142857142857,14.58,1.12,28.4566666666667,10.2,0.079999999999999,2,134.763333333333,0.0545487766,42.8046875,1,0,10.6499999999999,"5",0
"1",0,"SH",18,1,"P",1.04,478.75,24,1,15.06,15,0,2,165.175,0,84.59375,1.05,1,0,"3",2.19
"1",0,"SA",19,1,"P",1.08,519.5,7,1.2,0,3,2,2,175.22,0.0400006921,32.4296875,1,0,30.97,"5",0
"1",0,"SA",19,1,"P",1.01,193.5,10,1,84,6,0,12.9916666666667,138.03,0.0997390146,46.8125,1.01,1,0,"3",2.72
"1",2,"SO",23,1.85,"R",1.12,530.5,26.35,1.14,23,3.85,1.27,6.97,385.52,0.0603575873,31.80078125,1.05,0,7.01999999999941,"5",2.7
"1",0,"SH",19,0,"P",1.29,662.5,14,1,0,2,1,13,238.06,0,47.03125,1,1,0,"3",0
"1",1,"SE",18,0,"P",1.06,373,44,1,29.08,12.49,0.221999999999999,20.86,320.693333333333,0,74.8125,1.01,1,0,"3",1.79
"1",0,"SO",19,1,"P",1.06,503.875,30,1,13.84,12.3291666666667,3,15.81,242.57,0.1791681405,58.6171875,1,1,0,"3",0
"1",0,"SO",30,1,"R",1.09,1477.5,8,1,8.63,4.74,2.09,6.75,694.636,0.6028390732,28.36328125,1.07,1,0,"3",2.72
"1",0,"SO",19,1,"P",1.06,353.5,8,1,0,12.46,0,16.89,59.855,0.0944055417,39.3046875,1,1,0,"3",0
"1",0,"SF",20,1,"R",1,600,5,1,25,11.56,0,21.966,217,0,63.8359375,2,1,0,"3",1
"1",0,"SD",21,1,"P",1.27,667,12,1.47,30,9.56,3,18.915,260.51,0.037439519,68.78125,1,0,96.08,"5",0
"1",0,"SB",18,1,"P",1.03,185.142857142857,11.4533333333333,1.02,19.95,9.182,0,12.8821428571429,85.91,0,61.3046875,1,0,5.46999999999984,"5",0
"1",260,"SO",20,2.64,"R",1.26,812,26.99,1.38,24.23,3.58,1.84,8.45,413.14,0,22.671875,1.02,0,225.16,"5",1.72
