"","Year","Month","Day","wday","GOOD","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","app_id","id"
"7946","2005","12","21","Wednesday",NA,0,"SD",21,1,"R",1,850,1022,2,1,3,0.29053403,126,0,0,36.015625,2,1,"1",0,0,-11907,"dm"
"7947","2005","12","21","Wednesday",NA,0,"SB",19,1,"P",1,200,92,16,1,6,0.086655084,20,21,2,60.90625,1,4,"5",0,0,-11899,"dm"
"7951","2005","12","22","Thursday",NA,0,"SA",21,1,"P",2,1800,465,2,2,68,0.313121884,0,6,1,78.34375,3,0,"2",0,2,-11923,"dm"
"7952","2005","12","22","Thursday",NA,0,"SO",21,2,"R",1,950,745,6,1,10,0.389417805,1,6,2,64.921875,2,1,"3",0,1,-11914,"dm"
"7954","2005","12","22","Thursday",NA,980,"SB",20,1,"P",1,1000,1023,7,2,5,0,0,4,2,26.90625,1,1,"3",101,2,-11917,"dm"
"7955","2005","12","22","Thursday",NA,0,"SK",19,0,"R",1,1350,92,3,2,2,0.350862782,0,9,0,34.6328125,1,0,"3",552,2,-11922,"dm"
"7956","2005","12","22","Thursday",NA,10,"SO",21,2,"P",1,500,497,26,1,1,0,1,4,0,58.2578125,1,1,"3",301,1,-11910,"dm"
"7958","2005","12","22","Thursday",NA,500,"SO",19,1,"P",1,300,433,2,2,26,0,0,24,2,71.953125,1,2,"3",0,2,-11913,"dm"
"7959","2005","12","22","Thursday",NA,0,"SN",35,2,"R",1,1300,466,12,1,2,0.273500502,0,0,1,43.734375,1,0,"3",2213,1,-11918,"dm"
"7960","2005","12","22","Thursday",NA,0,"SN",26,3,"P",1,500,496,9,1,1,0,524,10,0,58.96875,1,1,"4",0,0,-11920,"dm"
"7962","2005","12","23","Friday",NA,0,"SC",20,2,"P",1,450,745,3,1,31,0,1,3,0,43.8984375,1,2,"3",412,1,-11928,"dm"
"7964","2005","12","23","Friday",NA,0,"SM",35,5,"R",1,2600,309,10,2,1,0.403437758,56,2,2,35.7265625,1,4,"2",1582,2,-11927,"dm"
"7966","2005","12","24","Saturday",NA,10,"SL",21,3,"P",1,300,341,35,2,41,0.468463105,0,4,3,60.7265625,1,0,"3",1402,1,-11931,"dm"
"7968","2005","12","24","Saturday",NA,1,"SH",32,2,"R",1,1900,2852,12,3,3,0.115415824,80,23,3,46.9375,2,2,"3",0,1,-11930,"dm"
"7970","2005","12","24","Saturday",NA,1,"SO",20,1,"R",1,1450,2045,6,3,6,0.08896586,380,1,1,59.734375,2,3,"5",0,0,-11929,"dm"
"7971","2005","12","29","Thursday",NA,0,"SE",21,1,"P",1,450,1330,9,1,33,0.738425886,39,11,2,68.921875,1,1,"5",0,0,-11941,"dm"
"7972","2005","12","29","Thursday",NA,0,"SA",23,3,"P",1,650,682,35,2,8,0,0,27,4,76.828125,1,0,"5",0,0,-11947,"dm"
"7975","2005","12","29","Thursday",NA,0,"SO",32,1,"R",1,100,216,9,5,2,0.871916642,305,5,1,44.171875,1,4,"2",2793,5,-11945,"dm"
"7976","2005","12","29","Thursday",NA,0,"SF",19,1,"R",2,950,1272,5,2,3,1.547455814,41,5,0,42.2734375,2,1,"3",0,2,-11938,"dm"
"7977","2005","12","29","Thursday",NA,480,"SO",26,2,"R",1,300,402,2,1,5,0.159474628,0,1,2,75.875,1,0,"5",0,0,-11940,"dm"
"7978","2005","12","29","Thursday",NA,0,"SB",22,1,"R",1,950,1952,13,1,24,0.277782427,25,0,3,53.3203125,1,0,"5",101,0,-11936,"dm"
"7980","2005","12","29","Thursday",NA,0,"SO",28,2,"R",1,850,0,18,1,9,0.085940923,40,15,0,48.390625,1,0,"5",6,0,-11943,"dm"
"7981","2005","12","30","Friday",NA,160,"SF",18,0,"P",1,1900,122,3,1,57,0.167762959,24,15,0,48.5,1,1,"5",0,0,-11965,"dm"
"7984","2005","12","30","Friday",NA,1,"SF",23,4,"P",1,1650,0,37,1,7,0.18893738,0,24,12,38.4375,2,1,"3",1,1,-11962,"dm"
"7985","2005","12","30","Friday",NA,0,"SC",20,2,"P",1,600,278,16,1,35,0.097478577,29,24,1,68.09375,1,1,"3",166,1,-11953,"dm"
"7986","2005","12","30","Friday",NA,0,"SC",18,1,"P",1,850,0,7,1,7,0.133275525,0,22,0,41.625,1,1,"3",16,1,-11963,"dm"
"7988","2005","12","30","Friday",NA,85260,"SO",35,1,"R",2,10900,0,7,17,8,0.075464872,0,2,0,43.3828125,5,0,"3",0,17,-11949,"dm"
"7989","2005","12","30","Friday",NA,900,"SD",33,3,"R",1,9800,8804,5,10,23,0.208739613,31,16,3,15.953125,1,2,"3",525,2,-11954,"dm"
"7990","2005","12","30","Friday",NA,0,"SB",19,1,"P",1,2050,155,54,1,13,0.019494998,0,15,2,79.75,1,1,"3",0,1,-11960,"dm"
"7991","2005","12","30","Friday",NA,0,"SC",28,2,"R",3,200,496,5,1,2,0.225061751,1,4,0,44.8359375,5,1,"5",101,0,-11957,"dm"
"7992","2005","12","30","Friday",NA,1,"SO",19,1,"P",2,950,0,5,1,6,0.349882104,216,19,0,74.875,2,0,"3",861,1,-11951,"dm"
"7994","2005","12","30","Friday",NA,1,"SO",21,1,"P",1,350,30,32,1,2,0,50,3,10,83.796875,2,0,"4",0,0,-11952,"dm"
"7997","2005","12","31","Saturday",NA,1,"SD",19,1,"P",1,400,403,16,1,36,0.216705962,45,5,0,76.328125,1,0,"5",0,0,-11977,"dm"
"7998","2005","12","31","Saturday",NA,0,"SC",19,1,"P",1,250,992,12,1,23,0,0,11,0,67.328125,1,3,"3",55,1,-11978,"dm"
"7999","2005","12","31","Saturday",NA,1080,"SD",24,1,"P",2,8650,5364,5,3,15,0,31,4,4,66.734375,1,2,"3",0,3,-11970,"dm"
"8001","2005","12","31","Saturday",NA,120,"SO",18,1,"P",1,600,744,102,1,10,0,185,21,0,78.0625,1,1,"5",0,0,-11969,"dm"
"8006","2006","01","04","Wednesday",NA,1,"SM",18,1,"P",1,950,498,21,1,75,0.355167234,30,18,0,55.4140625,1,0,"3",0,1,-11982,"dm"
"8007","2006","01","04","Wednesday",NA,0,"SC",19,2,"P",1,500,340,29,1,47,0.101582215,1,15,1,73.609375,1,0,"3",0,1,-11980,"dm"
"8008","2006","01","04","Wednesday",NA,600,"SC",23,1,"R",1,350,155,22,1,30,0,0,20,0,47.7734375,1,0,"5",101,0,-11981,"dm"
"8011","2006","01","04","Wednesday",NA,0,"SO",19,1,"P",1,950,465,7,1,7,0.003593299,36,12,2,63.5390625,2,1,"3",0,1,-11992,"dm"
"8012","2006","01","04","Wednesday",NA,1,"SF",18,1,"P",1,50,0,26,1,5,0.186359137,94,18,0,49.015625,2,0,"3",0,1,-11986,"dm"
"8013","2006","01","04","Wednesday",NA,1,"SM",26,1,"R",2,1700,1,17,1,21,0,20,27,2,56.859375,2,0,"5",0,0,-11990,"dm"
"8014","2006","01","04","Wednesday",NA,0,"SO",19,2,"P",1,4000,31,7,2,10,0.000454777,10,7,10,80.640625,3,1,"3",501,2,-11988,"dm"
"8016","2006","01","04","Wednesday",NA,0,"SN",27,1,"R",1,250,155,6,1,57,0,30,11,0,70.3125,1,1,"5",0,0,-11993,"dm"
"8018","2006","01","04","Wednesday",NA,260,"SO",35,1,"R",1,100,62,2,1,14,0.071183814,0,0,0,16.25,2,0,"5",0,0,-12000,"dm"
"8019","2006","01","04","Wednesday",NA,0,"SL",28,1,"H",1,750,0,23,1,8,0,380,11,6,50.2890625,1,3,"4",0,0,-11985,"dm"
"8020","2006","01","04","Wednesday",NA,0,"SM",21,2,"P",1,1250,0,30,1,12,0,45,5,2,29.28515625,1,4,"4",0,0,-11983,"dm"
"8023","2006","01","05","Thursday",NA,0,"SO",22,2,"P",1,2400,1085,2,2,37,0.052972534,0,22,3,58.390625,1,1,"3",305,1,-12024,"dm"
"8024","2006","01","05","Thursday",NA,160,"SO",18,0,"H",1,2150,124,2,2,27,0.061486161,45,11,0,84.765625,1,2,"5",0,0,-12020,"dm"
"8025","2006","01","05","Thursday",NA,0,"SC",18,2,"P",1,750,961,5,2,25,0.158795168,100,4,0,42.84375,1,2,"3",0,2,-12011,"dm"
"8026","2006","01","05","Thursday",NA,0,"SD",19,1,"P",1,500,126,105,2,25,0.108587831,30,6,2,89.359375,1,1,"3",1352,1,-12026,"dm"
"8028","2006","01","05","Thursday",NA,0,"SN",19,2,"P",1,1450,961,2,1,7,0.003168018,1,12,7,36.4765625,1,1,"3",0,1,-12022,"dm"
"8029","2006","01","05","Thursday",NA,0,"SA",17,1,"P",1,500,0,14,1,6,0.157881711,0,7,0,56.03125,1,1,"5",101,0,-12018,"dm"
"8030","2006","01","05","Thursday",NA,0,"SH",18,1,"P",1,500,340,10,1,5,0.244016382,25,16,1,60.03125,1,1,"3",0,1,-12012,"dm"
"8031","2006","01","05","Thursday",NA,0,"SO",20,1,"P",1,200,589,16,3,2,0.679890357,71,0,3,23.984375,1,0,"1",233,3,-12021,"dm"
"8032","2006","01","05","Thursday",NA,0,"SO",26,1,"R",1,500,31,3,2,2,0.084248735,0,1,1,51.9453125,2,1,"2",47,1,-12003,"dm"
"8033","2006","01","05","Thursday",NA,800,"SN",38,2,"R",1,2500,806,13,1,27,1.022215765,110,0,8,37.8515625,1,3,"3",0,1,-12019,"dm"
"8034","2006","01","05","Thursday",NA,500,"SE",26,1,"R",1,500,62,4,1,4,0.194202303,0,0,4,44.7265625,2,0,"3",0,1,-12004,"dm"
"8038","2006","01","05","Thursday",NA,0,"SM",19,1,"R",1,1600,1180,2,1,2,0,1019,2,0,38.7890625,1,2,"4",0,0,-12008,"dm"
"8039","2006","01","06","Friday",NA,1,"SO",18,1,"P",1,950,62,27,1,30,0.323963119,49,11,0,55.203125,1,0,"3",808,1,-12044,"dm"
"8040","2006","01","06","Friday",NA,1,"SO",18,2,"P",1,50,31,40,1,15,0.283090654,0,11,0,60.1015625,1,1,"5",0,0,-12040,"dm"
"8041","2006","01","06","Friday",NA,0,"SO",19,3,"P",1,500,0,2,1,12,0.050272555,0,13,2,83.03125,1,1,"3",0,1,-12045,"dm"
"8042","2006","01","06","Friday",NA,0,"SH",28,2,"P",2,200,340,2,2,11,0.197934906,0,21,4,65.90625,2,1,"3",0,1,-12038,"dm"
"8044","2006","01","06","Friday",NA,0,"SN",23,2,"R",1,300,61,9,2,10,0,0,1,0,53.2109375,1,1,"3",0,2,-12035,"dm"
"8045","2006","01","06","Friday",NA,0,"SN",27,1,"R",2,400,0,4,1,5,0.004123454,119,0,3,39.4453125,3,1,"3",0,1,-12042,"dm"
"8046","2006","01","06","Friday",NA,0,"SE",20,3,"R",1,200,0,4,1,16,0.448630584,29,0,0,36.5234375,1,3,"5",0,0,-12047,"dm"
"8050","2006","01","07","Saturday",NA,0,"SD",20,3,"P",1,650,62,30,1,29,0.213150103,121,8,3,64.1875,2,1,"3",0,1,-12058,"dm"
"8051","2006","01","07","Saturday",NA,700,"SE",21,2,"P",1,250,713,4,2,22,0.047176923,51,23,3,48.078125,2,1,"3",0,2,-12052,"dm"
"8053","2006","01","07","Saturday",NA,0,"SH",18,1,"P",1,1300,618,29,1,8,0,206,16,0,71.453125,1,2,"3",0,1,-12057,"dm"
"8055","2006","01","07","Saturday",NA,0,"SO",21,2,"P",1,1900,1,10,2,3,0.091546393,1,6,1,59.90625,1,4,"3",2141,1,-12054,"dm"
"8057","2006","01","07","Saturday",NA,1,"SO",21,2,"P",1,700,124,18,1,1,0.296082598,280,2,2,41.3203125,1,2,"3",0,1,-12064,"dm"
"8058","2006","01","07","Saturday",NA,0,"SO",31,1,"P",1,250,0,3,3,21,0,79,23,12,61.9765625,2,1,"3",0,2,-12065,"dm"
"8060","2006","01","07","Saturday",NA,1,"SF",21,1,"R",1,750,372,3,1,33,0.40862238,0,16,2,33.03125,1,2,"3",0,1,-12068,"dm"
"8061","2006","01","07","Saturday",NA,0,"SH",20,2,"R",1,700,1,1,1,4,0.15242342,154,2,0,25.140625,1,4,"3",595,1,-12060,"dm"
"8066","2006","01","10","Tuesday",NA,0,"SM",21,3,"R",1,1900,249,26,1,36,0.118670904,0,8,3,84.546875,1,0,"3",2238,1,-12072,"dm"
"8067","2006","01","10","Tuesday",NA,1,"SE",19,1,"P",1,650,433,18,2,19,0.072696389,1,23,0,77.078125,2,0,"3",0,2,-12073,"dm"
"8068","2006","01","10","Tuesday",NA,0,"SM",26,1,"P",1,700,93,33,1,15,0,25,4,5,68.171875,1,0,"5",0,0,-12074,"dm"
"8069","2006","01","10","Tuesday",NA,0,"SD",19,1,"R",2,950,0,16,1,9,0.004731822,0,16,0,76.125,2,1,"3",567,1,-12104,"dm"
"8071","2006","01","10","Tuesday",NA,1200,"SE",23,6,"P",1,1200,556,16,4,4,0.118412155,0,0,6,61.703125,2,0,"3",1326,3,-12076,"dm"
"8072","2006","01","10","Tuesday",NA,900,"SO",46,2,"R",2,1100,2232,2,3,2,0,0,6,6,26.484375,1,0,"3",0,2,-12069,"dm"
"8073","2006","01","10","Tuesday",NA,0,"SO",30,1,"R",1,1050,92,19,2,3,0.492129066,0,0,2,39.0390625,2,0,"3",0,1,-12077,"dm"
"8074","2006","01","10","Tuesday",NA,300,"SF",19,1,"R",3,1250,1,12,2,3,0.543822596,40,0,1,29.0390625,2,1,"3",0,2,-12098,"dm"
"8076","2006","01","10","Tuesday",NA,0,"SO",21,1,"R",1,50,62,4,1,6,0,0,7,2,68.109375,1,0,"3",268,1,-12071,"dm"
"8078","2006","01","10","Tuesday",NA,0,"SB",22,2,"R",1,200,526,4,1,2,0.183130414,66,0,1,51.359375,1,0,"5",0,0,-12102,"dm"
"8079","2006","01","10","Tuesday",NA,60,"SA",19,1,"R",1,50,0,25,1,5,0.49680426,44,3,0,56.421875,1,1,"5",0,0,-12095,"dm"
"8085","2006","01","11","Wednesday",NA,0,"SO",17,0,"P",1,350,0,27,1,30,0.040910419,22,14,0,53.6640625,1,0,"5",0,0,-12113,"dm"
"8086","2006","01","11","Wednesday",NA,1040,"SA",20,0,"P",1,200,124,7,4,24,0,0,2,3,40.3046875,1,2,"3",0,2,-12108,"dm"
"8089","2006","01","11","Wednesday",NA,1,"SC",26,1,"R",1,100,155,1,1,2,0.08755147,101,11,1,74.8125,1,0,"5",0,0,-12111,"dm"
"8090","2006","01","11","Wednesday",NA,0,"SC",22,4,"R",1,350,125,6,3,61,0.106578105,0,20,0,64.546875,1,1,"5",0,0,-12110,"dm"
"8091","2006","01","11","Wednesday",NA,600,"SA",21,1,"R",1,1200,343,10,1,47,0,0,0,0,44.1015625,2,0,"5",0,0,-12123,"dm"
"8092","2006","01","11","Wednesday",NA,600,"SA",21,2,"R",1,150,403,5,1,2,0.000657759,0,22,0,21.83203125,1,0,"5",79,0,-12122,"dm"
"8093","2006","01","11","Wednesday",NA,0,"SB",20,1,"R",1,500,0,9,2,10,0,0,7,0,46.578125,1,2,"5",0,0,-12106,"dm"
"8096","2006","01","12","Thursday",NA,0,"SO",18,1,"P",1,200,63,5,1,21,0.197512782,44,4,2,36.6328125,1,4,"5",101,0,-12140,"dm"
"8097","2006","01","12","Thursday",NA,0,"SB",18,0,"P",1,750,156,21,1,11,0.029308844,0,9,0,75,2,0,"3",0,1,-12129,"dm"
"8098","2006","01","12","Thursday",NA,1,"SA",19,1,"P",1,250,0,9,1,7,0,25,19,0,72.9375,1,4,"3",207,1,-12132,"dm"
"8100","2006","01","12","Thursday",NA,1400,"SO",28,1,"R",1,7700,7781,13,2,3,0.711209009,0,0,6,19.2578125,2,2,"5",0,0,-12137,"dm"
"8102","2006","01","12","Thursday",NA,0,"SN",29,1,"R",1,3300,31,14,3,3,0.392270911,1,1,0,47.8671875,1,0,"5",0,0,-12131,"dm"
"8105","2006","01","13","Friday",NA,0,"SC",18,1,"P",1,1450,558,7,1,67,0,20,5,1,50.0625,1,1,"5",0,0,-12164,"dm"
"8106","2006","01","13","Friday",NA,1480,"SF",27,1,"P",1,800,0,6,1,38,0.159823731,41,24,0,64.1875,2,1,"3",0,1,-12147,"dm"
"8107","2006","01","13","Friday",NA,0,"SK",18,1,"P",1,350,248,4,1,32,0,1,3,1,14.58203125,1,4,"3",0,1,-12156,"dm"
"8108","2006","01","13","Friday",NA,0,"SA",21,1,"P",1,150,155,10,2,17,0.026802195,34,10,1,59.03125,2,1,"3",0,2,-12158,"dm"
"8112","2006","01","13","Friday",NA,1,"SN",27,2,"R",1,150,218,16,1,2,0,0,0,2,39.359375,2,0,"3",0,1,-12163,"dm"
"8113","2006","01","13","Friday",NA,0,"SO",19,1,"P",1,500,0,10,1,13,0.20440812,40,16,2,23.9921875,1,2,"3",0,1,-12148,"dm"
"8114","2006","01","13","Friday",NA,0,"SA",19,2,"P",1,200,340,10,1,2,0.079317381,0,3,2,28.05078125,1,1,"5",0,0,-12154,"dm"
"8116","2006","01","13","Friday",NA,400,"SO",19,1,"R",2,1150,93,1,2,1,0,0,0,0,49.0390625,1,1,"5",101,0,-12153,"dm"
"8117","2006","01","13","Friday",NA,1,"SO",38,1,"R",1,100,496,4,1,2,0,675,2,3,31.73828125,2,2,"4",0,0,-12152,"dm"
"8122","2006","01","14","Saturday",NA,1,"SC",19,2,"P",2,4350,218,9,4,5,0.529629611,240,14,0,28.31640625,2,1,"2",1003,2,-12193,"dm"
"8123","2006","01","14","Saturday",NA,0,"SB",17,1,"P",1,500,279,12,2,6,0.758554611,1,0,0,51.1484375,2,4,"5",101,0,-12171,"dm"
"8126","2006","01","14","Saturday",NA,700,"SO",27,1,"R",1,6500,1425,5,4,4,0.24598718,44,0,2,48.6015625,2,2,"3",0,4,-12168,"dm"
"8127","2006","01","14","Saturday",NA,800,"SE",28,3,"P",1,1050,0,20,1,3,0.297275633,50,16,0,43.375,1,1,"3",0,1,-12189,"dm"
"8128","2006","01","14","Saturday",NA,1,"SO",20,1,"R",1,750,216,11,1,2,0,265,28,0,24.1171875,1,4,"3",0,1,-12173,"dm"
"8131","2006","01","14","Saturday",NA,1,"SK",19,2,"R",1,250,185,36,1,9,0,1601,2,0,45.625,3,1,"4",0,0,-12194,"dm"
"8133","2006","01","14","Saturday",NA,0,"SD",23,1,"R",1,100,622,1,1,19,0,0,10,0,25.71875,1,4,"4",0,0,-12166,"dm"
"8140","2006","01","17","Tuesday",NA,0,"SD",22,1,"R",1,1500,249,26,3,28,0.262507292,0,7,1,42.0234375,2,0,"3",925,2,-12204,"dm"
"8142","2006","01","17","Tuesday",NA,600,"SL",19,1,"P",1,750,61,16,1,24,0.075246819,54,18,0,67.78125,2,1,"3",0,1,-12219,"dm"
"8145","2006","01","17","Tuesday",NA,0,"SH",26,4,"P",1,1000,0,36,2,9,0.09992761,0,0,5,9.208984375,1,0,"5",0,0,-12209,"dm"
"8146","2006","01","17","Tuesday",NA,0,"SO",22,1,"R",1,200,0,18,2,5,0.366520463,0,2,6,35.640625,1,2,"5",0,0,-12237,"dm"
"8147","2006","01","17","Tuesday",NA,0,"SA",18,0,"P",1,1000,0,4,1,4,0,35,12,0,58.203125,1,0,"5",101,0,-12196,"dm"
"8148","2006","01","17","Tuesday",NA,0,"SG",27,1,"R",1,300,93,11,1,27,0.220180288,14,16,0,74.9375,3,0,"5",0,0,-12205,"dm"
"8149","2006","01","17","Tuesday",NA,940,"SE",27,1,"R",1,3550,217,4,4,56,0,0,23,2,50.9609375,2,1,"3",3553,4,-12220,"dm"
"8152","2006","01","17","Tuesday",NA,1500,"SC",25,2,"H",1,950,340,33,1,10,0.02088481,0,0,1,46.3046875,2,0,"3",8,1,-12211,"dm"
"8153","2006","01","17","Tuesday",NA,560,"SB",24,2,"R",1,1600,746,25,1,27,0.312193537,93,0,0,50.390625,1,3,"2",2301,0,-12238,"dm"
"8154","2006","01","17","Tuesday",NA,0,"SF",20,1,"P",1,100,31,24,1,16,0.018978576,0,13,0,61.4296875,1,2,"3",133,1,-12226,"dm"
"8157","2006","01","17","Tuesday",NA,1140,"SO",27,0,"R",1,4050,465,8,1,4,0.024584524,0,4,1,34.6328125,2,0,"3",0,1,-12200,"dm"
"8158","2006","01","17","Tuesday",NA,0,"SC",20,1,"R",1,750,651,6,1,2,0,0,14,2,59.1875,3,1,"3",0,1,-12223,"dm"
"8159","2006","01","17","Tuesday",NA,0,"SF",21,1,"R",1,750,126,4,1,16,0.002361316,0,3,0,54.6953125,1,3,"3",0,1,-12231,"dm"
"8160","2006","01","17","Tuesday",NA,440,"FT",20,1,"R",1,350,0,1,1,5,0.512248645,0,1,0,29.5,2,0,"5",101,0,-12210,"dm"
"8163","2006","01","17","Tuesday",NA,0,"SC",23,4,"P",1,200,402,21,1,20,0.275526857,0,15,1,67.140625,1,1,"5",0,0,-12218,"dm"
"8168","2006","01","18","Wednesday",NA,0,"SC",26,1,"P",1,250,499,13,3,59,0.041960946,93,26,7,88.203125,1,1,"3",1994,2,-12242,"dm"
"8169","2006","01","18","Wednesday",NA,1,"SE",24,1,"P",1,300,186,43,1,20,0,185,26,3,39.84375,1,2,"3",0,1,-12260,"dm"
"8170","2006","01","18","Wednesday",NA,300,"SD",20,2,"P",1,1300,0,18,2,16,0.929306271,220,1,1,52.5,2,1,"3",393,1,-12253,"dm"
"8172","2006","01","18","Wednesday",NA,1180,"SO",39,2,"R",1,250,31,14,3,4,0.365550271,0,3,3,17.51953125,1,1,"3",0,2,-12248,"dm"
"8173","2006","01","18","Wednesday",NA,700,"SB",23,1,"R",1,100,155,17,2,2,0.13301567,0,2,2,56.890625,1,2,"3",0,1,-12246,"dm"
"8175","2006","01","18","Wednesday",NA,600,"SO",24,2,"R",1,300,0,44,1,2,0.161206023,0,6,5,32.15625,1,1,"5",0,0,-12251,"dm"
"8177","2006","01","18","Wednesday",NA,1080,"SO",44,1,"R",1,1750,745,20,2,4,0.272713002,1,0,0,46.1953125,1,1,"2",622,2,-12252,"dm"
"8178","2006","01","18","Wednesday",NA,260,"SB",21,0,"R",2,200,153,1,1,10,0.013974688,0,2,0,59.53125,1,1,"3",2,1,-12244,"dm"
"8179","2006","01","18","Wednesday",NA,500,"SA",23,1,"R",1,1300,0,5,1,3,0.250153333,1,19,3,63.8984375,1,0,"5",0,0,-12261,"dm"
"8187","2006","01","19","Thursday",NA,0,"SF",18,1,"R",1,400,0,18,3,1,0.124298841,215,0,0,11.11914063,1,0,"5",0,0,-12275,"dm"
"8191","2006","01","19","Thursday",NA,600,"SE",27,1,"R",1,450,279,43,1,4,0,30,3,0,73.390625,1,1,"5",0,0,-12264,"dm"
"8193","2006","01","19","Thursday",NA,1,"SF",20,3,"P",1,1150,0,7,2,8,0.070956672,35,13,12,76,1,3,"3",0,2,-12269,"dm"
"8194","2006","01","19","Thursday",NA,1800,"FT",42,0,"R",8,3900,1302,2,3,1,0.102208392,35,3,0,15.80273438,5,0,"2",0,3,-12266,"dm"
"8196","2006","01","20","Friday",NA,0,"SK",20,2,"P",1,200,0,10,1,29,0.04748603,0,21,3,64.734375,1,3,"3",0,1,-12282,"dm"
"8197","2006","01","20","Friday",NA,0,"SC",19,1,"P",2,100,249,11,1,24,0.085479242,20,6,2,69.890625,2,1,"5",0,0,-12284,"dm"
"8199","2006","01","20","Friday",NA,1,"SO",17,1,"P",1,500,372,5,2,7,0.338618342,19,18,0,60.2109375,1,1,"5",101,0,-12279,"dm"
"8200","2006","01","20","Friday",NA,0,"SB",18,1,"P",1,50,402,13,1,4,0.006609377,94,3,0,20.62109375,3,3,"5",0,0,-12278,"dm"
"8201","2006","01","20","Friday",NA,0,"SE",34,1,"R",1,2700,3069,9,5,2,0.264808605,20,0,4,12.34960938,3,2,"3",0,2,-12294,"dm"
"8203","2006","01","20","Friday",NA,1200,"SE",23,2,"P",1,750,186,2,1,24,0.027320229,0,22,5,70.578125,1,0,"5",0,0,-12277,"dm"
"8207","2006","01","20","Friday",NA,120,"SB",18,2,"P",1,950,0,2,1,14,0,0,13,1,82.640625,3,0,"4",0,0,-12289,"dm"
"8208","2006","01","20","Friday",NA,120,"SB",18,1,"P",1,50,0,39,1,39,0,126,19,2,72.84375,2,3,"4",0,0,-12288,"dm"
"8214","2006","01","21","Saturday",NA,0,"SN",18,0,"P",1,750,62,8,2,10,0,45,8,0,68.375,1,3,"3",0,1,-12317,"dm"
"8216","2006","01","21","Saturday",NA,0,"SB",21,4,"P",3,1400,527,2,3,5,0.114976552,65,12,4,66.515625,2,1,"3",0,1,-12326,"dm"
"8218","2006","01","21","Saturday",NA,0,"SD",20,1,"P",1,2650,558,8,1,5,0.196063648,85,4,3,43.0078125,1,4,"3",0,1,-12319,"dm"
"8219","2006","01","21","Saturday",NA,0,"SH",19,1,"P",1,100,1,42,2,3,0,0,11,0,77.8125,1,0,"5",101,0,-12304,"dm"
"8220","2006","01","21","Saturday",NA,0,"SO",16,1,"P",1,1300,124,9,1,3,0,0,12,0,42.6796875,1,1,"5",0,0,-12318,"dm"
"8224","2006","01","21","Saturday",NA,1320,"SE",31,1,"R",1,100,371,3,1,15,0.026902235,29,0,3,16.015625,1,2,"3",856,1,-12315,"dm"
"8225","2006","01","21","Saturday",NA,1,"SE",23,2,"R",1,150,1240,14,1,1,0.100507354,45,6,1,2.955566406,1,2,"5",49,0,-12327,"dm"
"8229","2006","01","24","Tuesday",NA,0,"SD",25,1,"R",1,500,0,46,1,13,0.158031823,0,13,8,23.3828125,1,1,"5",0,0,-12347,"dm"
"8230","2006","01","24","Tuesday",NA,2200,"SE",31,1,"R",1,2350,2511,21,2,10,0.135277183,65,4,3,58.875,2,0,"3",0,1,-12340,"dm"
"8231","2006","01","24","Tuesday",NA,0,"SB",20,1,"P",1,300,247,6,1,4,0.134557541,30,21,2,67.4375,2,0,"5",0,0,-12356,"dm"
"8233","2006","01","24","Tuesday",NA,0,"SD",29,1,"R",2,100,0,4,1,9,0.023929935,260,0,2,10.55273438,3,0,"5",0,0,-12338,"dm"
"8234","2006","01","24","Tuesday",NA,4000,"SO",46,1,"H",1,7500,2480,20,6,3,0,101,19,4,85.921875,1,2,"3",0,3,-12342,"dm"
"8235","2006","01","24","Tuesday",NA,340,"SO",30,2,"R",1,1200,0,5,5,5,0.543049095,0,0,2,23.98828125,1,1,"3",1094,4,-12362,"dm"
"8236","2006","01","24","Tuesday",NA,0,"SO",42,2,"H",2,10500,1706,7,3,20,0.268210243,0,11,12,34.2734375,2,0,"3",2040,2,-12328,"dm"
"8237","2006","01","24","Tuesday",NA,0,"SD",24,1,"R",1,250,496,3,3,75,0.089135695,1245,6,2,68.96875,1,1,"3",0,1,-12359,"dm"
"8238","2006","01","24","Tuesday",NA,0,"SO",29,1,"R",1,150,1,2,3,21,0.260284848,480,28,0,43.34375,2,1,"3",92,2,-12351,"dm"
"8239","2006","01","24","Tuesday",NA,140,"SO",18,0,"P",1,300,713,17,2,1,0.271513374,125,4,1,50.0546875,1,0,"5",0,0,-12348,"dm"
"8240","2006","01","24","Tuesday",NA,0,"SN",22,3,"R",1,950,1550,21,2,12,0.3173264,110,1,1,26.26171875,2,1,"2",0,0,-12365,"dm"
"8241","2006","01","24","Tuesday",NA,0,"SO",19,1,"R",1,250,992,6,2,4,0.224214481,56,1,0,57.1640625,1,3,"3",273,2,-12361,"dm"
"8242","2006","01","24","Tuesday",NA,1,"SB",23,1,"R",1,200,216,5,1,4,0,0,2,0,65.21875,1,1,"4",0,0,-12367,"dm"
"8243","2006","01","24","Tuesday",NA,200,"SO",18,1,"P",1,200,2077,32,1,8,0,126,8,0,52.9140625,1,0,"4",101,0,-12366,"dm"
"8244","2006","01","24","Tuesday",NA,0,"SC",18,2,"R",1,100,0,12,2,31,0.262260165,0,8,0,51.7578125,1,2,"3",0,2,-12360,"dm"
