"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","GOOD","id","app_id","na_prop"
"9793","2006","06","14","Wednesday",260,"SO",19,1,"P",1,612,335.71,1,1,3,0.326654173,9,4,0,69.453125,2,0,"3",0,1,"0","dm",14857,0.166666666666667
"9794","2006","06","14","Wednesday",0,"SL",19,1,"P",1.12,516.5,288.05,13.71,1.05,10.44,0.037495987,42.31,7.45,0.46,43.8828125,1.14,2.07,"5",35.58,0,"0","dm",14865,0.2
"9804","2006","06","15","Thursday",1,"SA",21,1,"P",1,200,285.93,2,2,18,0.016946179,45.13,11.65,4,70.765625,2,1,"3",234,2,"0","dm",14877,0.333333333333333
"9805","2006","06","15","Thursday",0,"SO",21,1,"P",2,200,1,2,1,7,0.333642919,1,17,4,47.9609375,3,0,"3",0,1,"0","dm",14849,0.2
"9806","2006","06","15","Thursday",400,"SO",19,1.04,"P",1.17,527.5,364.63,23,1,10.7,0.025678905,27.03,2,0.78,51.23023437505,1.15,2.19,"5",30.83,0,"0","dm",14843,0.2
"9820","2006","06","16","Friday",700,"SB",22,1.09,"R",1.35,655.5,600.22,16.31,1.28,19.29,0,37.08,13.72,2.14,55.85339355469,1.08,1.64,"4",56.66,0,"0","dm",14867,0.3
"9821","2006","06","16","Friday",1,"SO",18,0,"P",1.15,541,326.63,13.93,1.05,20.52,0.133804019,45.47,14.25,0.52,84.3125,1.11,3,"5",76.25,0,"0","dm",14858,0.2
"9828","2006","06","17","Saturday",0,"SB",21,1.09,"R",2,749,442.073333333333,3,2,18.73,0.200217659,0,11.39,1.995,61.53125,1,1.20466666666667,"3",0,2,"0","dm",14846,0.266666666666667
"9829","2006","06","17","Saturday",2,"SB",26,1.02,"R",1.32,761.5,500.573333333333,14.58,1.17,17.84,0.128443006,28.37,11.34,1.87,54.3046875,1.08,1.56,"5",157.93,0,"0","dm",14870,0.366666666666667
"9847","2006","06","20","Tuesday",120,"SE",22,2,"P",1.31,492,354.81,16.19,1.32,22.18,0,92.21,12.51,2.14,20.84765625,2,0,"5",170.34,0,"0","dm",14844,0.333333333333333
"9848","2006","06","20","Tuesday",0,"SA",20,1,"P",1.18,549.5,331.96,14.72,1.21,19.65,0,33.61,12,2,87.84375,1.12,1.56,"5",120.62,0,"0","dm",14894,0.133333333333333
"9863","2006","06","21","Wednesday",0,"SB",19,1,"P",1.12,950,357.53,6,1,8,0.132362192,0,7.83,2,64.828125,1,2,"3",0,1,"0","dm",14893,0.0333333333333333
"9864","2006","06","21","Wednesday",0,"SF",20,1,"P",1.07,601,396.8,9,1,6,0.155136434,0,2,2,70.921875,1,2,"3",0,1,"0","dm",14896,0.0666666666666667
"9865","2006","06","21","Wednesday",0,"SO",18,0.88,"P",1.28,626.5,308.63,15.37,1.13,5,0,32.36,26,0.55,30.48046875,1.1,1.71,"5",51.7,0,"0","dm",14888,0.2
"9866","2006","06","21","Wednesday",1,"SO",19,0,"P",1,200,206.39,6,1,5,0,50,3,0,83.46875,1,2,"3",0,1,"0","dm",14889,0.233333333333333
"9878","2006","06","22","Thursday",300,"FT",21,1.4,"P",1.45,621,356.58,43,1,3,0.111913272,46.2,10,2.1,49.34375,1,0.86,"3",0,1,"0","dm",14890,0.3
"9879","2006","06","22","Thursday",700,"SO",21,1.18,"R",1.43,554,554.38,14.12,1.26,3,0.085823356,26.03,11.7,1.97,49.578125,1.27,1.88,"5",49.5766666666667,0,"0","dm",14905,0.1
"9880","2006","06","22","Thursday",0,"SO",29,1,"P",2,50,62,3,3,18.45,0,47.13,11.67,2,46.75842773438,3,1,"3",52,1,"0","dm",14917,0.333333333333333
"9881","2006","06","22","Thursday",2700,"SA",22,2.34,"R",1.98,2174,1072.56,18.9,1.63,14.79,0.055834544,70.44,14.19,2.62,23.4765625,1,2,"5",731.2,0,"0","dm",14919,0.333333333333333
"9882","2006","06","22","Thursday",400,"SB",20,1.1,"R",1.38,488.5,400.48,18.38,1.2,16.77,0.425658687,41.08,10.52,1.77,54.40625,1,1,"5",88.52,0,"0","dm",14916,0.133333333333333
"9894","2006","06","23","Friday",200,"SF",24,1.15,"R",1.55,50,344.5,12,1,17.47,0.011574915,60.41,10.34,0,30.9921875,3,0,"2",152.06,0,"0","dm",14907,0.3
"9901","2006","06","24","Saturday",0,"FT",19,0.96,"R",1.27,637,458.65,14.92,1.26,12.19,0.080808212,68.51,10.39,1.09,18.4140625,1.19,1.48,"5",93.46,0,"0","dm",14912,0.133333333333333
"9917","2006","06","27","Tuesday",1,"SO",18,0.88,"P",1.15,454.5,266.6675,12.95,1.05,15,0.00927334,37.81,11,0,67.1875,1.09,1.5,"5",66.944,0,"0","dm",14906,0.3
"9918","2006","06","27","Tuesday",880,"SO",22,2.51,"P",1.66,1521.5,863.03,28,2,5,0.044540637,73.16,12,3.13,36.8359375,1,0,"3",1118,1,"0","dm",14920,0.333333333333333
"9919","2006","06","27","Tuesday",0,"SD",19,0,"H",2,1500,547.5675,5,2,4,0.059092368,320,8.8,0,37.0234375,2,2,"3",152,1,"0","dm",14904,0.166666666666667
"9920","2006","06","27","Tuesday",0,"SO",20,1,"R",1.15,200,277.03,12,1,4,0.384616274,66,17,2,51.1875,1,1,"3",195,1,"0","dm",14908,0.166666666666667
"9921","2006","06","27","Tuesday",200,"SA",21,3,"P",1.46,1040.5,485.3,8,3,4,0.362676911,31,16,3,54.3671875,1,0,"3",0,1,"0","dm",14930,0.233333333333333
"9934","2006","06","28","Wednesday",0,"SO",19,0.86,"P",1.03,461.5,406.29,14.83,1.06,13.32,0,42.18,10.48,0.79,53.14688476563,1.15,2.03,"4",44.83,0,"0","dm",14937,0.133333333333333
"1","2005","07","01","Friday",0,"SB",19,1,"P",1,500,250,5,1,13,0,18.13,3,1,61.7701171875,1.02,2.54,"3",0,0,NA,"hold",22,0.333333333333333
"2","2005","07","01","Friday",0,"SO",29,2,"R",1,746.5,536.17,5,1,12.56,0.007529167,89,4.69,1.48,68.859375,1,1,"3",0,0,NA,"hold",3,0.3
"4","2005","07","01","Friday",0,"SO",16,0,"P",1.05,346,179.45,19.4,1.03,17.69,0.208693366,34.81,11.78,0.36,65.328125,1.02,2.42,"5",6.47999999999885,0,NA,"hold",5,0.3
"5","2005","07","01","Friday",600,"SE",18,0,"P",1.21,532.5,326.196666666667,11,1,14.66,0.545006987,80,8.04,0,51.234375,1,2,"3",37,1,NA,"hold",4,0.0666666666666667
"6","2005","07","01","Friday",0,"SF",16,0,"P",1.2,571,426.89,25.73,1.2,2,0.429499278,47.255,0,0.67,59.4765625,1.1,2.11,"5",37.7299999999989,0,NA,"hold",14,0.0333333333333333
"10","2005","07","01","Friday",0,"SO",20,1,"P",1.48,200,647.97,24,5,19,0.226873838,0,12,6,57.515625,2,0,"1",290,4,NA,"hold",32,0.166666666666667
"15","2005","07","01","Friday",0,"SE",21,1,"P",1.22,1200,615.69,20,2,13.34,0.523693159,37.505,10.83,3,42.6796875,1,0,"3",363,1,NA,"hold",39,0.133333333333333
"23","2005","07","02","Saturday",1,"SO",19,2,"P",1,200,188.94,2,1,5,0.086232583,25.26,2,1,53.9921875,1.07,2.42,"3",0,0,NA,"hold",48,0.3
"26","2005","07","02","Saturday",500,"SL",25,1.33,"R",1.12,854,490.706666666667,22.51,1.25,9.56,0.084350414,46.09,5.61,1.56,40.1796875,1.03,2.17,"5",8.86999999999905,0,NA,"hold",72,0.233333333333333
"28","2005","07","02","Saturday",0,"SO",19,1,"P",1,632,420.93,6,3,12.92,0.031082119,0,0,3,66.28125,2,1,"3",0,2,NA,"hold",84,0.2
"30","2005","07","02","Saturday",380,"SD",16,0.45,"P",1.23,640,470.84,26.49,1.26,15.28,0.856112704,47.0333333333333,9.67666666666667,0.49,43.3046875,1.08,2.08,"5",43.949999999999,0,NA,"hold",68,0.0666666666666667
"31","2005","07","02","Saturday",0,"SE",30,0,"P",1.32,1861,1035.05,13,3,21,1.03741033,65.04,12,5.34,56.625,1,1,"3",0,0,NA,"hold",71,0.2
"33","2005","07","05","Tuesday",0,"SA",19,0,"P",1.4,1450,31,9,1.8,7,0,25,5,1,86.515625,1,2,"5",393.455,0,NA,"hold",54,0.333333333333333
"34","2005","07","05","Tuesday",0,"SA",20,2,"R",1.11,453.5,359.61,65,1,4,0.063900195,43.25,7.13,1.39,52.6953125,1.02,2.1,"3",0,0,NA,"hold",78,0.133333333333333
"35","2005","07","05","Tuesday",260,"SO",19,0.73,"P",1.11,479.166666666667,276.1,15.8066666666667,1.3,8,0,41.12,10,1.58,44.4453125,1.01,1.9,"5",14.479999999999,0,NA,"hold",76,0.233333333333333
"36","2005","07","05","Tuesday",0,"SA",24,0,"R",1.32,585.5,515.15,22,2,8.77,0.094695772,123.36,5.72,1,45.8359375,1,0.79,"2",0,1,NA,"hold",49,0.133333333333333
"39","2005","07","05","Tuesday",1,"SD",19,0,"P",1.19,583.5,301.25,23.96,1.38,4,0,38.72,9.21,1.16,75.859375,1.08,1.88,"5",18.4599999999992,0,NA,"hold",59,0.3
"40","2005","07","05","Tuesday",0,"SO",20,0,"P",1.26,431.833333333333,302.56,19,1,14,0.057799896,110,6,1,47.03125,1,1,"3",0,0,NA,"hold",75,0.166666666666667
"41","2005","07","05","Tuesday",0,"SM",19,0,"P",1.13,300,175.96,15,1.38,27,0.04827386,38.65,12,3,77.671875,1.06,2.08,"5",60.1599999999992,0,NA,"hold",112,0.2
"43","2005","07","05","Tuesday",1,"SF",20,1,"P",1.24,550,0,6,2,27,0.113545652,0,15,1,71.828125,1,1.18,"3",63,2,NA,"hold",100,0.333333333333333
"45","2005","07","05","Tuesday",600,"SC",22,2.5,"P",1.31,797,408.35,19,1.49,22.91,0.045381153,37.81,13.145,3.13,23.234375,1,0,"5",369.39,0,NA,"hold",98,0.1
"46","2005","07","05","Tuesday",0,"SM",38,4,"H",1.29,950,598.5,18,1,11,0,0,7.34,0,59.72873046875,1.05,1.87,"3",0,0,NA,"hold",107,0.2
"48","2005","07","05","Tuesday",0,"SO",22,1,"P",1.3,150,0,14,1,30,0,61,11.74,2.88,48.7265625,1,1.29,"3",513,1,NA,"hold",109,0.133333333333333
"50","2005","07","05","Tuesday",0,"SO",20,0,"P",1.25,612.208333333333,254.58,13,1,53,0,34,12,3,76.234375,1,0,"3",0,0,NA,"hold",103,0.233333333333333
"53","2005","07","05","Tuesday",800,"SO",23,0,"P",6,1500,1170.56,5,13,76,0,135.455,17,5.24,70.03125,5,0,"3",1454,8,NA,"hold",126,0.266666666666667
"55","2005","07","05","Tuesday",1,"SB",20,2,"P",1.34,506,386.67,36,1,22.64,0.160126752,47.45,10.96,2.15,75.828125,2,0,"3",0,0,NA,"hold",152,0.0333333333333333
"57","2005","07","05","Tuesday",800,"SH",20,1.17,"P",1.33,50,260.04,15,1,11,0,1,11,2.075,47.0078125,1,0,"3",42,1,NA,"hold",132,0.366666666666667
"63","2005","07","06","Wednesday",0,"SO",19,0.86,"P",1.02,397,128.79,12.37,1.09,4,0.124969634,22.075,9,2,72.109375,1.01,2.57,"5",2.41999999999886,0,NA,"hold",127,0.233333333333333
"65","2005","07","06","Wednesday",500,"SO",21,1.42,"R",1.05,490.5,311.31,26.51,1.12,14.935,0.012171984,23.59,10.55,1.29,52.2890625,1.03,2.39,"5",42.019999999999,0,NA,"hold",146,0.1
"66","2005","07","06","Wednesday",120,"SB",19,0.66,"P",1.25,587.5,431.166666666667,9,2,57,0,131.22,13,1.53,34.359375,1,1.99,"1",0,1,NA,"hold",134,0.1
"69","2005","07","06","Wednesday",0,"SC",18,0,"P",1.1,100,196.695,9,1,28,0.298273993,0,16,0,48.890625,1,3,"3",6,1,NA,"hold",185,0.3
"70","2005","07","06","Wednesday",0,"SE",18,0.29,"P",1.01,404,186.54,17.9133333333333,1.06,10,0,21.78,18,0,86.953125,1.01,2.08,"5",31.8299999999989,0,NA,"hold",181,0.1
"71","2005","07","06","Wednesday",400,"SB",18,0.67,"P",1,484,211.52,1,1.2,5,0.095065985,0,4,0.71,35.953125,1,1,"5",45.41,0,NA,"hold",173,0.2
"72","2005","07","06","Wednesday",0,"SO",23,2,"P",1.18,582.5,351,26,1,6,0.075540484,30.39,1,2,66.71875,1,1,"3",0,0,NA,"hold",182,0.4
"76","2005","07","06","Wednesday",0,"SE",22,5,"P",2,3900,0,3,1,1,0.056773714,0,12,1,62.484375,3,1,"3",0,0,NA,"hold",159,0.2
"78","2005","07","06","Wednesday",0,"SA",20,0,"R",2,899.5,501.89,3,3,11.61,0.615962487,237,7.575,2.04,45.1015625,3,0,"3",363,3,NA,"hold",189,0.333333333333333
"79","2005","07","06","Wednesday",0,"SO",16,0,"R",1.04,440,348.48,25.995,1.01,20.5033333333333,0.274550767,34.04,13.8,0.36,60.7109375,1.06,2.42,"5",23.2799999999989,0,NA,"hold",184,0.233333333333333
"82","2005","07","07","Thursday",0,"SA",20,1.17,"R",1.07,452,262.04,17.44,1.15,20.64,0,17.8,13.21,1.35,67.53125,1.01,2.34,"5",21.9099999999989,0,NA,"hold",221,0.1
"84","2005","07","07","Thursday",1,"SN",34,0,"R",1.41,4150,1311.13,13,1,8.75,0.142291978,94.75,11.25,7,21.40234375,1.22,2.34,"3",0,0,NA,"hold",214,0.233333333333333
"85","2005","07","07","Thursday",500,"SO",18,0.61,"P",1,385,290.46,5,1.23,13,0.10262367,40,12.68,0.59,26.87109375,1,2,"5",26.71,0,NA,"hold",196,0.233333333333333
"90","2005","07","07","Thursday",560,"FT",18,0.61,"P",1.38,683,482.52,30.98,1.59,2,0.003489353,91.99,7.31,0,53.578125,1.15,1.88,"5",70.2399999999993,0,NA,"hold",209,0.333333333333333
"91","2005","07","07","Thursday",0,"SA",17,0,"P",1.08,450,253.64,30.25,1.09,37,0.033888234,30.32,12,0,73.25,1.01,2.04,"5",4.14999999999902,0,NA,"hold",207,0.366666666666667
"92","2005","07","07","Thursday",0,"SG",32,0,"R",1.23,776.5,751.87,25,1,7.84,0.08639102,165,5.41,1.55,48.390625,1,1,"3",0,0,NA,"hold",206,0.233333333333333
"93","2005","07","07","Thursday",1,"SH",21,4,"P",1.51,2400,343,16,2,3,0,97,2,1,71.40625,1,0,"3",2388,2,NA,"hold",255,0.233333333333333
"94","2005","07","07","Thursday",0,"SA",23,4,"R",1.09,678,480.206666666667,26.96,1.29,10.75,0.106779598,35.81,8.87,1.48,54.7578125,1.01,2.04,"5",54.9999999999993,0,NA,"hold",252,0.333333333333333
"95","2005","07","07","Thursday",1,"SL",25,2,"R",1.2,717.5,506.016666666667,25.34,1.38,9.18,0,41.92,7.56,1.26,43.21875,1.02,2.05,"5",41.6599999999992,0,NA,"hold",251,0.1
"96","2005","07","07","Thursday",0,"SN",31,1,"R",1.95,200,901,12,3,19,0.687744049,170.23,12.06,5.35,20.9296875,3,1,"1",0,1,NA,"hold",228,0.333333333333333
"98","2005","07","07","Thursday",820,"SO",32,1.3,"R",1.29,1700,124,7,1,9.29,0.181158869,0,9.01,2.07,49.5752539063,1.07,3,"3",0,0,NA,"hold",229,0.0333333333333333
"99","2005","07","07","Thursday",0,"SF",21,1,"P",2,1321.5,499.75,5,2,24,0.263958697,0,19,3,43.3046875,3,0,"3",604,2,NA,"hold",246,0.233333333333333
"101","2005","07","07","Thursday",1,"SB",21,0,"P",1,500,496,1,1.9,7,0,50,15,5,63.2265625,2,0,"5",128.46,0,NA,"hold",253,0.1
"103","2005","07","07","Thursday",1,"SC",17,0,"P",1.28,2513.5,1690.97,31.52,1.58,26.79,0,56.04,15.42,11,60.0546875,1.06,2,"5",179.6,0,NA,"hold",239,0.266666666666667
"105","2005","07","07","Thursday",0,"SA",18,0,"P",1,601.5,283.4,2,3,59,0.063940404,21.275,12,0,48.0234375,1,1.55166666666667,"3",0,2,NA,"hold",237,0.233333333333333
"107","2005","07","08","Friday",0,"SM",31,2,"H",1.24,1450,402,10,1.59,1,0,0,8.12,4.26,83.265625,1,1,"5",556.845,0,NA,"hold",261,0.333333333333333
"108","2005","07","08","Friday",1,"SK",18,0.52,"P",1.18,761,420.07,33,1,8,0,21.58,27,0,46.3359375,1.06,2.06,"3",0,0,NA,"hold",266,0.0666666666666667
"109","2005","07","08","Friday",0,"SM",40,1,"H",1.21,39100,3596,10,1,13.76,0.034630702,0,8.73,7,48.53125,1,4,"3",1246,1,NA,"hold",262,0.333333333333333
"110","2005","07","08","Friday",1,"SO",18,0,"P",1.07,463.833333333333,235.6,15.525,1.29,17.64,0,35.41,14.545,0,82.015625,1,0,"5",53.29,0,NA,"hold",269,0.3
"112","2005","07","08","Friday",0,"SC",20,2,"P",1.14,674.333333333333,329.33,22.46,1.16,3,0,14.5,26,2,70.1875,1.03,2.16,"5",4.84999999999909,0,NA,"hold",270,0.3
"113","2005","07","08","Friday",200,"SB",18,0.51,"P",1.1,412.333333333333,289.59,20.08,1.19,7,0.044353992,32.11,22,0,31.1640625,1,0,"5",24.72,0,NA,"hold",264,0.2
"117","2005","07","08","Friday",0,"SO",23,0,"P",1.11,929,566.256666666667,27.47,1.37,7,0,40.1133333333333,0,2.1,68.234375,1.01,1.84,"5",56.869999999999,0,NA,"hold",284,0.133333333333333
"119","2005","07","08","Friday",0,"SA",25,0,"R",1.31,1022,865.73,10,2.31,9.29,0.638838325,92.11,8.75,7,31.83203125,1.13,2.24,"5",211.079999999999,0,NA,"hold",312,0.2
"123","2005","07","08","Friday",0,"SD",28,0,"R",1.14,500,496,26,4,10.34,0.043389877,75,9.57,11,50.015625,1.09,2.16,"3",0,0,NA,"hold",297,0.3
"128","2005","07","08","Friday",0,"SO",17,0,"P",1.09,508.333333333333,296.45,23.22,1.14,46,0.033422705,33.42,24,0,51.125,1.02,2.16,"5",16.909999999999,0,NA,"hold",302,0.3
"129","2005","07","08","Friday",0,"SA",20,1,"R",1.03,540,373.13,23,1,12.48,0.21843369,36.2833333333333,8.32,1.8,45.859375,1.04,2.16,"3",0,0,NA,"hold",300,0.333333333333333
"132","2005","07","08","Friday",0,"SO",20,0,"P",1.09,633.333333333333,282.16,13,2,24,0.134957249,0,12,2,68.65625,1,1.83,"3",0,1,NA,"hold",292,0.1
"134","2005","07","09","Saturday",660,"SA",25,1.03,"P",1.07,917.5,549.34,18,1.76,3,0.014480763,26.39,10.54,2.84666666666667,77.171875,1.01,2.17,"5",103.859999999999,0,NA,"hold",293,0.2
"136","2005","07","09","Saturday",0,"SN",21,1,"P",1.13,790.5,474.83,21.74,1.43,2,0.110603439,28.41,2,2,47.3046875,1.01,1.97,"5",36.7399999999991,0,NA,"hold",318,0.133333333333333
"137","2005","07","09","Saturday",1,"SD",40,2,"H",1.27,18300,7006,11,2,10.58,0.010960884,0,9.05,4,35.7421875,1.12,4,"3",0,0,NA,"hold",332,0.166666666666667
"139","2005","07","09","Saturday",500,"SO",21,2.23,"P",1.27,350,0,25,3,13,0.102890059,0,17,3.18,70.140625,1,1.95,"3",1034,3,NA,"hold",336,0.0666666666666667
"140","2005","07","09","Saturday",700,"SO",19,0,"P",1.32,500,681,9,4,22.94,0.319299262,254,10.53,0,64.84375,1,2,"1",0,1,NA,"hold",328,0.166666666666667
"141","2005","07","09","Saturday",0,"SO",20,0.89,"R",1.06,574.5,334.6,23.35,1.08,8,0.074684916,45.14,8.37,1.51,21.703125,1.02,2.44,"5",15.9799999999989,0,NA,"hold",356,0.233333333333333
"143","2005","07","09","Saturday",640,"SC",29,0,"R",1.07,1422,834.45,26,1,8.96,0.053808566,41.77,7.61,1.55,47.21875,1.04,2.32,"3",0,0,NA,"hold",347,0.366666666666667
"144","2005","07","09","Saturday",0,"SA",23,0,"P",1.19,1850,992,14,2,49,0,30,24,4,59.1015625,1,2,"3",0,1,NA,"hold",370,0.166666666666667
"146","2005","07","09","Saturday",1,"SM",22,4,"R",1.05,1579.5,555.17,58,1,31,0,32.8,8,4,63.5546875,1,3,"3",827,1,NA,"hold",375,0.2
"154","2005","07","12","Tuesday",0,"SF",21,1,"P",1.18,200,567.95,11,3,4,0.424288213,46,8,4,43.96875,1,4,"1",0,2,NA,"hold",379,0.233333333333333
"156","2005","07","12","Tuesday",0,"SO",37,0,"R",1.32,877.5,812.93,21.29,1.88,7.84,0.338299624,69.29,7.53,3.7,61.125,1,0,"5",91.94,0,NA,"hold",373,0.133333333333333
"158","2005","07","12","Tuesday",0,"SC",19,1,"P",1.11,444.5,319.73,22.24,1.11,5,0.123960845,34.8,7,1,63.9453125,1,0,"5",55.14,0,NA,"hold",372,0.266666666666667
"161","2005","07","12","Tuesday",0,"SH",28,0,"P",1.3,2077,1279.28,25,1.79,9,0,1,17,10,57.5078125,1,0,"5",200.89,0,NA,"hold",362,0.266666666666667
"162","2005","07","12","Tuesday",0,"SM",24,2,"P",1.31,1864,1006.54,18,3,25,0,30.42,18,6,71.578125,1,0,"3",1213,2,NA,"hold",391,0.433333333333333
"163","2005","07","12","Tuesday",0,"SM",20,1,"P",1.18,737.5,233.62,9,2,15,0.036978199,11.72,12,2,64.390625,1,4,"3",0,1,NA,"hold",433,0.3
"164","2005","07","12","Tuesday",1,"SO",20,2,"P",1.2,566,221.94,7,1,4,0,0,11.31,3,61.5625,1,1,"3",0,0,NA,"hold",401,0.233333333333333
"165","2005","07","12","Tuesday",0,"SD",22,1,"P",1.3,967.5,546.03,19,1,7,0,22.85,27,4,44.1875,1,1,"3",0,0,NA,"hold",390,0.166666666666667
"173","2005","07","12","Tuesday",0,"SO",22,1,"R",2,1042,559.94,6,1,8.92,0.17348474,65,7.39,1.34,57.5234375,3,1,"3",504,1,NA,"hold",431,0.266666666666667
"176","2005","07","13","Wednesday",540,"SO",20,1.64,"P",2.07,991.5,531.29,37,1,11.78,0.015572099,121.31,9.465,2.52,40.59375,3,1,"5",345.25,0,NA,"hold",410,0.3
"178","2005","07","13","Wednesday",0,"SA",19,0,"P",1.13,394.5,254.57,16.16,1.09,16.18,0.052585086,50.6833333333333,10.49,0.93,36.203125,1,1.1,"5",74.64,0,NA,"hold",395,0.166666666666667
"179","2005","07","13","Wednesday",0,"SA",18,0,"P",1.07,527.75,158.96,9,1,40,0,18.1771428571429,17,0,59.5390625,1.02,4,"3",0,0,NA,"hold",388,0.333333333333333
"181","2005","07","13","Wednesday",0,"SL",21,3,"P",1,950,404.95,5,1,3,0.028565188,1,0,0,69.5625,1,2,"3",0,0,NA,"hold",386,0.166666666666667
"183","2005","07","13","Wednesday",0,"SB",18,1,"P",1.19,511.5,205.02,24.02,1.13,5,0,33.4333333333333,4,0.53,65.35572265625,1,0,"5",15.82,0,NA,"hold",387,0.2
"184","2005","07","13","Wednesday",2,"SH",18,0,"P",1.09,454.5,234.65,36,1,34,0.056967121,28.7533333333333,7,0,73.421875,1.05,2,"3",0,0,NA,"hold",444,0.2
"185","2005","07","13","Wednesday",1,"SO",19,0,"P",1,422.5,209.19,4,1,20.81,1.071026169,34,11.38,0,54.859375,1.13,2.37,"3",0,0,NA,"hold",459,0.266666666666667
"187","2005","07","14","Thursday",700,"SB",23,1.21,"R",1.08,693.5,406.59,9,1,10.49,0.226310199,37.78,4.04,1.12,58.9453125,1.13,2.46,"3",0,0,NA,"hold",443,0.233333333333333
"188","2005","07","14","Thursday",0,"SO",17,0,"P",1.14,530.5,171.32,17.11,1.22,4,0.052284813,19.13,14.83,0.54,40.8515625,1.04,2.54,"5",6.27999999999887,0,NA,"hold",451,0.0666666666666667
"191","2005","07","14","Thursday",0,"SO",21,2.14,"P",1.35,500,155,27,1,33,0.033790593,32.34,7,4,53.8125,1,1.23,"3",1220,1,NA,"hold",437,0.2
"192","2005","07","14","Thursday",0,"SG",24,0,"P",2.02,1468.5,827.72,13,3,23,0.1391639,689,19,6,61.0703125,3,1,"3",0,0,NA,"hold",440,0.1
"194","2005","07","14","Thursday",1200,"SN",23,2,"P",1.36,800,776,9,4,81,0.141035143,46,25,5,72.546875,1,3,"3",1,2,NA,"hold",478,0.1
"197","2005","07","14","Thursday",680,"SD",27,0,"H",1,5360,1507.4,2,2,20.5133333333333,0.425858148,0,15.31,7,49.2734375,1,4,"3",15,1,NA,"hold",496,0.233333333333333
"199","2005","07","14","Thursday",0,"SF",18,1,"P",1,6600,0,4,2,23.75,0.01602155,130,12.205,10,78.296875,2,2,"3",0,1,NA,"hold",495,0.233333333333333
"202","2005","07","14","Thursday",1,"SD",20,0,"P",1,2450,594.23,2,1.88,22,0.186374583,1,26,3,55.5625,1,1,"5",277.356666666667,0,NA,"hold",491,0.433333333333333
"208","2005","07","14","Thursday",300,"SL",33,0,"R",1.3,1051,805.11,34,1,6.49,0.002715771,70.31,4.22,1.58,23.74609375,1,1,"3",0,0,NA,"hold",502,0.4
"210","2005","07","14","Thursday",1,"SL",27,3,"R",1.26,2250,713,70,2,15.81,0.442131891,48.76,7.62,0,57.125,1,4,"3",1819,1,NA,"hold",485,0.3
"211","2005","07","14","Thursday",1,"SA",33,0,"R",1,1295.5,792.79,3,1,6.84,0.082145614,160,4.41,0,48.53125,2,0,"3",0,0,NA,"hold",483,0.4
"213","2005","07","15","Friday",10,"SO",17,0.62,"P",1.13,315.5,208.97,30.17,1.05,15,0.079748106,37.14,10,0.42,66.328125,1.01,1.97,"5",4.62999999999887,0,NA,"hold",473,0.333333333333333
"214","2005","07","15","Friday",0,"SO",17,0.61,"P",1,150,226.65,1,1.06,23,0.075774368,25.56,3,0.72,80.609375,1.09,2.42,"5",11.8439999999989,0,NA,"hold",497,0.133333333333333
"215","2005","07","15","Friday",0,"SC",19,0,"P",1.09,100,217.28,18,1,23,0,42.68,11,1,60.671875,1,3,"3",121,1,NA,"hold",534,0.333333333333333
"216","2005","07","15","Friday",1,"SN",22,0,"P",1.24,824,543.88,7,1,12.27,0.271330017,90,0,0,57.5390625,1.26,2.41,"3",0,0,NA,"hold",509,0.166666666666667
"217","2005","07","15","Friday",0,"SA",19,0,"P",1.17,484,425.02,31,1,10,0,48.62,21,0,20.328125,1,1.22,"3",14,1,NA,"hold",516,0.366666666666667
"219","2005","07","15","Friday",0,"SO",23,0,"R",3,250,62,2,2,13.36,0.030386195,185,5.9,0,45,5,0,"2",175.16,0,NA,"hold",560,0.233333333333333
"220","2005","07","15","Friday",0,"SO",43,1.3,"H",1.79,5150,154,34,1,26.27,0.01157138,131.23,12.3,5,90.078125,2,2,"3",0,0,NA,"hold",547,0.4
"222","2005","07","15","Friday",0,"SB",22,2,"P",1.11,834.5,526.68,35,1,20,0.176537496,18,15.73,4,57.9453125,1.05,2.87,"3",0,0,NA,"hold",561,0.2
"223","2005","07","15","Friday",0,"SN",29,1,"R",1.33,1431.5,630.7,57,1,6.85,0,82.66,4.83,1.25,26.1875,1,1,"3",0,0,NA,"hold",592,0.5
"224","2005","07","15","Friday",1,"SO",17,1,"P",1.16,503,326.69,25.13,1.17,11.27,0,48.17,0,0.53,21.37109375,1.13,2.29,"5",12.0499999999989,0,NA,"hold",591,0.4
"227","2005","07","15","Friday",0,"SN",29,0,"P",1,1125,776.21,6,3,25,0.160335346,14,15.34,4,59.8125,2,2,"5",90.66,0,NA,"hold",587,0.233333333333333
"228","2005","07","15","Friday",0,"SD",20,0,"P",1.49,696,344.77,10,1.58,13.79,0.118397041,439,3,1,20.76171875,1,0,"5",114.18,0,NA,"hold",595,0.1
"229","2005","07","15","Friday",480,"SC",21,3,"P",1.24,950,482,30,1,18,0.042853972,19.15,22,4,70.65625,1,1,"3",614,1,NA,"hold",607,0.1
"230","2005","07","15","Friday",1580,"SO",42,1,"R",1.62,2292.5,1158.47,26.07,2.06,8.17,0,154.65,8.64,4.28,53.75,1,1,"5",318.42,0,NA,"hold",597,0.366666666666667
