"disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","app_id","app_date"
0,"SA",18,1,"P",1.06,537.738095238095,22.335,1.07,11.552,18,0,11,224.67,0.023437287,79.984375,1.05,0,15.9999999999998,"5",2.05,-7886,"21SEP2005"
0,"SC",18,1,"P",1.05,186.9,9,1,31.49,11,0,12,54.17,0,68.515625,1,1,0,"3",0,7884,"21SEP2005"
0,"SO",18,1,"P",1.01,188,7.945,1.03,30.24,19,0,14,34.24,0,68.125,1.06,0,-4.52189397037728e-13,"5",2.9,7977,"21SEP2005"
0,"SO",16,1,"P",1.01,395.5,11.4,1.01,5.19,16.6,0.73,14,58.83,0,45.5078125,1.05,0,1.30999999999951,"5",3.26,7901,"21SEP2005"
0,"SB",18,0,"P",1.2,742,36.12,1.185,35.39,18,0,14,554.44,0,78.578125,1,0,58.28,"5",0,-7935,"21SEP2005"
1,"SD",18,1,"P",1,624,2,1,0,24,0,15,250.581428571429,0,64.640625,1,1,0,"3",1,-8001,"21SEP2005"
1,"SO",19,1,"P",1.13,314,13,1,30,17,2,18,30.385,0.0239476123,79.90625,1.03,1,0,"3",2.12,-7958,"21SEP2005"
0,"SM",18,0,"P",1.21,752.5,24,1,15.61,4,0,17,209.39,0,94.5625,1,1,0,"3",1,7992,"21SEP2005"
1,"SO",24,1,"P",1.13,1267,42,1.61,30.42,27,6,18,928.82,0.1528904107,54.484375,1,0,219.05,"5",2,-7898,"21SEP2005"
0,"SM",18,1,"P",1.04,251.25,17.99,1,72.5766666666667,10,0.169999999999999,18,234.723333333333,0.2612580145,51.5390625,1.16,0,1.80999999999953,"5",2.67,7944,"21SEP2005"
0,"SM",19,0,"P",1.105,540.5,51,1,21.49,9,2,21,289.71,0,68.328125,1.01,1,0,"3",2.00875,-7921,"21SEP2005"
0,"SA",19,1,"P",1.02,453.8,11.4275,1.03,9.8,24,1,24,73.22,0,61.609375,1.02,0,9.99999999999952,"5",2.85,7851,"21SEP2005"
0,"SB",18,0,"P",1.16,484,33,1.09,37.42,21,2,27,520.39,0.0404591841,37.40625,1.06,0,30.1399999999998,"5",2.46,-7835,"21SEP2005"
200,"SK",19,2,"P",1.19,1400,8,1,33.99,10,0,29,1456,0,60.4375,1,1,0,"3",1,7989,"21SEP2005"
1,"SB",19,2,"R",2,1300,2,4,1,1,1,28,868,0.0502567875,72.453125,3,4,853,"3",0,-8016,"21SEP2005"
0,"SC",20,1,"P",1.04,542,11.85,1.06,9.96333333333333,7,1.16,29,78.4,0,63.9453125,1.06,0,-4.34283720096573e-13,"5",3,7924,"21SEP2005"
0,"SB",17,1,"R",1.16,515.166666666667,16,1,21.55,26,0,32,211.46,0,54.2265625,1.15,1,0,"3",2.865,7963,"21SEP2005"
1,"SH",18,1,"P",1.32,839,26.56,1.31,66.82,27,0,34,483.87,0.4412320843,28.8046875,1.19,0,93.1199999999999,"5",1.92,-7858,"21SEP2005"
960,"SO",24,1.59,"P",1.23,1618,6,1,0,26,4,43,649.32,0.0242632273,25.6640625,1.195,1,0,"3",2.57,7890,"21SEP2005"
0,"SM",19,1,"P",1,494,2,1,8.605,12,0,46,88.13,0.0916090843,52.265625,1.07,1,0,"3",2.18,7931,"21SEP2005"
1,"SO",19,2,"P",1.12,521.25,12.87,1.1,16.9033333333333,17,2,49,114.91,0,78.046875,1,0,125.19,"5",1,7852,"21SEP2005"
1,"SA",19,1,"P",2,350,2,1,136.02,15,0,75,63,0.0758981379,62.203125,1.61,1,0,"3",2.06,-8009,"21SEP2005"
0,"SO",22,1,"R",1.07,585.5,24.4,1.04,63.86,3.6,1.14,5.77,411.38,0.0424043192,28.2890625,1.05,0,11.2799999999997,"5",2.23,8071,"22SEP2005"
2,"SO",20,1.12,"R",1.01,605.5,17.39,1.02,19.37,6.69,1.28,10.26,295.196666666667,0,53.068203125,1.02,0,14.5499999999996,"4",2.93,8120,"22SEP2005"
1,"SO",31,0.97,"R",1.01,1289,18.37,1.06,26.98,4.81,1.06,9.02,581.84,0,53.1511328125,1.02,0,22.0899999999998,"4",2.68,8168,"22SEP2005"
0,"SO",34,2,"R",1,100,2,1,350,7.21,1.98,13.21,437.06,0.0570199005,21.1015625,1,1,109,"3",1,8143,"22SEP2005"
0,"SA",18,1,"P",1,50,6,1,53.635,8.02,0.206666666666666,12.45,62,0.0431179969,33.9296875,2,1,0,"3",0,8130,"22SEP2005"
0,"SF",19,0,"P",1.13,427,44,1,39.2266666666667,9.21,0.91,15.57,279.5,0.1572893946,55.3046875,1,1,31,"3",0.85,8167,"22SEP2005"
1,"SE",18,1,"P",1.04,644,55,1,29.16,11.155,2,17.5148484848485,149.028571428571,0.0330675443,59.953125,1.04,1,0,"3",3.02,8146,"22SEP2005"
0,"SO",19,1,"P",1,273,10.87,1.04,26.2526666666667,14.175,0.53,14.9525,36.23,0,63.828125,1.02,0,5.44999999999951,"5",3.2,8135,"22SEP2005"
0,"SC",20,1,"P",1.36,958.5,15,2,205,6,6,3,369.76,0.43552534,39.3671875,1,1,82,"3",1.13,8148,"22SEP2005"
0,"SO",20,2,"P",1.05,379,13.065,1,9.54,11,1.27,5,92.44,0,38.15625,1.01,0,14.7299999999997,"5",2.77,8056,"22SEP2005"
0,"SE",22,1,"P",1.44,709,25.23,1.3,65.92,15,5,11,481.61,0.0899665379,65.5625,1,0,153.01,"5",0,8040,"22SEP2005"
1,"SO",19,1,"P",1.14,150,10,2,0,3,2,13,185.882,0.0369962807,66,1,2,170,"3",2.37,8038,"22SEP2005"
1,"SC",18,1,"P",1.18,306.5,24,1.04,58.5416666666667,20,0.149999999999999,29,265.79,0.0836250607,54.4609375,1.1,0,8.08999999999958,"5",2,8039,"22SEP2005"
0,"SL",18,1,"P",1.15,664.166666666667,30.16,1.06,45.24,15.06,0.0399999999999994,15.88,355.875,0,52.5234375,1.02,0,34.7066666666665,"5",1.4,-8021,"22SEP2005"
1,"SO",19,0.89,"R",1.02,322.75,26.11,1,52.89,5.66,0.79,12.2255555555556,296.6,0,56.5465234375,1.06,0,-4.40820713265566e-13,"4",2.53,8034,"22SEP2005"
0,"FT",19,0.89,"R",1.27,498.5,32.59,1.03,39.38,6.8,0.79,10.48,382.32,0,47.366015625,1.04,0,6.54999999999965,"4",1.64,8041,"22SEP2005"
0,"SO",20,1,"R",1.03,601.5,21.06,1.01,22.35,5.99,1.57,10.99,271.38,0,54.5068046875,1.03,0,-4.07283096137689e-13,"4",3.03,8054,"22SEP2005"
0,"SO",22,0.86,"R",1.21,376.5,23.81,1.07,67.0366666666667,6.11,1.34,11.5,382.97,0.3367067315,31.16796875,1.07,0,21.1399999999998,"5",1.58,8076,"22SEP2005"
0,"SO",22,1.05,"R",1.02,808,19.65,1.05,24.92,3.64,1.15,9.34,436.13,0,51.803828125,1.02,0,4.75999999999963,"4",3.01,8086,"22SEP2005"
1,"SG",23,1,"P",1.1,998.5,24,1.46,42.77,10.65,2.56,20.1,592.63,0,68.3782421875,1.06,0,52.6299999999999,"4",2.3,-8097,"22SEP2005"
1,"SA",23,2,"R",1.14,482.5,25.04,1.24,29.43,7.05,0.7,10.695,386.95,0.4140129928,42.15625,1.04,0,42.0299999999999,"5",2.01,-8115,"22SEP2005"
380,"SA",21,1.15,"R",1.07,639.5,19.44,1.09,30.85,6.77,0.91,8.96,347.93,0.1150520022,54.0078125,1.04,0,7.55999999999967,"5",3.02,8142,"22SEP2005"
1,"SB",21,1.06,"R",1.32,662.5,18.02,1.92,199.81,3.53,1.52,9.93,516.214285714286,0.1244556666,9.6015625,1.31,0,29.7499999999999,"5",1.96,-8163,"22SEP2005"
0,"FT",18,0.94,"P",1.33,3938,40.6833333333333,1.57,323.02,14.01,13.9,19.55,1354.88,0,20.703125,1.3,0,133.88,"5",2.17,8175,"22SEP2005"
0,"SA",18,1,"P",1.13,232,17.64075,1.01,62.35,5.88166666666667,0.13,10.2,190.943333333333,0.0737621002,44.125,1,0,21.74,"5",1,8151,"22SEP2005"
1,"SF",18,1,"P",1.2,317.75,18.8072727272727,1,64.12,10.68,0.229999999999999,19.06,277.923333333333,0.3119025584,75.296875,2,0,29.2099999999999,"5",0,8075,"22SEP2005"
0,"SO",28,1,"R",1.34,982.5,17,2.23,75,2,7,6.27,1105.86,0.0284155633,36.4140625,1.12,0,87.0699999999999,"5",1.94,-8190,"22SEP2005"
0,"SD",24,2,"H",2,1416.5,6,1,152.99,6.22,2.82,6.548,864.05,0.0201056371,40.8984375,3,1,51,"3",1,-8091,"22SEP2005"
0,"SO",41,1,"R",1.36,1314,18,1,43.865,4.27,3.39,5.99,791.975,0.1250084485,25.6484375,1.15,0,76.7999999999999,"5",2.16,-8101,"22SEP2005"
1140,"SO",38,1,"R",2,750,4,2,0,5.374,0,6.33,0,0.1272444106,16.76171875,2,1,0,"3",1,-8159,"22SEP2005"
0,"SF",22,1,"R",1,200,5,3,0,7.24,0,10.47,386.26,0.144238811,33.4140625,1,2,165,"3",1.35,-8139,"22SEP2005"
0,"SE",28,2,"P",1,200,1,2.65,60.35,1,3.86,3,1286.89,0.4881751491,56.0390625,1,0,306.89,"5",1,-8105,"22SEP2005"
0,"SD",23,1,"P",1.15,1184,7,2,25.2,13,5,2,698.493333333333,0.1181017729,39.515625,1,2,0,"3",3,-8127,"22SEP2005"
0,"SD",20,1,"P",1.15,550,14,2,51,7.12,1.98,3,187,0.132008357,19.84375,1,2,146,"3",2,-8033,"22SEP2005"
0,"SC",19,1,"P",1.11,438.666666666667,11,1,0,0,0,4,345.19,0.0910800071,71.359375,1.04,1,0,"3",4,-8191,"22SEP2005"
0,"SO",18,1,"P",1.35,354.5,24,1,65.39,0,0,5,337.303333333333,0.2446745769,26.37890625,1.01,1,0,"3",1.81666666666667,8170,"22SEP2005"
0,"SC",21,1,"P",1.35,400,15,1.36,36,11,1,5,592.06,0.5149988811,46.96875,2,0,71.29,"5",1,-8047,"22SEP2005"
120,"SE",19,1,"P",1,447.383333333333,17.745,1.04,34.6966666666667,3,2,6,265.93,0.0759500789,71.9375,1.08,0,6.96999999999954,"5",2.82,8044,"22SEP2005"
0,"SO",18,1,"P",3,850,3,1,54,10.24,1.09,7,371,0,85.296875,1.44,1,0,"3",3,-8079,"22SEP2005"
0,"SA",18,0,"P",1.21,413.071428571429,18,2,49.27,0,0,7,291.875,0.0324739587,80.125,1,2,0,"3",0.65,-8092,"22SEP2005"
0,"SA",18,1,"P",1.02,173.5,17.8208333333333,1,54.15,6,0.0199999999999992,7,184.293333333333,0,60.90625,1.11,0,-4.39968061982654e-13,"5",2.51,8104,"22SEP2005"
1,"SE",18,1,"P",1.21,755.5,59,1,65.05,0,0.92,8,720.85,0.0627251989,58.8515625,1,1,0,"3",0,8140,"22SEP2005"
0,"SC",19,1,"P",1.16,351,18,1,0,6,3,11,161.04,0,87.140625,1.04,1,0,"3",2.75208333333333,-8188,"22SEP2005"
380,"SO",19,0,"P",1,346.25,3,2,0,4,1,12,104.52,0.0278237076,53.2265625,1,2,0,"3",1,8106,"22SEP2005"
0,"SB",20,1.23,"P",1.03,350,18,1.15,0,9,1.42,14,0,0.0824386149,44.625,1.03,0,9.41999999999966,"5",3.04,8129,"22SEP2005"
400,"SO",21,3,"P",1,550,5,3,0,5,3,16,309,0.0490655096,71.953125,1,3,105,"3",2,8107,"22SEP2005"
1,"SO",21,1,"P",1.19,606.5,24,3,23.94,11,4,15,336.595,0.4013528731,69.609375,1,1,0,"3",1.77,-8036,"22SEP2005"
0,"SL",18,0,"P",1.02,309,23,1,34.41,3,0,18,343.61,0,49.65625,1.02,1,0,"3",1.33,-8132,"22SEP2005"
800,"SH",21,3,"P",1.32,1405.5,11,3,0,21,3,24,521.93,0.0958662741,69.390625,1,2,900,"3",2.18,8137,"22SEP2005"
0,"SF",17,1,"P",1.01,236.5,19.8,1.01,55.4,3,0.0799999999999992,26,237.623333333333,0.0259477806,43.328125,1.09,0,-4.73505679110531e-13,"5",2.81,8083,"22SEP2005"
0,"SN",18,1,"P",1.16,475.5,20.49,1.06,59.755,22,0,30,300.6,0.2680812078,51.4453125,1,0,43.465,"5",0,8110,"22SEP2005"
1,"SC",18,1,"P",1.13,493.5,35.405,1.08,28.35,9,0.0699999999999998,46,318.975,0.1140259444,59.3203125,1.06,0,9.64999999999983,"5",2,-8185,"22SEP2005"
0,"SA",18,0,"P",1.18,389.1,7,2,31.4,6,0,48,258.686666666667,0.1432610871,65.1875,1,2,0,"3",3,-8179,"22SEP2005"
1,"SB",18,1,"P",1.46,586,38,1,99.5,4,0,67,479.45,0.4728779886,71.28125,1.04,1,0,"3",1.34,8100,"22SEP2005"
0,"SA",20,1,"P",1,495.5,4,1,56.3,5,2,70,295.03,0.1445987327,95.5,1.22,1,0,"3",2.52,-8173,"22SEP2005"
0,"FT",19,0.89,"R",1.27,498.5,32.59,1.03,39.38,6.8,0.79,10.48,382.32,0,47.366015625,1.04,0,6.54999999999965,"4",1.64,8291,"23SEP2005"
0,"SF",25,1,"R",1.02,911.5,23.53,1.15,54.27,3.39,1.04,8.66,448.27,0,39.046875,1.03,0,82.4299999999999,"5",2.09,8312,"23SEP2005"
0,"SL",20,1,"R",1.04,481,8,1,28.61,8.36,0,12.395,249.11,0.3600661224,57.046875,1.05,1,0,"3",2.659,8248,"23SEP2005"
0,"SE",19,1,"P",1.11,619,7,2,31,0,0,12.74,376.36,0.2929141652,74.921875,1.05,1,0,"3",3,8232,"23SEP2005"
0,"SB",18,1,"P",1.24,394.25,22,1,59.995,4,0.0499999999999996,2,269.493333333333,0.0663130891,64.40625,1,1,0,"3",0,8228,"23SEP2005"
0,"SF",19,1,"P",1.08,248.5,13,1.09,52.5366666666667,9.072,0.69,4,201.35,0.2310633012,54.078125,1,0,43.715,"5",1,8220,"23SEP2005"
0,"SO",18,1,"P",1.05,554.5,48,1,53.57,5,1,5,358.820833333333,0.1381074009,54.3984375,1.02,1,0,"3",2.39,8284,"23SEP2005"
1,"SO",18,1,"P",1.84,448.75,29.06,1.05,68.86,14,0,6,607.646666666667,0.4215923725,31.20703125,1.41,0,11.5699999999998,"5",1.33666666666667,8296,"23SEP2005"
1,"SO",19,1,"P",1.08,293,11,1.03,85,2,1,6,283.03,0.1586586903,49.546875,1.17,0,8.06999999999957,"5",3.06,8299,"23SEP2005"
0,"SF",19,1,"P",1.06,261.5,7,1,31.15,18,0.886666666666667,10,89.41,0.0268646115,78.46875,1,1,24,"3",1.16,8294,"23SEP2005"
0,"SO",20,1,"R",1.37333333333333,250,15,2,1,15,1.71333333333333,17,166.62,0.1251736609,74.90625,2,2,0,"3",0,8258,"23SEP2005"
0,"SO",18,1,"P",1.26,451.5,29.7402083333333,1.02,53.94,11,0,36,368.88,0.1164217165,81.640625,1.09,0,7.08999999999969,"5",1.35,8267,"23SEP2005"
0,"SO",19,1,"P",1,207,10.08,1.04,28.3066666666667,14.2375,0.235454545454545,16.47,35.87,0,61.857373046875,1.04,0,5.44999999999954,"5",3.04,8192,"23SEP2005"
0,"SB",19,1,"P",1.03,450,24.14,1.09,59.6,0,2,10.78,408.96,0.6144342683,63.390625,1.04,0,18.8199999999996,"5",2.36,8217,"23SEP2005"
0,"SD",19,1,"P",1.18,678,28.04,1.22,107.876666666667,9.2,0.73,27.215,491.625,0,65.69986328125,1.09,0,16.4099999999999,"4",1.93,-8241,"23SEP2005"
1,"SO",22,1.19,"R",1.06,559.5,18.58,1.07,63.44,6.49,1.2,10.95,421.28,0,32.6328125,1.05,0,5.44999999999964,"5",2.94,8268,"23SEP2005"
0,"SM",18,1,"P",1.11,399,31.59,1.03,38.75,13.64,0.0719999999999995,15.82,285.23,0.0348680692,35.9375,1,0,13.3499999999999,"5",0.33,-8286,"23SEP2005"
0,"SO",28,2,"R",1.29,711.5,22.13,1.61,93.24,1.86,1.37,6.94,604.79,0.3053625347,34.703125,1.22,0,31.9399999999999,"5",2.47,-8315,"23SEP2005"
400,"SA",20,1.13,"P",1.03,507.5,14.88,1.02,8.76,13.634,0,16.64,142.693333333333,0.0586991139,43.1796875,1.04,0,12.6099999999996,"5",2.92,8329,"23SEP2005"
1,"SB",26,1.04,"R",1.05,616.785714285714,21.2,1.1,34.09,7.01,1.41,12.45,416.92,0,49.2272265625,1.02,0,4.75999999999968,"4",2.55,8340,"23SEP2005"
0,"SO",25,0.84,"R",1.22,592,22.51,1.09,68.72,4.68,0.92,8.72,368.48,0.1410205648,15.6953125,1.04,0,32.4199999999998,"5",1.47,8346,"23SEP2005"
0,"SN",30,1,"R",1,9850,2,2.06,0,15.28,8,26.81,3441,0.0145072715,56.2109375,1,0,544.67,"5",1,-8200,"23SEP2005"
200,"SO",20,1.47,"R",1,477,5,1.35,94,5.41,0.86,11.75,328.93,0.0223226732,10.671875,2,0,83.08,"5",0,-8298,"23SEP2005"
0,"SB",21,4,"R",1.18,350,11,1.18,20.506,13.82,2.38,25.44,1,0,31.65625,1.05,0,71.0399999999998,"5",2.69,8265,"23SEP2005"
0,"SC",18,1,"P",1.03,250.333333333333,23,1,29.7266666666667,15.7258333333333,0,17.11,77.07,0,72.1875,1,1,0,"3",0.53,8196,"23SEP2005"
1,"SE",28,1,"R",1.43,758.5,13,2,121.72,3.56,1.48,6.85,687.46,0.2550120205,55.2578125,2,1,0,"3",1,-8354,"23SEP2005"
0,"FT",19,1,"R",1.06,659.5,27.63,1.04,39.24,0,1.36,8.63,502.9,0,36.6875,1.05,0,45.0299999999997,"5",2.3,8193,"23SEP2005"
0,"SO",33,0.87,"R",1.18,1027.5,21.92,1.08,63.19,4.62333333333333,0.92,6.6,504.19,0.0844863055,58.484375,1,0,196.9,"5",1,8321,"23SEP2005"
0,"FT",21,1,"P",1.17,400,7,1,70.39,9.48,1.91,11.97,353.72,0.1736562732,23.44921875,1,1,35,"3",0,8306,"23SEP2005"
0,"SF",18,1,"P",1,50,3,4,72.76,9.816,0,19.6,384.53,0.3635644484,62.609375,1,4,0,"3",0,-8275,"23SEP2005"
1,"SL",18,0,"P",1,1881.83333333333,5,1,69,6.512,6,1,648.31,0,65.9375,1.14,1,0,"3",2.4,8264,"23SEP2005"
0,"SO",23,5,"P",1.34,1467.33333333333,68,1,44.66,0,3.03,4,615.98,0.3861759333,43.9375,1,1,1521,"3",0,8253,"23SEP2005"
0,"SB",18,1,"P",1.09,313,12.5066666666667,1.1,38.29,9,1,3,145.01,0,97.296875,1,0,42.305,"5",0,8289,"23SEP2005"
0,"SF",18,1,"P",1.04,369,15,1,12.97,2,0,4,195.4,0.1466275766,73.640625,1.03,1,0,"3",1.805,-8283,"23SEP2005"
0,"SM",18,1,"P",1.06,458.5,10.73,1.07,12.49,13,0.28,5,106.646666666667,0.2290742914,72.15625,1,0,15.8299999999999,"5",1,8197,"23SEP2005"
1,"SC",22,2,"P",2.02,600,11,1,30,0,0,5,558,0.1055934769,55.4296875,3,1,1692,"3",0,-8328,"23SEP2005"
0,"SO",17,1,"P",1.01,218.5,10.32,1.02,33.4566666666667,11,0.0299999999999994,5,50.37,0,77.390625,1.04,0,5.44999999999952,"5",2.73,8300,"23SEP2005"
0,"SH",18,1,"P",1,950,3,1,0,18,0,7,0,0,66.046875,1,1,0,"3",0,8223,"23SEP2005"
0,"SH",18,0,"P",1.24,387.5,35,1,55.53,7,1,7,367.483333333333,0.0497589678,77.375,1,1,0,"3",0,8244,"23SEP2005"
0,"SM",24,1,"P",1.15,300,24,1,54,2,3,8,274.43,0.1742523089,57.2890625,1,1,62,"3",1.66,-8302,"23SEP2005"
0,"SO",18,0,"P",1.03,475.416666666667,8.95,1.02,5.94,1,0,9,135.06,0.0153086374,54.7734375,1.03,0,2.27999999999957,"5",3,8301,"23SEP2005"
0,"SO",19,1,"P",1.05,230,21,1.031,38.59,8,0,9,180.61,0,50.390625,1.03,0,19.0899999999998,"5",2.06,-8349,"23SEP2005"
1,"SA",19,0,"P",1.01,50,10,1,24.7708333333333,16,0,9,41.61,0,75.15625,1.06,1,0,"3",2.71,8219,"23SEP2005"
1200,"SJ",19,0,"P",1.13,928.3,11,2,38.7466666666667,5,2,12,403.88,0,70.703125,1.1,1,0,"3",4,8345,"23SEP2005"
1,"SD",19,1,"R",1.02,290,20.62,1.08,47.28,10,0.5925,12,277.37,0.1915901448,54.4921875,1.05,0,0.299999999999562,"5",2.49,8222,"23SEP2005"
0,"SA",18,1,"P",1,336.333333333333,1,1.19,0,17,0,11,108.365,0.360935037,49.15625,1,0,27.5433333333333,"5",1,8216,"23SEP2005"
0,"SA",23,6,"P",1.5,2650,46,1,101.46,6,5.42,13,1060.26,0,69.6875,1,1,3166,"3",1.01,-8334,"23SEP2005"
0,"SL",19,1,"P",1,1000,4,1.18,0,6,1.09,14,123,0.2859514467,65.078125,1,0,184.569,"5",2,8342,"23SEP2005"
400,"SF",22,5,"P",1.23,950,23,2,0,6,4,14,513,0.1030102877,59.0625,1,2,2593,"3",1.14,8352,"23SEP2005"
1,"SF",21,1.27,"P",1.04,50,7,1,98.3,6,4,15,316.93,0.1158654091,51.8984375,1.13,1,0,"3",2.69,8297,"23SEP2005"
0,"SO",23,1,"P",1.28,600,17,1,0,21,6,17,217.43,0.0455878149,98.765625,1,1,67,"3",0.85,8287,"23SEP2005"
0,"SO",19,1,"P",1.09,150,7,1.03,18.38,21,1,19,0,0.0354773569,56.8671875,1.03,0,5.44999999999963,"5",3.24,8280,"23SEP2005"
0,"SA",19,0,"P",1.06,287.75,19,1,19.77,10,0,24,134.45,0.0345495562,55.5625,1,1,0,"3",0,-8333,"23SEP2005"
0,"SO",21,1,"P",1.04,987,38,1,23.31,23,4,25,261.32,0.0180973074,83.140625,1.01,1,0,"3",3.03,8282,"23SEP2005"
0,"SO",18,1,"P",1.06,195,10.4383333333333,1.01,31.3066666666667,6,0,30,87.71,0.0284123986,41.515625,1.09,0,0.419999999999561,"5",2.82333333333333,8225,"23SEP2005"
0,"SK",19,2,"P",1.17,250,12,1,0,23,1,40,0,0.0907172114,84.53125,1.07,1,0,"3",2.48,-8353,"23SEP2005"
480,"SA",21,1,"P",3,2550,2,4,28,21,4,53,959,0.0580023784,47.796875,4,4,957,"3",1,8204,"23SEP2005"
0,"SO",25,1,"R",1.03,1189,17.54,1.02,35.12,4.89,1.19,9.96,414.67,0.0449218325,35.296875,1.07,0,1.24999999999974,"5",3.06,8388,"24SEP2005"
0,"SL",20,1,"P",1.04,580.5,19.4383333333333,1.09,26.07,10.5566666666667,1.8,20.06,155.32,0.6413922533,68.34375,1.02,0,17.3299999999996,"5",3.1,8435,"24SEP2005"
0,"SC",20,1.02,"R",1.26,461,18.74,1.06,72.99,5.88,0.72,8.02,377.76,0.0275216266,32.3125,1,0,49.085,"5",0,8423,"24SEP2005"
1,"SD",20,2,"P",1,560.5,4,2,66,11.65,2.23,26.1411111111111,285.53,0.0836703752,72.328125,1.07,1,0,"3",2.27,8441,"24SEP2005"
0,"SH",21,0,"R",1.42,1400,7,2,821,11.2,2.6,26.97,156,0.3470781203,72.984375,1,2,0,"3",1.19,8386,"24SEP2005"
0,"SB",22,1,"P",1.05,902.5,33,1.2,65.02,6,5,2,514.67,0.1347520184,42.71875,1.05,0,15.4299999999998,"5",2.67,8472,"24SEP2005"
0,"SO",18,0.51,"P",1,216.25,13.12,1.04,25.93,13.82,0.31,3,58.81,0,83.609375,1.03,0,0.289999999999525,"5",2.7,8452,"24SEP2005"
1,"SC",20,1,"R",1.34,568,14,1,230,22,0,8,370.47,0.0149833501,25.48828125,1,1,0,"2",2,8401,"24SEP2005"
0,"SO",18,1,"R",1.02,422,32.8,1.04,46.79,1,0.8,9,460.278333333333,0.1750258179,63.8203125,1.04,0,2.30999999999958,"5",2.87,8485,"24SEP2005"
740,"SB",21,1,"P",1.22,1350,15,1,0,24,3,17,1459,0.1770246904,51.9765625,1,1,195,"3",3,8378,"24SEP2005"
0,"SC",18,1,"P",1.02,185.4,11.0475,1.04,28.52,15,0,18,71.07,0.1947116456,40.359375,1.07,0,-4.59294824395329e-13,"5",2.56,8392,"24SEP2005"
0,"SO",18,1,"P",1,204,3,1,29.99,10,0,30,40.64,0.0154892159,93.84375,1.06,1,0,"3",2.235,8395,"24SEP2005"
1,"SL",20,1.05,"R",1.05,666.5,19.47,1.05,28.12,5.34,1.55,10.8275,341.383333333333,0,50.04796875,1.02,0,35.5799999999997,"4",2.68,8373,"24SEP2005"
0,"SO",18,1,"R",1.02,362.5,27.6933333333333,1.01,56.57,4.9,0.26,10.56,395.543333333333,0,57.065234375,1.09,0,2.79999999999954,"5",2.63,8400,"24SEP2005"
1,"SD",19,0.78,"R",1.02,421.5,26.82,1.05,43.61,6.46,1.166,14.03,291.4,0,51.6786328125,1.05,0,3.02999999999958,"4",2.55,8413,"24SEP2005"
0,"SL",22,1,"P",1,763.5,20.18,1.26,21.51,12.34,3.28,16.03,202.23,0,60.14283203125,1.02,0,5.45999999999969,"4",3.2,8431,"24SEP2005"
0,"SO",26,1,"R",1.27,596.5,24.46,1.09,54.04,6.23,1.24,7.67,388.95,0.2641364122,28.80078125,1.02,0,49.1999999999998,"5",1.55,8446,"24SEP2005"
0,"SH",23,2,"R",1.09,417.5,27.35,1.12,62.3,6.38,0.69,10.76,363.83,0.2502476154,35.4765625,1.05,0,30.5399999999999,"5",2.23,-8454,"24SEP2005"
0,"SO",26,0.97,"R",1.04,1091,21.18,1.01,45.35,3.16,1.28,5.79,505.18,0.0847737007,59.3203125,1.08,0,-2.5892177291098e-13,"5",3.09,8470,"24SEP2005"
0,"SO",22,0.95,"R",1.02,510.5,20.99,1.01,44.46,3.73,1.18,6.57,336.67,0.1422859002,59.25,1.06,0,0.609999999999653,"5",3.08,8487,"24SEP2005"
0,"SC",19,1,"R",1.15,331.5,20.27,1.06,37.79,10.76,0.54,10.18,179.52,0.1091499848,33.90625,1,0,33.24,"5",0,-8374,"24SEP2005"
0,"SC",28,1,"R",1.05,1650,9,1,34,6.86,1.82,11.92,1704,0,41.484375,1.07,1,0,"3",2.75,8412,"24SEP2005"
0,"SB",30,1,"R",1.25,50,21,1,0,5,1.52,9.38,612.295,0.4763228372,30.546875,1,1,27,"3",1.51785714285714,-8418,"24SEP2005"
0,"SO",18,1,"P",1.18,336.5,46,1,50.2616666666667,12.29,0.127142857142857,23,318.808333333333,0.2038575662,72.53125,1.02,1,0,"3",1.31,8476,"24SEP2005"
1,"SN",32,1,"H",1.83,5000,14,4,144,15.33,5,20.75,1487,0.13932826,80.671875,1,1,3031,"3",1,-8371,"24SEP2005"
0,"SA",17,1,"P",1,261.166666666667,18.082,1.06,25.81,8.58,0.13,13.7166666666667,147.14,0,66.921875,1.01,0,29.9799999999998,"5",0.82,-8453,"24SEP2005"
0,"SF",18,1,"P",1.23,351.5,17.33,1.03,66.05,3,0.069999999999999,2,277.913333333333,0.064017032,36.7890625,1.13,0,9.69999999999973,"5",1.52,8406,"24SEP2005"
0,"SC",21,1,"P",1.5,540.5,18,1,98.88,4.5,0,1,416.07,0,15.27734375,1.54,0,62.2599999999998,"5",1.57,8370,"24SEP2005"
1,"SE",21,1,"P",3,1000,3,2,0,10.77,4.4,2,961,0,82.90625,1,1,0,"3",2,-8376,"24SEP2005"
1,"SL",18,0,"P",1.63,598,23.67,1.05,108.39,4.14,0.15,2,381.6,0.0109457565,27.890625,1.41,0,12.0799999999998,"5",1.54,8404,"24SEP2005"
0,"SA",19,1,"P",1.1,234.5,13.8,1.05,27.735,5,0.48,3,117.92,0.159929994,48.6328125,1.05,0,21.8099999999998,"5",1.96,-8463,"24SEP2005"
